,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Eif5b,ENSMUSG00000026083,Gene Expression,1203,False,0.8977012,0.51948273,-0.09913582
Rev1,ENSMUSG00000026082,Gene Expression,107,True,0.07118609,0.45898047,0.21218902
Aff3,ENSMUSG00000037138,Gene Expression,113,True,0.090872414,0.5712545,0.5108432
Gm16152,ENSMUSG00000087131,Gene Expression,114,True,0.0952512,0.5490091,0.45166937
Chst10,ENSMUSG00000026080,Gene Expression,141,False,0.08057221,0.30235752,-0.2044354
Pdcl3,ENSMUSG00000026078,Gene Expression,713,False,0.42178273,0.16761613,-0.8714207
Rpl31,ENSMUSG00000073702,Gene Expression,1904,False,3.51958,1.5868384,-0.17736991
Cnot11,ENSMUSG00000003135,Gene Expression,413,False,0.2333344,0.3256565,-0.142459
Rnf149,ENSMUSG00000048234,Gene Expression,280,True,0.17392631,0.521908,0.37957916
Map4k4,ENSMUSG00000026074,Gene Expression,738,True,0.49761435,0.63240474,0.7249278
Il1r2,ENSMUSG00000026073,Gene Expression,11,False,0.007256385,0.797375,1.1123345
Il1rl2,ENSMUSG00000070942,Gene Expression,36,False,0.017889103,0.43180454,0.13989976
Il1rl1,ENSMUSG00000026069,Gene Expression,42,False,0.017326495,0.11880316,-0.6926986
Il18r1,ENSMUSG00000026070,Gene Expression,731,True,0.48277044,0.659913,0.8194068
Il18rap,ENSMUSG00000026068,Gene Expression,556,True,0.3354557,0.55667424,0.46482617
Mfsd9,ENSMUSG00000041945,Gene Expression,13,False,0.0085937185,0.23536788,-0.382631
Mrps9,ENSMUSG00000060679,Gene Expression,725,False,0.44860086,0.27857137,-0.49033728
Tgfbrap1,ENSMUSG00000070939,Gene Expression,114,True,0.070950985,0.46005058,0.21503556
AI597479,ENSMUSG00000010290,Gene Expression,65,False,0.036425654,0.28789487,-0.24290672
Fhl2,ENSMUSG00000008136,Gene Expression,429,False,0.25575003,0.3854168,0.016506206
Nck2,ENSMUSG00000066877,Gene Expression,116,False,0.069526665,0.42855552,0.1312572
Gm29155,ENSMUSG00000100764,Gene Expression,3,False,0.0015798479,0.038111873,-0.9073413
Uxs1,ENSMUSG00000057363,Gene Expression,153,False,0.077630036,0.2933643,-0.22835782
Tpp2,ENSMUSG00000041763,Gene Expression,681,False,0.41149023,0.35518968,-0.22718643
Mettl21c,ENSMUSG00000047343,Gene Expression,4,False,0.00061780366,0.035730816,-0.913675
Gm8251,ENSMUSG00000091844,Gene Expression,11,False,0.0060032783,0.34129748,-0.10085328
Tex30,ENSMUSG00000026049,Gene Expression,473,False,0.26174045,0.19207063,-0.49780372
Kdelc1,ENSMUSG00000026047,Gene Expression,35,False,0.018585702,0.2892747,-0.23923634
Bivm,ENSMUSG00000041684,Gene Expression,30,False,0.01722494,0.32543397,-0.14305095
Ercc5,ENSMUSG00000026048,Gene Expression,153,False,0.09422773,0.3657009,-0.03593903
Wdr75,ENSMUSG00000025995,Gene Expression,230,False,0.13428898,0.36267376,-0.04399137
Slc40a1,ENSMUSG00000025993,Gene Expression,3,False,0.0014387924,0.6232823,0.64923966
Slc39a10,ENSMUSG00000025986,Gene Expression,88,True,0.052125633,0.48551565,0.28277385
Gm28151,ENSMUSG00000100213,Gene Expression,4,False,0.0030125633,0.3469803,-0.0857367
4933411E06Rik,ENSMUSG00000099608,Gene Expression,8,False,0.003929954,0.1388823,-0.6392872
Nabp1,ENSMUSG00000026107,Gene Expression,634,False,0.4027152,0.41065115,-0.0367002
Myo1b,ENSMUSG00000018417,Gene Expression,3,False,0.00039348353,-1.1004844,-3.9360607
Stat4,ENSMUSG00000062939,Gene Expression,857,False,0.54688454,0.3587976,-0.3875535
Gm31812,ENSMUSG00000109599,Gene Expression,4,False,0.0011634442,-0.38778684,-2.040252
Stat1,ENSMUSG00000026104,Gene Expression,1160,True,1.0388463,1.3506584,1.0642599
Gls,ENSMUSG00000026103,Gene Expression,574,False,0.3351606,0.32833588,-0.31941766
Nab1,ENSMUSG00000002881,Gene Expression,770,False,0.5047691,0.42721182,0.020178573
Nemp2,ENSMUSG00000043015,Gene Expression,170,False,0.08761703,0.2834458,-0.25474146
Mfsd6,ENSMUSG00000041439,Gene Expression,117,True,0.08310621,0.7252885,0.9205809
Inpp1,ENSMUSG00000026102,Gene Expression,554,False,0.33004126,0.31574318,-0.36266816
Hibch,ENSMUSG00000041426,Gene Expression,259,False,0.15190817,0.32764983,-0.13715667
1700019D03Rik,ENSMUSG00000043629,Gene Expression,13,False,0.0070487764,0.36320242,-0.042585097
Pms1,ENSMUSG00000026098,Gene Expression,128,False,0.06694564,0.27586365,-0.27491036
Ormdl1,ENSMUSG00000026097,Gene Expression,443,False,0.249984,0.34578368,-0.08891977
Osgepl1,ENSMUSG00000026096,Gene Expression,98,False,0.045545667,0.15376484,-0.5996989
Asnsd1,ENSMUSG00000026095,Gene Expression,709,False,0.42033675,0.23430605,-0.64236957
Stk17b,ENSMUSG00000026094,Gene Expression,1464,False,1.1393747,0.55129397,-0.12121777
Gtf3c3,ENSMUSG00000041303,Gene Expression,190,False,0.10792144,0.33494672,-0.11774659
Pgap1,ENSMUSG00000073678,Gene Expression,63,True,0.035042513,0.48265064,0.27515277
Ankrd44,ENSMUSG00000052331,Gene Expression,1318,False,0.97405803,0.6084099,0.025335418
Sf3b1,ENSMUSG00000025982,Gene Expression,1540,False,1.2198299,0.4195963,-0.5545605
Coq10b,ENSMUSG00000025981,Gene Expression,443,False,0.25144035,0.28277758,-0.25651896
Hspd1,ENSMUSG00000025980,Gene Expression,1067,False,0.78739816,0.4643828,-0.00068215834
Hspe1,ENSMUSG00000073676,Gene Expression,1676,False,1.684882,0.6798675,-0.24278276
Mob4,ENSMUSG00000025979,Gene Expression,706,False,0.4393868,0.35243022,-0.23666397
Rftn2,ENSMUSG00000025978,Gene Expression,22,False,0.011876485,0.15692893,-0.5912823
Mars2,ENSMUSG00000046994,Gene Expression,117,False,0.07047399,0.39845324,0.051183723
Boll,ENSMUSG00000025977,Gene Expression,14,False,0.009037541,0.27908543,-0.26634026
Plcl1,ENSMUSG00000038349,Gene Expression,21,False,0.010073801,0.2909437,-0.23479667
4930558J18Rik,ENSMUSG00000097519,Gene Expression,10,False,0.0047711637,0.11924289,-0.691529
1700066M21Rik,ENSMUSG00000038323,Gene Expression,47,False,0.022291726,0.13704066,-0.644186
Tyw5,ENSMUSG00000048495,Gene Expression,140,False,0.07267483,0.2650401,-0.3037015
Maip1,ENSMUSG00000025971,Gene Expression,415,True,0.23880117,0.4713152,0.24499999
Kctd18,ENSMUSG00000054770,Gene Expression,202,True,0.12401866,0.593653,0.5704243
Sgo2a,ENSMUSG00000026039,Gene Expression,240,False,0.13356653,0.39952055,0.05402282
Bzw1,ENSMUSG00000051223,Gene Expression,1165,False,0.886814,0.42087492,-0.23715708
Clk1,ENSMUSG00000026034,Gene Expression,1226,False,0.83454424,0.53784746,-0.07343073
Ppil3,ENSMUSG00000026035,Gene Expression,510,False,0.2899785,0.20960784,-0.7271973
Nif3l1,ENSMUSG00000026036,Gene Expression,163,False,0.084301494,0.25588065,-0.32806605
Orc2,ENSMUSG00000026037,Gene Expression,311,False,0.17658305,0.3183517,-0.16189016
Gm15834,ENSMUSG00000085054,Gene Expression,17,False,0.010253899,0.48383898,0.27831382
Fam126b,ENSMUSG00000038174,Gene Expression,125,False,0.06467732,0.42683592,0.12668301
Ndufb3,ENSMUSG00000026032,Gene Expression,1324,False,0.99626917,0.28726307,-0.42417344
Als2cr12,ENSMUSG00000047528,Gene Expression,4,False,0.0019189637,0.0006713997,-1.0069348
Cflar,ENSMUSG00000026031,Gene Expression,724,True,0.46289968,0.49957243,0.26870605
Casp8,ENSMUSG00000026029,Gene Expression,902,False,0.59330624,0.37090206,-0.34320197
Trak2,ENSMUSG00000026028,Gene Expression,214,False,0.12504211,0.3314496,-0.1270491
Stradb,ENSMUSG00000026027,Gene Expression,103,True,0.0671384,0.9701244,1.5718559
Tmem237,ENSMUSG00000038079,Gene Expression,146,False,0.06224891,0.009178705,-0.98430485
G730003C15Rik,ENSMUSG00000097573,Gene Expression,17,True,0.014146993,0.64747894,0.7136038
Als2,ENSMUSG00000026024,Gene Expression,28,True,0.019670557,0.78867424,1.0891899
Fzd7,ENSMUSG00000041075,Gene Expression,5,False,0.0032796382,0.2934467,-0.22813863
Gm973,ENSMUSG00000047361,Gene Expression,4,False,0.0048694657,0.8040978,1.1302173
Sumo1,ENSMUSG00000026021,Gene Expression,1397,False,1.0984905,0.2622054,-1.0724453
Nop58,ENSMUSG00000026020,Gene Expression,846,True,0.5950746,0.5345973,0.2565885
Bmpr2,ENSMUSG00000067336,Gene Expression,17,False,0.012191293,0.46216735,0.22066627
Fam117b,ENSMUSG00000041040,Gene Expression,314,False,0.19045046,0.4007735,0.057355724
Wdr12,ENSMUSG00000026019,Gene Expression,331,False,0.21648608,0.4459176,0.17744118
Carf,ENSMUSG00000026017,Gene Expression,54,True,0.043458734,0.6325926,0.6740055
Nbeal1,ENSMUSG00000073664,Gene Expression,112,True,0.0883036,0.94864464,1.5147188
Cyp20a1,ENSMUSG00000049439,Gene Expression,229,True,0.1089153,0.61044896,0.6151023
Abi2,ENSMUSG00000026782,Gene Expression,108,False,0.04598254,0.11089546,-0.7137335
Raph1,ENSMUSG00000026014,Gene Expression,178,False,0.07314233,0.1687466,-0.5598467
Cd28,ENSMUSG00000026012,Gene Expression,1174,True,0.93863446,1.0606434,0.65832627
Gm11579,ENSMUSG00000086795,Gene Expression,17,False,0.011833531,0.7733133,1.0483291
2310016D23Rik,ENSMUSG00000085965,Gene Expression,11,False,0.0043858136,-0.1575851,-1.4279045
Ctla4,ENSMUSG00000026011,Gene Expression,284,False,0.14393236,0.43763158,0.15539995
Icos,ENSMUSG00000026009,Gene Expression,583,True,0.37108728,0.6602538,0.8205774
Nrp2,ENSMUSG00000025969,Gene Expression,13,False,0.007262881,0.09347117,-0.7600829
Gm4208,ENSMUSG00000100426,Gene Expression,43,True,0.037944876,1.2029248,2.191116
Ino80d,ENSMUSG00000040865,Gene Expression,453,False,0.25539157,0.42708054,0.1273337
Ino80dos,ENSMUSG00000084799,Gene Expression,13,False,0.006385671,0.4463891,0.1786954
Gm20342,ENSMUSG00000101599,Gene Expression,128,True,0.07468269,0.5673292,0.5004018
Ndufs1,ENSMUSG00000025968,Gene Expression,451,False,0.2472675,0.27594617,-0.27469084
Eef1b2,ENSMUSG00000025967,Gene Expression,1855,False,2.64286,1.189757,-0.34230798
Fastkd2,ENSMUSG00000025962,Gene Expression,106,False,0.053579144,0.3232929,-0.14874628
Klf7,ENSMUSG00000025959,Gene Expression,470,True,0.3368097,0.6476066,0.77713966
Creb1,ENSMUSG00000025958,Gene Expression,511,False,0.30494323,0.4189713,-0.008124062
Mettl21a,ENSMUSG00000025956,Gene Expression,126,False,0.074088156,0.31246608,-0.17754614
Ccnyl1,ENSMUSG00000070871,Gene Expression,19,False,0.009545081,0.47237086,0.24780808
Fzd5,ENSMUSG00000045005,Gene Expression,33,False,0.015524345,0.12762018,-0.66924495
Plekhm3,ENSMUSG00000051344,Gene Expression,36,True,0.025294034,0.5188121,0.37134403
Idh1,ENSMUSG00000025950,Gene Expression,64,False,0.033013284,0.24144197,-0.36647364
Pikfyve,ENSMUSG00000025949,Gene Expression,120,True,0.07513138,0.45840448,0.21065685
Map2,ENSMUSG00000015222,Gene Expression,4,False,0.0013665532,0.28103808,-0.26114613
Rpe,ENSMUSG00000026005,Gene Expression,417,False,0.23101774,0.22561955,-0.408562
Kansl1l,ENSMUSG00000026004,Gene Expression,66,True,0.044502378,0.55688715,0.47262537
Acadl,ENSMUSG00000026003,Gene Expression,812,False,0.52889824,0.37553015,-0.15732567
Lancl1,ENSMUSG00000026000,Gene Expression,206,False,0.12082094,0.4309791,0.13770406
Ikzf2,ENSMUSG00000025997,Gene Expression,265,True,0.39149174,2.3645325,6.67404
Bard1,ENSMUSG00000026196,Gene Expression,206,False,0.08013493,-0.093343556,-1.2570189
Atic,ENSMUSG00000026192,Gene Expression,617,False,0.3809861,0.36184993,-0.20431133
Fn1,ENSMUSG00000026193,Gene Expression,5,False,0.011453885,1.9114712,4.075883
D230017M19Rik,ENSMUSG00000097131,Gene Expression,6,False,0.0054703793,0.5621867,0.4867225
Pecr,ENSMUSG00000026189,Gene Expression,38,False,0.022939945,0.37661064,-0.0069186175
Xrcc5,ENSMUSG00000026187,Gene Expression,247,False,0.13851103,0.24596037,-0.3544545
Smarcal1,ENSMUSG00000039354,Gene Expression,97,False,0.045599986,0.089936025,-0.7694866
Rpl37a,ENSMUSG00000046330,Gene Expression,1946,False,4.2802324,2.4207335,0.14787462
Tns1,ENSMUSG00000055322,Gene Expression,44,False,0.0236907,0.28906062,-0.23980577
Rufy4,ENSMUSG00000061815,Gene Expression,3,False,0.008522958,2.2384312,4.945612
Cxcr2,ENSMUSG00000026180,Gene Expression,28,True,0.020422004,1.1069902,1.9359255
Arpc2,ENSMUSG00000006304,Gene Expression,1820,False,2.266851,0.8350517,-0.47876644
Aamp,ENSMUSG00000006299,Gene Expression,897,False,0.5757667,0.29990503,-0.60333997
Pnkd,ENSMUSG00000026179,Gene Expression,573,False,0.3322522,0.2891007,-0.45417356
Tmbim1,ENSMUSG00000006301,Gene Expression,75,False,0.035120904,0.19315682,-0.49491438
Slc11a1,ENSMUSG00000026177,Gene Expression,8,False,0.0039538336,0.3825867,0.00897796
Ctdsp1,ENSMUSG00000026176,Gene Expression,669,False,0.40287787,0.30295584,-0.40658715
Usp37,ENSMUSG00000033364,Gene Expression,229,False,0.11364197,0.1597443,-0.5837933
Cnot9,ENSMUSG00000026174,Gene Expression,342,False,0.17034806,0.21514177,-0.4364334
Zfp142,ENSMUSG00000026135,Gene Expression,123,False,0.071406595,0.33504468,-0.117486015
Bcs1l,ENSMUSG00000026172,Gene Expression,126,False,0.08020185,0.4152911,0.09597324
Rnf25,ENSMUSG00000026171,Gene Expression,100,False,0.06564725,0.38802013,0.023431165
Ttll4,ENSMUSG00000033257,Gene Expression,56,False,0.032729723,0.36051288,-0.0497394
Nhej1,ENSMUSG00000026162,Gene Expression,101,False,0.044624712,0.012422096,-0.9756773
Cnppd1,ENSMUSG00000033159,Gene Expression,665,False,0.40468702,0.32961065,-0.31503937
Retreg2,ENSMUSG00000049339,Gene Expression,444,True,0.26130408,0.45485428,0.20121315
Zfand2b,ENSMUSG00000026197,Gene Expression,443,False,0.25457266,0.2961914,-0.2208376
Abcb6,ENSMUSG00000026198,Gene Expression,43,False,0.019667722,0.06873835,-0.82587343
Atg9a,ENSMUSG00000033124,Gene Expression,90,False,0.05333078,0.3823729,0.008409237
Ankzf1,ENSMUSG00000026199,Gene Expression,100,True,0.067838095,0.48058385,0.26965502
Glb1l,ENSMUSG00000026200,Gene Expression,14,False,0.006715632,0.057385977,-0.85607123
Stk16,ENSMUSG00000026201,Gene Expression,560,False,0.32512224,0.23057665,-0.6551784
Tuba4a,ENSMUSG00000026202,Gene Expression,885,True,0.6339369,0.538145,0.2695876
A630095N17Rik,ENSMUSG00000096094,Gene Expression,5,False,0.0023746137,0.6458301,0.7092178
Dnajb2,ENSMUSG00000026203,Gene Expression,59,True,0.052011173,0.51053953,0.34933853
Ptprn,ENSMUSG00000026204,Gene Expression,3,False,0.002386854,0.4190667,0.1060165
Dnpep,ENSMUSG00000026209,Gene Expression,465,False,0.27591306,0.3111953,-0.3782881
Gmppa,ENSMUSG00000033021,Gene Expression,270,False,0.15985893,0.42079118,0.110603705
Chpf,ENSMUSG00000032997,Gene Expression,202,False,0.09681096,0.13535745,-0.64866346
Obsl1,ENSMUSG00000026211,Gene Expression,4,False,0.0010903515,-0.47614735,-2.275295
Tmem198,ENSMUSG00000051703,Gene Expression,11,False,0.0053573796,0.10226867,-0.73668116
Stk11ip,ENSMUSG00000026213,Gene Expression,79,False,0.049613997,0.44866753,0.1847561
Farsb,ENSMUSG00000026245,Gene Expression,477,False,0.2745038,0.22710061,-0.6671171
Mogat1,ENSMUSG00000012187,Gene Expression,17,True,0.01315683,0.5402559,0.4283855
Acsl3,ENSMUSG00000032883,Gene Expression,33,True,0.03356227,0.9759096,1.5872449
Utp14b,ENSMUSG00000079470,Gene Expression,10,False,0.006967637,0.5809298,0.53658
Ap1s3,ENSMUSG00000054702,Gene Expression,215,False,0.11037671,0.15791184,-0.5886677
Wdfy1,ENSMUSG00000073643,Gene Expression,115,False,0.062435158,0.40319628,0.06380043
Mrpl44,ENSMUSG00000026248,Gene Expression,434,False,0.2326003,0.13666287,-0.64519095
Serpine2,ENSMUSG00000026249,Gene Expression,20,True,0.013435143,1.1720376,2.1089547
Fam124b,ENSMUSG00000043230,Gene Expression,9,False,0.0054450794,0.33692443,-0.11248578
Cul3,ENSMUSG00000004364,Gene Expression,568,False,0.3271551,0.38877738,-0.11182717
Dock10,ENSMUSG00000038608,Gene Expression,1030,False,0.686856,0.484442,0.07281612
Rhbdd1,ENSMUSG00000026142,Gene Expression,71,False,0.042469997,0.31012538,-0.18377252
Col4a4,ENSMUSG00000067158,Gene Expression,15,False,0.005691081,0.43478474,0.14782724
Mff,ENSMUSG00000026150,Gene Expression,850,False,0.54838645,0.28216165,-0.6683529
Agfg1,ENSMUSG00000026159,Gene Expression,544,False,0.33845064,0.46455625,0.14844057
A030005L19Rik,ENSMUSG00000113880,Gene Expression,3,False,0.0025532823,0.37393978,-0.0140232155
Trip12,ENSMUSG00000026219,Gene Expression,715,True,0.4369538,0.58989626,0.5789295
Fbxo36,ENSMUSG00000073633,Gene Expression,28,False,0.016524948,0.2300339,-0.39681962
C130026I21Rik,ENSMUSG00000052477,Gene Expression,117,True,0.11033342,0.7292321,0.931071
A530032D15Rik,ENSMUSG00000089844,Gene Expression,12,False,0.011642069,0.6879403,0.8212329
A530040E14Rik,ENSMUSG00000072109,Gene Expression,22,False,0.016964825,0.39895692,0.05252356
Sp110,ENSMUSG00000070034,Gene Expression,1305,False,0.9947513,0.60555416,0.021338273
Gm16094,ENSMUSG00000090103,Gene Expression,3,False,0.0029105945,0.49301645,0.30272633
Sp140,ENSMUSG00000070031,Gene Expression,623,False,0.42318514,0.41716677,-0.014321847
Sp100,ENSMUSG00000026222,Gene Expression,1543,True,1.2908312,0.69048786,0.33679083
A630001G21Rik,ENSMUSG00000052760,Gene Expression,326,False,0.18364958,0.3170985,-0.1652237
Cab39,ENSMUSG00000036707,Gene Expression,861,False,0.5321634,0.36896375,-0.3503041
Itm2c,ENSMUSG00000026223,Gene Expression,709,True,0.46179307,0.652697,0.794623
Gm28884,ENSMUSG00000099767,Gene Expression,17,False,0.0065819155,-0.16620624,-1.450837
Gpr55,ENSMUSG00000049608,Gene Expression,115,False,0.04722102,-0.051163755,-1.1448187
Psmd1,ENSMUSG00000026229,Gene Expression,634,False,0.38922876,0.3448347,-0.26275137
Armc9,ENSMUSG00000062590,Gene Expression,27,True,0.019425394,0.5204894,0.37580565
Ncl,ENSMUSG00000026234,Gene Expression,1726,False,1.7764162,0.7463379,-0.056243163
Ptma,ENSMUSG00000026238,Gene Expression,1900,True,3.0821223,2.3557117,0.46989247
