Union_likelihood_genes,All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common
Zbtb10,Havcr2,0.5208042658373839,Havcr2,0.5307069732408395,,,Sema7a,,
Cd47,Klf3,0.5201616192234498,Prdm1,0.5302711988173638,,,Aff4,,
Kmt5a,Orc1,0.5138453460678161,E2f2,0.5282400949971308,,,Cnot6,,
Mycbp,Ddx5,0.5127106627501031,E2f3,0.5243073777179265,,,Foxm1,,
Mcm8,Il7r,0.5091029403535176,Lef1,0.5204648795023413,,,Snrpd1,,
Vsir,Cd48,0.5022745049131909,Lgals3,0.5154614976627662,,,Ikzf2,,
Cbx3,Wdhd1,0.5011328121390255,Hdac2,0.5139295030947643,,,Kdm7a,,
Itgal,Ccr7,0.5000730503253046,Klf3,0.5116380678378344,,,Maff,,
Cd200r1,Pa2g4,0.498645161227607,Gtf3a,0.5107076512120954,,,Zhx2,,
Atf7ip,Fmr1,0.4941891071161603,Pa2g4,0.5017349738315081,,,Ly86,,
Pdlim1,Tcerg1,0.48970700062246997,Il4ra,0.49431550077112063,,,Rela,,
Mef2c,E2f3,0.4868801965991586,Foxp1,0.4925004502285815,,,Tnfrsf9,,
Prdm1,Ruvbl2,0.4817922881711726,Kdm7a,0.48836952217025065,,,Setbp1,,
Itgax,Tnfrsf9,0.4815436932850114,Ddx5,0.4877331727500382,,,Ewsr1,,
Lef1,Rfc1,0.48041366147870385,Cenpk,0.48638661749911793,,,Trdv1,,
Actb,Tbx21,0.47810466509443195,Tbx21,0.4862125935836793,,,Gtf3c5,,
Btbd11,Prdm1,0.4754795048282309,E2f1,0.47426544614543237,,,Mcm5,,
Brd7,Foxp1,0.4734892547531326,Bsg,0.47338373699711883,,,Orc1,,
Suv39h2,Kmt5a,0.46755781119476136,Tnfrsf9,0.473172390906228,,,Fmr1,,
Plaur,Klrd1,0.46682628801353016,Batf3,0.4709740368679834,,,Fhl2,,
Cd5,Il6st,0.4665253563963621,Rfc1,0.46967336813035665,,,Rbbp7,,
Nt5e,Hdac2,0.4621128826626857,Il6st,0.4679913404325691,,,Itga4,,
Tlr1,Zbtb20,0.4607609001324554,Wdhd1,0.46736628601420355,,,Batf,,
Gtf2a2,E2f2,0.4547099197202529,Trip13,0.4673088617920307,,,Zdhhc2,,
Alcam,Chaf1a,0.45353860238226845,Kdm6b,0.4655267069118537,,,Ifngr1,,
Chaf1a,E2f1,0.4503525569968596,Tnfsf4,0.4637127212774417,,,Slamf7,,
Nr3c1,Scml4,0.4446021611710479,Batf,0.46143155565169774,,,Csf3r,,
Gatad1,Kdm6b,0.4444339501073696,Irf4,0.4590334425146127,,,Scml4,,
Ikzf1,Il4ra,0.4437761776598149,Chaf1a,0.4586543023932421,,,Ifi204,,
Aff1,Brca2,0.4430158378499353,Tcf12,0.45745539181239114,,,Smarcc1,,
Il1rl1,Il6ra,0.4402587168500095,Baz1a,0.4574099110307675,,,H2-Ab1,,
Gtf3c1,Itga4,0.43772569381834264,Brca2,0.45464337926749016,,,Mxi1,,
Atad2b,Actb,0.4363040233816748,Klrd1,0.4544579585898184,,,Uhrf1,,
Hells,Tcf12,0.43538084439814684,Zbtb20,0.4531372866023508,,,Hdac2,,
Smyd2,Gatad1,0.43504299815311226,Fhl2,0.4504366120632946,,,Ctla4,,
Sfmbt1,Cbfb,0.4345663232265857,Itga4,0.44970784952852416,,,Lair1,,
Kdm6b,Cnot6,0.43295820010922215,Cbx3,0.4457097118239658,,,Kntc1,,
Cxcr5,Polr2i,0.4316975590667979,Scml4,0.4453542282077169,,,Trps1,,
Smad3,Trip13,0.43131557508008617,Gatad1,0.4440248687109247,,,Klrc1,,
Hist1h2bp,Lgals3,0.4293404760927893,Il6ra,0.43928794152178546,,,Atp1b3,,
Stat2,Ly86,0.4221877602046284,Kntc1,0.43919771311203926,,,Zbtb10,,
Myb,Srrm1,0.421494107311499,Actb,0.4351335788551042,,,Cd47,,
Itga1,Mycbp,0.42142069753138983,Nsd3,0.43314479870568856,,,E2f1,,
Nsd3,Alcam,0.419364779287223,Klf13,0.4319821437968193,,,Kmt5a,,
Itga2,Btbd11,0.41922094093729406,Kdm5b,0.42961915534694206,,,Mycbp,,
Ptprj,Ctla4,0.4186286535623054,E2f8,0.42877616739659913,,,Hmgb2,,
Klra1,Kdm5b,0.41771554514662435,Cnot6,0.42780259939522836,,,Mcm8,,
Klf9,Dnajc2,0.4171700974284178,Ptprj,0.42491857795102944,,,Eng,,
Adam8,Nsd3,0.41672530358947646,Ifngr1,0.42468836480626054,,,Vsir,,
Hmga1,Kntc1,0.41664680234879836,Ruvbl2,0.41965519520494166,,,Cbx3,,
Cd55,Ifngr1,0.41238108782063304,Btbd11,0.4163894716189617,,,Atf6,,
Smyd3,Klf13,0.4090255965736854,Alcam,0.41524652873248025,,,Il4ra,,
Rbl1,Msl3,0.4076041764723422,Smad4,0.41351817798436113,,,Itgal,,
Itgb7,Nono,0.4031740213627555,Tnfsf8,0.4133440848827998,,,Sp100,,
Il1r2,Irf4,0.40264182566492684,Eed,0.40807052609676153,,,Hdac9,,
E2f3,E2f8,0.40255943480273837,Dnajc2,0.4056391734298213,,,Cd200r1,,
Hopx,Baz1a,0.4023992589127831,Zfpm1,0.4040691172271589,,,Tcf4,,
Msl3,Mbd4,0.4018109849885901,Atad2,0.4030301124789795,,,Atf7ip,,
Crtam,Sirpa,0.3994680426617148,Cd226,0.3995002625349245,,,Pdlim1,,
Hdac4,Smad4,0.3969881040977573,Ctla4,0.39828422356485493,,,Mef2c,,
Batf3,Batf,0.3959644447985825,Polr2i,0.39708997107979355,,,Zfp1,,
Suz12,Zhx2,0.39382600923356914,Hdac1,0.39447881354166897,,,Klrk1,,
Klra3,Atad2,0.38970425696873473,Mybl2,0.3920855886027875,,,Prdm1,,
Gtf2e1,Zfpm1,0.3883768231999522,Mbd4,0.3913801352933166,,,Tcf7l2,,
Hnrnpr,Klrg1,0.38756369678616914,Stat1,0.3899360160405085,,,Gtf2b,,
Ski,Ptprj,0.3870724951000188,Zhx2,0.38928138403388424,,,Zfp113,,
Baz2b,Batf3,0.386291480976469,Klrc1,0.3878626869934396,,,Cenpk,,
Ahr,Tnfsf8,0.3853224114653663,Cd96,0.38675611107618163,,,Maml3,,
Zfp280b,Cd96,0.3852508317033377,Smyd3,0.38565519412180793,,,Itgax,,
Pcmt1,Cd226,0.3846868279899636,Jmy,0.38372714963185517,,,Klrd1,,
Klra6,Taf6,0.37716680955449566,Sell,0.3829200990927484,,,Zranb2,,
E2f2,Chd3,0.37483288554705163,Mycbp,0.3828888130949604,,,Lef1,,
Kcnip3,Arid5b,0.3747911112677402,Pecam1,0.38282505470316014,,,Actb,,
Igf1r,Mybl2,0.37344117579833824,Ly86,0.3815098122443427,,,Btbd11,,
Klf7,Brd7,0.3733740549109811,Zranb2,0.3797279452427978,,,Lag3,,
Dnmt1,Atf7ip,0.3724093611459717,Pdcd1,0.3765185228699367,,,Hdac7,,
Ccr6,Pcmt1,0.3695764767868949,Ssbp2,0.3739616289237301,,,Brd7,,
Cd69,Jmy,0.36692532521449006,Gtf2b,0.3700316935890077,,,Suv39h2,,
Cd180,Fosl2,0.36516301153022435,Zfp36l1,0.3681213106795038,,,Plaur,,
Jdp2,Ssbp2,0.3646452197866615,Atf7ip,0.36715635254982487,,,Zfp207,,
Trem1,Sell,0.3627687708124558,Klrg1,0.3670240441684861,,,Ruvbl2,,
Chaf1b,Smyd3,0.3616438284043731,Srrm1,0.3659421053844043,,,Cd5,,
Taf4b,Hdac4,0.36076580291661137,Arid5b,0.36567989699593684,,,Nt5e,,
Polr2b,Eed,0.35994864383841335,Pcmt1,0.3640973979069954,,,Tlr1,,
Aff3,Zranb2,0.3577824327344912,Chd3,0.3634341663997136,,,Gtf2a2,,
Dek,Fhl2,0.3577105133736147,Fosl2,0.3605542319690681,,,Alcam,,
Stat1,Klrc1,0.35617917255688725,Nr1d2,0.36000442455893833,,,Chaf1a,,
Gtf2h2,Zeb1,0.3560971393956366,Zeb1,0.35840837869639514,,,Zeb2,,
Phf19,Pou6f1,0.3553180861954465,Cbfb,0.35746707518630383,,,Nr3c1,,
Id2,Gtf3c1,0.353578166041929,Pou6f1,0.3563180970644369,,,Tnfrsf4,,
Atad2,Cd200r1,0.35256816372003175,Maml3,0.355594567599257,,,Klf13,,
Bard1,Nr1d2,0.34895858953816294,Csf1r,0.3552465554575361,,,Aurkb,,
Cbfb,Psip1,0.3486726204696485,Cd69,0.3537761375781074,,,Gatad1,,
Tcerg1,Cd69,0.3473443492756789,Psip1,0.3511103369924246,,,Ikzf1,,
Zfpm1,Klf7,0.34689855843494977,Polr2b,0.3504567144503678,,,Tbx21,,
Zbtb20,Sema7a,0.346222908865397,Pirb,0.3489030975787298,,,Aff1,,
Tfdp1,Zfp280b,0.3458040423683274,Gtf3c1,0.3487982193210418,,,Fosl2,,
Irf4,Cxcr6,0.343060625656511,Mcm8,0.34866333068687677,,,Gtf3c1,,
Ssbp3,Pecam1,0.34293796771992435,Zbtb16,0.3479546804643558,,,Zbtb16,,
Cd86,Mcm8,0.3417812999298638,Sp100,0.3479215993019318,,,Atad2b,,
Cops5,Plxnc1,0.33965358521493133,Il2ra,0.344307044126634,,,Sell,,
Cd40lg,Tox2,0.3378442926591646,Aff4,0.3406229266148887,,,Hells,,
Brca1,Ddx20,0.33660811111609185,Sfmbt1,0.340055623316976,,,Smyd2,,
Per1,Maml3,0.33618106285414934,Epas1,0.33974648990311523,,,Ikbkb,,
Nrp1,Sp100,0.3356958587044956,Vsir,0.3391335811617626,,,Cd300c2,,
Baz1a,Epas1,0.33413346632889523,Aff1,0.3374841353735437,,,Sfmbt1,,
Mcm7,Zfp36l1,0.33349354827279076,Gtf2h2,0.33599779715102596,,,Gtf3a,,
Ssbp2,Itgb1,0.33322951067580175,Smyd2,0.33547397768654647,,,Kdm6b,,
Mcm3,Stat1,0.3321190769092439,Tcerg1,0.3326062231793889,,,Tcf7,,
Cbfa2t3,Ski,0.33043365612646586,Ifi204,0.3321073987827974,,,Eed,,
Cd48,Trps1,0.32889748433614213,Zfp280b,0.3284077886890784,,,Hnrnpul1,,
Kmt5b,Fos,0.3283131801702251,Zbtb10,0.3278495642758857,,,Cxcr5,,
Bbx,Csf1r,0.3278649926268764,Hbp1,0.3274159565534984,,,Supt16,,
Plxnc1,Zbtb10,0.3264341878588917,Ikbkb,0.32661613805317796,,,Smad3,,
Padi4,Il2ra,0.326175842055119,Fos,0.32276680396036556,,,Smad7,,
Pdcd1,Mef2c,0.3257368590038294,Toe1,0.3188004085794057,,,Arid5b,,
Sirpa,Gadd45b,0.3215200200356808,Brd7,0.3181807521412284,,,Hist1h2bp,,
Polr2f,Icos,0.31745374216805955,Klf7,0.31774875792435087,,,Stat2,,
Tcf12,Rora,0.3165535086250439,Mxd1,0.31567115704152005,,,Fasl,,
Ddx5,Ikbkb,0.31566711008407733,Suv39h2,0.3145162204838752,,,Pou6f1,,
Itga6,Aff1,0.31504292294271397,Il21r,0.3140005816679766,,,Myb,,
Timeless,Hnrnpul1,0.3127538844839562,Ifngr2,0.31169123471729676,,,Cbx5,,
Smad4,Aff4,0.3112954949608171,Kmt5b,0.3111208833764566,,,Ezh2,,
Ccr7,Zdhhc2,0.31075012518297945,Cd47,0.31096074575766286,,,Itga1,,
Toe1,Zbtb1,0.3088332035190893,Gtf2i,0.30859644379219714,,,Cd74,,
Klrg1,Gtf2h2,0.3083021885345753,Tnfrsf4,0.3075365585670328,,,Ssrp1,,
C5ar1,Toe1,0.3073900961796697,Cd44,0.3070917839771492,,,Smad1,,
Arid4b,Cd47,0.3070502356027271,Ssbp3,0.3059848654571494,,,Nsd3,,
Gtf2i,Kmt5b,0.30401722843606166,Abcb1a,0.30577781935066006,,,Itga2,,
Zmym2,Id2,0.30266250922303917,Igf1r,0.3051120046699318,,,Eya2,,
Dpp4,Itgal,0.30161982274995036,Taf4b,0.3050281487283995,,,Ptprj,,
Il18r1,Il1rl1,0.30102087956849977,Ddx20,0.30486674536140757,,,Klra1,,
Tox,Per1,0.3009346485956223,Trps1,0.30463598069798015,,,Cd300lf,,
Pecam1,Tardbp,0.3006148832656191,Per1,0.30357834319183385,,,Kat2b,,
Pa2g4,Cd55,0.3004628109835816,Taf15,0.3023097180803364,,,Actl6a,,
Mcm2,Taf15,0.2976222859082048,Hnrnpul1,0.3022681633152114,,,Zfp36l1,,
Parp1,Vsir,0.2971736805158252,Plxnc1,0.29971677893106563,,,Klf9,,
Mybl2,Igf1r,0.29589722196764906,Itgal,0.294696903984114,,,Adam8,,
Fos,Hbp1,0.2952928187422858,Zmynd11,0.29461336327917087,,,Hbp1,,
Bcl3,Abcb1a,0.2946698960989381,Hopx,0.2942174587581392,,,Slamf6,,
Icos,Sfmbt1,0.29453702076087146,Gtf3c5,0.2932812657665909,,,Izumo1r,,
Foxp1,Il21r,0.29383376236981984,Id2,0.290289388377152,,,Hmga1,,
Trbc1,Pdcd1,0.29317158477134647,Zbtb1,0.28953161201592587,,,Cd55,,
Dach1,Bbx,0.2921025006672907,Zdhhc2,0.28817528844260365,,,Smyd3,,
Itgb1,Smyd2,0.2917124510557506,Gtf2e1,0.2871558858887994,,,Rbl1,,
Rad51,Gtf2e1,0.2914046546933352,Nr4a3,0.28692456415470463,,,Padi2,,
Tlr2,Suv39h2,0.29058319383223213,Baz2b,0.28552816261054065,,,Il6ra,,
Gtf2e2,Setd7,0.28887260602862197,Cd55,0.28522578477386934,,,Cbx1,,
Clec12a,Cxcr5,0.2886092525076249,Khdrbs1,0.2836155066906707,,,Epas1,,
Sema7a,Rad51,0.2881698918104065,Sema7a,0.28270702333011793,,,Il1r2,,
Aff4,Itga6,0.28737941597506617,H2-Ab1,0.2804414183135788,,,Klrb1c,,
Cnot6,Ifngr2,0.28656394173652583,Cd200r1,0.27784532789446065,,,E2f3,,
Snrpd1,Taf4b,0.28469081405907076,Klrk1,0.2772767186785252,,,Ncam1,,
Maff,Nr4a3,0.28408931376238394,Tardbp,0.2760235319473028,,,Hopx,,
Slc3a2,Khdrbs1,0.28300897364194283,Irf7,0.273988819099257,,,Crebbp,,
Cxcr2,Hopx,0.2825884779318874,Bbx,0.2739529896104132,,,Crtam,,
Tnfrsf9,Nt5e,0.2824738838675923,Fasl,0.2730869731505796,,,Lgals3,,
Setbp1,Klrk1,0.2813190286706898,Icos,0.27165719298635915,,,Rfc1,,
Trdv1,Maff,0.2801684599551011,Zfp1,0.27139702803653953,,,Calcoco1,,
Gtf3c5,Gtf2ird1,0.2791892361926011,Phf19,0.27036881978878685,,,Igsf8,,
Mcm5,Aurkb,0.2787018949172745,Tcf7l2,0.2695232968624724,,,E2f8,,
Orc1,Fasl,0.2757408694520301,Rad51,0.26891876311342505,,,Cd160,,
Fmr1,Baz2b,0.2707569928436454,Mybl1,0.268792283238914,,,Batf3,,
Csf3r,Nrp1,0.26908504392938637,Gtf2ird1,0.2675332440995976,,,Suz12,,
Scml4,Ppargc1b,0.26840636243361643,Zfp207,0.26753245612088883,,,Klra3,,
Ifi204,Hdac7,0.2680372158571776,Slamf7,0.2646987704996841,,,Gtf2e1,,
Smarcc1,Pirb,0.2670791639044183,Aurkb,0.26458921667966223,,,Abcb1a,,
Mxi1,Gtf2i,0.2664728516423762,Ube2b,0.26415428973723265,,,Ski,,
Hdac2,Fosl1,0.26455599313746775,Foxm1,0.2637591462368324,,,Nap1l1,,
Ctla4,Ikzf2,0.26430619968548114,Ppargc1b,0.2637008531920542,,,Cd53,,
Kntc1,Phf19,0.26282267982820273,Maff,0.2630841130679935,,,Baz2b,,
Trps1,Ube2b,0.26262028084907035,Cd300lf,0.2630400726314979,,,Wdhd1,,
Klrc1,Klf9,0.26056856693656716,Pdlim1,0.2630196962990887,,,Mybbp1a,,
E2f1,Slamf7,0.2597198516477954,Gadd45b,0.2627496175194294,,,Pbx1,,
Hmgb2,Zfp1,0.2586389478073886,Stat2,0.26011184597979214,,,Ahr,,
Eng,Gtf2a2,0.25769445891082304,Mxi1,0.2593057003574271,,,Zfp280b,,
Cd80,Dpp4,0.25707524105098883,Ski,0.2592801546194241,,,Polr2i,,
Atf6,Tlr1,0.25590728209308555,Nt5e,0.259112425550906,,,Pcmt1,,
Il4ra,Zmynd11,0.25501968925401264,Tlr1,0.2569570308631213,,,Klra6,,
Sp100,Zdhhc21,0.25493304138862166,Klf9,0.255339547415058,,,E2f2,,
Hdac9,Hmga1,0.2549143398859882,Ikzf2,0.254560721974159,,,Kcnip3,,
Tcf4,Cd40lg,0.2539507043261405,Smad1,0.2503510483178832,,,Bsg,,
Zfp1,Stat2,0.25348777478791673,Zmym2,0.25022933796956015,,,Igf1r,,
Klrk1,Lair1,0.2519415140551962,Dpp4,0.24992444361089244,,,Klf7,,
Tcf7l2,Dtx1,0.2519157900342777,Il1r2,0.248720500289216,,,Dnmt1,,
Gtf2b,Mxd1,0.2518632589180558,Tob1,0.24675539829292986,,,Ccr6,,
Zfp113,Vax2,0.25185265090664766,Csf3r,0.24533115781965603,,,Cd69,,
Cenpk,Atp1b3,0.2508197744672132,Itga6,0.24499638368820728,,,Itgae,,
Maml3,Mybbp1a,0.24905520588541186,Eya2,0.24425385210661166,,,Cd180,,
Klrd1,Prmt5,0.24882995775430863,Hdac7,0.24365469532808295,,,Taf15,,
Zranb2,Il18r1,0.24826397334337208,Cxcr5,0.24291586878113328,,,Jdp2,,
Lag3,Irf7,0.24772839012071746,Crtam,0.24269399347186354,,,Trem1,,
Hdac7,Adgre5,0.24735836868562106,Adgre5,0.2417843972237778,,,Dnajc2,,
Zfp207,Zfp207,0.24720801577959478,Il18r1,0.24166878837616193,,,Chaf1b,,
Ruvbl2,Rbl1,0.24661532808887177,Gtf2a2,0.2415386282641644,,,Havcr2,,
Zeb2,Foxm1,0.24630951640015786,Fosl1,0.2415345759054392,,,Hnrnpd,,
Tnfrsf4,Tob1,0.243435931706985,Igsf8,0.24119999027500838,,,Klf3,,
Klf13,Mybl1,0.2417701947200627,Kdm3a,0.240885964203908,,,Taf4b,,
Aurkb,Tnfrsf4,0.24107369398403872,Itgb1,0.24081889625298136,,,Polr2b,,
Tbx21,Kat2b,0.2396764429297846,Hmga1,0.24023676412207778,,,Adgre5,,
Fosl2,Kdm3a,0.2378550799296464,Lair1,0.23930479850119507,,,Rbbp4,,
Zbtb16,Nr3c1,0.23674547069288127,Rbl1,0.2354752685413369,,,Aff3,,
Sell,Tnfsf4,0.2325002626389985,Cd40lg,0.23205928897220013,,,Zbtb1,,
Ikbkb,Cd160,0.22997810311703504,Hist1h2bp,0.22942227958958797,,,Bcl11a,,
Cd300c2,Trbc1,0.22985017306522101,Nr3c1,0.22889472016672155,,,Cd96,,
Cxcr6,Tshz3,0.2275393918511513,Atp1b3,0.2283366257104854,,,Dek,,
Gtf3a,Itgax,0.22741708684473447,Cd6,0.227472467066666,,,Stat1,,
Tcf7,Hist1h2bp,0.22724509526074305,Calcoco1,0.22727095148576618,,,Gtf2h2,,
Eed,Smad3,0.22719668270883617,Ewsr1,0.2263093289208031,,,Phf19,,
Hnrnpul1,Crtam,0.22690471450036784,Nrp1,0.22598050545118709,,,Id2,,
Supt16,Calcoco1,0.22677153462743424,Kat2b,0.22586059087059043,,,Atad2,,
Smad7,Hnrnpr,0.22446667894044162,Ahr,0.22352530093168146,,,Bard1,,
Arid5b,Smad1,0.22228939196174766,Klra3,0.2230042442222984,,,Cbfb,,
Fasl,Cd300c2,0.22010313757120376,Zfp113,0.2228769521772123,,,Ppargc1b,,
Pou6f1,Ahr,0.21982116590490142,Prmt5,0.2220161631558846,,,Mxd1,,
Cbx5,Slc3a2,0.21817743167002746,Sirpa,0.22125408315252862,,,Tcerg1,,
Ezh2,Izumo1r,0.21783886392176763,Tshz3,0.21979389872705649,,,Trip13,,
Cd74,Itgb7,0.21700085388621293,Atad2b,0.21900128389580148,,,Zfpm1,,
Ssrp1,Chaf1b,0.21624198140795226,Cd5,0.218556458456993,,,Zbtb20,,
Smad1,Cd6,0.21498764779293938,Mybbp1a,0.2116932946746296,,,Baz1b,,
Ms4a1,Ifi204,0.2137898317375252,Rela,0.21165566788073042,,,Ube2b,,
Vax2,Rela,0.2135571842115473,Izumo1r,0.21156522879357686,,,Tfdp1,,
Eya2,Adam8,0.21305490668052884,Adam8,0.2081037409277669,,,Atf3,,
Cd300lf,Bcl3,0.21227899884300272,Myb,0.2077481573126153,,,Irf4,,
Kat2b,Ncam1,0.21035116785779157,Smad3,0.20578808936448018,,,Hif1a,,
Actl6a,Tcf7l2,0.21010235163707885,Eng,0.20554228313884693,,,Jmy,,
Zdhhc21,Stat6,0.2092942120699078,Trbc1,0.2023068789622316,,,Ssbp3,,
Zfp36l1,Eng,0.20803561934553635,Crebbp,0.20062713590646636,,,Cd86,,
Hbp1,Phc2,0.2078220669482381,Chaf1b,0.19982082054662845,,,Cops5,,
Slamf6,Cd5,0.20281237183600712,Cd160,0.1948755913634306,,,Cd40lg,,
Izumo1r,Myb,0.1997359134088002,Itgax,0.1937247283315431,,,Brca1,,
Taf6,Cd80,0.19550601612391366,Itgae,0.19360448185379356,,,Csf1r,,
Padi2,Atad2b,0.1945517256141625,Jdp2,0.1925616398544402,,,Per1,,
Il6ra,Cd44,0.1890634644851502,Setbp1,0.19239728487762262,,,Chd3,,
Cbx1,Klra3,0.18770191692047367,Padi2,0.1915509758758104,,,Fli1,,
Epas1,Crebbp,0.18769736009637644,Ccr6,0.18724113372029627,,,Il7r,,
Klrb1c,Arid4b,0.18713057419149307,Fli1,0.18341552000633182,,,Cd44,,
Ncam1,Ikzf1,0.18697665082853246,Klrb1c,0.18263489764879662,,,Fkbp5,,
Crebbp,Fli1,0.18108111752784062,Ikzf1,0.1823397716263961,,,Nrp1,,
Lgals3,Setbp1,0.1795888897254735,Itga1,0.18064610989634028,,,Tardbp,,
Rfc1,Jdp2,0.17909340040786084,Bcl11a,0.17982458043538602,,,Baz1a,,
Calcoco1,H2-Ab1,0.1768031542632408,Arid4b,0.17528548249274264,,,Mcm7,,
Igsf8,Klrb1c,0.17544255976042714,Lag3,0.17079646980267102,,,Tshz3,,
E2f8,Dach1,0.17414373189840524,Ncam1,0.1651404516388993,,,Irf7,,
Cd160,Lag3,0.1736619398493882,Mef2c,0.16374732605454198,,,Hdac1,,
Tox2,Padi2,0.17243117644608608,Slamf6,0.15886616647175245,,,Ifngr2,,
Abcb1a,Itgae,0.16137241420136034,Cd300c2,0.15399377685029186,,,Kdm3a,,
Nap1l1,Padi4,0.1601662727571804,Atf3,0.14990261009781788,,,Ssbp2,,
Cd53,Tox,0.14426798899636367,Klra6,0.14359804119110764,,,Gadd45b,,
Wdhd1,Slamf6,0.1412866459352777,Itga2,0.1423971349358619,,,Mcm6,,
Mybbp1a,Trdv1,0.14097676974498044,Cbfa2t3,0.13156979173470765,,,Mcm3,,
