,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,2.239891,-0.5136281251907349,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.4082701,-0.2881258726119995,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.7016511,-0.24037039279937744,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07863385,-1.6270215511322021,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,5.173844,-0.2483351230621338,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,13.5743,0.6862037181854248,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.6800478,0.009616971015930176,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.41267353,-0.36703383922576904,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.2920614,-0.2070251703262329,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.7904273,-1.5174272060394287,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.38246116,-0.4513126611709595,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.50297093,-0.11854743957519531,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.7331248,-0.44846880435943604,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.4794323,-1.7763750553131104,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.7426195,-5.418209552764893,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.78405195,-0.1646268367767334,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.7564843,-0.05871152877807617,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.24103123,-0.43340325355529785,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.8071544,-0.7622842788696289,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.6415167,-0.7089136838912964,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.6873381,-1.0586278438568115,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.6119834,-0.6435515880584717,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,7.18104,-2.2061994075775146,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.34302002,-0.938948392868042,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.012190967,-0.3294951915740967,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.513168,-0.3555922508239746,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.407945,-0.23845338821411133,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.3523556,-0.4295305013656616,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.363162,-1.529832363128662,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.2964216,-1.4915552139282227,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.26945314,-0.892916202545166,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.6942183,0.28915494680404663,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.54370445,-0.40460050106048584,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3035307,-2.879871368408203,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.4451483,-0.25218141078948975,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.059181,-2.949211597442627,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,16.230797,-13.031989097595215,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.19292009,0.07496434450149536,True
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,3.0221362,-0.8996080160140991,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.0222607,-3.543674945831299,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.64103925,-0.034799814224243164,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.4156035,-0.38485419750213623,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.20417891,-1.022186040878296,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,5.330912,-1.2404932975769043,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.21259198,-0.10323774814605713,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,3.4697614,-1.692302942276001,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.23658791,-0.1443723440170288,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.3200911,-0.4611246585845947,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.484384,0.5436836779117584,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.3294189,0.765018567442894,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.63401943,-0.09693551063537598,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.20132114,-0.21113669872283936,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.053335413,-2.5713865756988525,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,2.5010726,0.4435456395149231,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.75662345,-0.7015582323074341,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.8560275,-0.7886511087417603,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.74580026,-0.37147676944732666,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.17786579,-0.6107792854309082,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.40832442,-0.2773873805999756,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.014738972,-0.2509279251098633,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.054017056,-1.541548490524292,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.5636663,-0.08292746543884277,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.9782789,-0.2921098470687866,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.9175686,-1.0198640823364258,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.09265635,-0.027922749519348145,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5474613,-1.3288028240203857,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,12.276234,-3.0198779106140137,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.6644131,-1.147075891494751,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.117551275,-0.5013821125030518,False
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.7663155,-0.49728477001190186,False
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.51476437,-0.42326879501342773,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.05766355,-3.124537944793701,False
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,1.3067737,-1.6360459327697754,False
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,1.3155935,-0.374605655670166,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.30219913,0.6018664836883545,True
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.36080608,-0.14326977729797363,False
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.36673215,-0.7209147214889526,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,2.0209823,-0.055013418197631836,False
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.16077521,-1.475020170211792,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.024169339,-4.839520454406738,False
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.21441467,-0.40095698833465576,False
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,0.6106309,0.5335485637187958,True
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.396184,0.22344833612442017,True
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.23741837,-0.7504152059555054,False
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.47236973,-0.4992786645889282,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,0.9017061,-0.47207212448120117,False
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.38542935,0.3540651798248291,True
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.4731803,-0.11050879955291748,False
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.32949117,-0.2992750406265259,False
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.4528867,-0.5944825410842896,False
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,8.002501,-1.21816086769104,False
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,4.405044,-2.800506353378296,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,2.0163426,0.8338499665260315,True
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.41672686,-0.35401666164398193,False
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,1.3604512,-2.9487860202789307,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.088007435,-0.10139048099517822,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,1.9908972,-2.3737237453460693,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.009399976,-1.5211622714996338,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.34615228,-0.44507431983947754,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.12690145,0.034013569355010986,True
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.19841078,0.01664447784423828,True
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,7.896428,0.25587886571884155,True
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,1.585664,0.15510207414627075,True
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.5415815,0.8132673352956772,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.29200184,-0.10779058933258057,False
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.022947932,0.0760122537612915,True
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.39798054,0.37303125858306885,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.5769088,-0.29745543003082275,False
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,1.3277929,-0.14332282543182373,False
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.08703102,-1.4206840991973877,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.39251757,-0.39943814277648926,False
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,4.8868794,-1.2244770526885986,False
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,2.4905462,-3.862208366394043,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.04400467,-0.0058182477951049805,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.55864173,0.42710620164871216,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,0.482206,0.02400040626525879,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.05416412,-0.012052536010742188,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.47496367,-0.5336766242980957,False
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,4.9012465,-5.417459964752197,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.25535548,-0.26445484161376953,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.06412965,0.06392455101013184,True
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,2.4155388,0.004169881343841553,False
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,1.2792577,-0.4973883628845215,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.0080458,-4.9721293449401855,False
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,0.87428457,0.017067134380340576,True
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.1682908,-0.5853933095932007,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,1.9201915,-2.375953197479248,False
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.6385103,-0.23893845081329346,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.12711512,0.007456541061401367,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,0.0133,0.03347795,0.15567439794540405,True
Odr4,ENSMUSG00000006010,1,150393080,150361305,-,0.0275,0.47841415,-0.7888967990875244,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0426,1.2385468,-1.1476824283599854,False
Rnf2,ENSMUSG00000026484,1,151500955,151458004,-,0.0044,4.08436,-3.125250816345215,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,-0.0181,2.2586014,0.2220555543899536,True
Tsen15,ENSMUSG00000014980,1,152386688,152370735,-,0.0648,0.25347847,-0.3541053533554077,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,-0.0351,3.0807674,-2.433915138244629,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0098,2.8723536,-0.3222614526748657,False
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.1253,0.58890426,0.1921555995941162,True
Cacna1e,ENSMUSG00000004110,1,154884501,154390731,-,-0.0145,12.6886835,0.9272611886262894,True
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0649,3.731084,-4.020644187927246,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.0365,0.48478115,-0.8486988544464111,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0861,1.2213656,-0.36211633682250977,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,-0.0217,1.092502,-1.488647222518921,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,0.0121,0.44449338,-0.48434972763061523,False
Tor3a,ENSMUSG00000060519,1,156674356,156653617,-,-0.0162,1.7726476,-0.20386910438537598,False
Fam20b,ENSMUSG00000033557,1,156719086,156678532,-,0.0026,0.8856032,-0.4604440927505493,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0577,2.9760406,-0.314156174659729,False
Rasal2,ENSMUSG00000070565,1,157412595,157135182,-,0.0401,2.9142709,-0.4571167230606079,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.3057,0.03558309,0.22191011905670166,True
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.098,7.8812413,-1.1063807010650635,False
Zbtb37,ENSMUSG00000043467,1,161034849,161002922,-,-0.0742,0.21485068,-0.29785430431365967,False
Dars2,ENSMUSG00000026709,1,161070658,161040601,-,0.1329,0.55573744,-0.47393298149108887,False
Klhl20,ENSMUSG00000026705,1,161131511,161088375,-,-0.0361,0.4943065,-0.5678058862686157,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0375,0.1410551,-1.2321105003356934,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,-0.0855,0.53734416,0.46395552158355713,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0777,2.697397,-1.5808110237121582,False
Dnm3,ENSMUSG00000040265,1,162478034,161982453,-,0.033,3.35069,-0.20795178413391113,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0631,0.6209307,-0.24801170825958252,False
Gorab,ENSMUSG00000040124,1,163403669,163384908,-,0.002,0.7619305,-0.46325385570526123,False
BC055324,ENSMUSG00000041406,1,163994796,163945993,-,0.0465,1.1081795,0.4162517189979553,True
Blzf1,ENSMUSG00000026577,1,164307489,164289800,-,-0.0005,1.2466023,-0.5894514322280884,False
Atp1b1,ENSMUSG00000026576,1,164458355,164437109,-,-0.1274,0.15464821,0.49169737100601196,True
Xcl1,ENSMUSG00000026573,1,164935527,164931644,-,-0.0113,0.012644334,0.03900021314620972,True
Sft2d2,ENSMUSG00000040848,1,165194438,165174337,-,0.0111,0.37206098,-0.6007990837097168,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.073,0.7547375,-1.5262641906738281,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0557,3.8977728,-1.009720802307129,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.006,0.724062,-0.1781749725341797,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.045,4.673376,-2.2544748783111572,False
Pogk,ENSMUSG00000040596,1,166409863,166384622,-,-0.0206,2.2176623,-0.838794469833374,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.1692,0.94192696,0.37006205320358276,True
Mgst3,ENSMUSG00000026688,1,167393841,167371966,-,0.056,0.05263539,-2.062758207321167,False
Pbx1,ENSMUSG00000052534,1,168432270,168119364,-,0.0112,33.365044,0.5465968549251556,True
Nuf2,ENSMUSG00000026683,1,169531464,169497934,-,0.2757,0.22091053,0.6695902049541473,True
Hsd17b7,ENSMUSG00000026675,1,169969241,169949535,-,0.0106,0.8760174,-0.4526824951171875,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.1021,0.87779456,-0.03366851806640625,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0252,0.33579293,-0.632206916809082,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0034,5.0362897,-1.3231332302093506,False
Dusp12,ENSMUSG00000026659,1,170885540,170873498,-,0.0272,0.7191166,-0.3780794143676758,False
Fcrla,ENSMUSG00000038421,1,170927583,170917576,-,-0.0332,2.0243077,-1.2519724369049072,False
Fcgr2b,ENSMUSG00000026656,1,170976547,170958617,-,-0.0851,0.19872582,0.5007088780403137,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.113,0.1521168,-0.7065620422363281,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0376,0.023314571,0.6239214539527893,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.1838,0.043103963,-1.141228199005127,False
Usp21,ENSMUSG00000053483,1,171287991,171281945,-,-0.0292,0.3527632,-0.37521159648895264,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1682,0.17010356,-0.9423912763595581,False
Ly9,ENSMUSG00000004707,1,171607410,171588624,-,-0.0381,0.09180758,-2.3749823570251465,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0004,1.2332053,-1.1335790157318115,False
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0125,0.85547113,-0.9106771945953369,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.0488,0.45988172,-0.08068060874938965,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.14,0.29592285,0.47487396001815796,True
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.1299,0.30357915,0.4640354514122009,True
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.1621,0.66338694,0.7518920600414276,True
Ifi207,ENSMUSG00000073490,1,173741747,173723427,-,-0.0174,1.5666595,0.9386255517601967,True
Ifi204,ENSMUSG00000073489,1,173766943,173747293,-,-0.017,0.095054425,0.5817548632621765,True
Mndal,ENSMUSG00000090272,1,173880881,173849126,-,-0.0626,0.8529361,0.5842834413051605,True
Ifi211,ENSMUSG00000026536,1,173913046,173896345,-,0.0448,0.55809885,0.28574973344802856,True
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.1247,0.12410651,0.08516144752502441,True
Ifi205,ENSMUSG00000054203,1,174031810,174011998,-,-0.0059,0.19267687,0.7449833750724792,True
Fh1,ENSMUSG00000026526,1,175625635,175600374,-,0.1929,0.08980928,-0.6643862724304199,False
Cep170,ENSMUSG00000057335,1,176814067,176733653,-,0.018,1.3261333,-0.5435515642166138,False
Akt3,ENSMUSG00000019699,1,177258203,177020073,-,-0.0476,12.297127,-2.752211332321167,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.1211,0.8220347,-0.40803468227386475,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.3146,0.38937044,0.672886073589325,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0447,14.793068,-0.32460904121398926,False
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0042,1.848217,-0.751982569694519,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0283,1.6209942,-1.8125262260437012,False
Coq8a,ENSMUSG00000026489,1,180199602,180165238,-,-0.0404,0.49041846,-0.9423686265945435,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,0.0071,0.22601062,-0.26362156867980957,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.1227,0.20305604,-1.061647891998291,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,0.0139,0.7885082,-0.49466466903686523,False
Wdr26,ENSMUSG00000038733,1,181212001,181173228,-,-0.08,0.81031716,-0.12413394451141357,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,0.1492,0.12619786,-0.23772907257080078,False
Degs1,ENSMUSG00000038633,1,182282804,182275772,-,0.0643,0.06973598,-1.8371920585632324,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0334,1.0990459,-0.5231935977935791,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.0463,0.49640256,-0.2959127426147461,False
Disp1,ENSMUSG00000030768,1,183221522,183086266,-,-0.0278,2.4441159,-1.3152658939361572,False
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.0228,0.70558685,-0.67128586769104,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.0814,0.7027526,-1.0127050876617432,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,0.0316,0.10207071,-3.999216079711914,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,0.0217,0.67163146,-0.5536786317825317,False
Rrp15,ENSMUSG00000001305,1,186749358,186720978,-,0.0713,0.17178191,0.19001173973083496,True
Kctd3,ENSMUSG00000026608,1,189007841,188971095,-,-0.0055,0.86752284,-0.6451365947723389,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.1974,0.06988832,0.8136497139930725,True
Smyd2,ENSMUSG00000026603,1,189922363,189880492,-,0.0943,0.18185511,0.3279878497123718,True
Flvcr1,ENSMUSG00000066595,1,191026158,191005847,-,-0.0064,1.1322641,-0.8152780532836914,False
Tatdn3,ENSMUSG00000026632,1,191062932,191045826,-,0.0226,0.2862363,-0.15037918090820312,False
Atf3,ENSMUSG00000026628,1,191218039,191170296,-,-0.0184,1.1093322,0.8259830325841904,True
Nenf,ENSMUSG00000037499,1,191318194,191306789,-,0.0819,0.12436866,-0.8471214771270752,False
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,-0.0256,1.1543443,-0.9404776096343994,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.1749,2.6160002,0.7948593199253082,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0138,1.4432226,-1.3764874935150146,False
Rcor3,ENSMUSG00000037395,1,192138062,192098546,-,-0.0359,0.24157713,-0.33785390853881836,False
Utp25,ENSMUSG00000016181,1,193130272,193091104,-,0.0153,1.1208198,-0.7984356880187988,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0704,0.97869915,-0.5110118389129639,False
