,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,-0.0226,0.3105838,-2.778702735900879,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.0816,0.027727505,-0.4953364133834839,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,0.0146,0.99772716,-0.7067326307296753,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1966,1.0433607,-0.16492879390716553,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0326,0.3487035,-0.7375421524047852,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.047,1.2831755,-0.8754407167434692,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.0363,0.83220714,-0.894227147102356,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0449,4.866365,-3.873612880706787,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,-0.0297,0.85761064,-0.5219272375106812,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0789,1.8907605,-0.510143518447876,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0549,0.5803632,-0.8005409240722656,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1166,0.50382185,0.2920389771461487,True
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.1336,0.14849408,-0.26989030838012695,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,0.0107,0.64873767,-0.5685445070266724,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0629,3.2604184,-0.6532413959503174,False
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1681,0.716027,0.517212837934494,True
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,-0.0056,3.011727,-0.10797274112701416,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0735,0.19950634,-0.45514118671417236,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0841,1.9098514,-5.136473655700684,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0989,2.31609,-1.2912836074829102,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0398,2.1290205,-1.0582339763641357,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,-0.0703,0.8535369,-0.5862534046173096,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0294,9.876199,-6.053373336791992,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0388,1.903747,-1.132608413696289,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.0453,0.1072974,-1.941605806350708,False
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0118,1.2659874,-0.006114602088928223,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.1617,0.06151108,-0.30971992015838623,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0349,0.3810339,0.2363816499710083,True
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.0182,0.25034598,-2.3162667751312256,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0974,0.82952404,-0.433663010597229,False
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.136,0.14197,-1.371932029724121,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.1506,0.041268144,-5.665221691131592,False
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.1264,0.616047,-0.5832911729812622,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.108,0.6042247,0.3811820149421692,True
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0484,2.0907245,-0.6041768789291382,False
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,0.0048,0.08436559,-1.045558214187622,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.1678,2.2891812,0.8658615201711655,True
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,0.0098,1.1605859,-0.4361598491668701,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.0815,0.077771045,-1.685955286026001,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0116,1.8280464,-1.2842552661895752,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3449,0.010561746,-1.363783359527588,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0603,0.6842737,-0.6487982273101807,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,-0.0634,0.20541261,-0.6080886125564575,False
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2374,0.099741586,-1.0778558254241943,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.1472,9.401538,0.6388803124427795,True
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.2142,0.22587386,0.6175917088985443,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.0592,0.4729181,-2.394284725189209,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1023,0.5325137,0.4811716675758362,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0272,1.5261586,-1.0622634887695312,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.0965,0.69286907,-0.2821469306945801,False
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0002,7.1192756,-0.16992104053497314,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.2839,0.066191286,-0.851080060005188,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0507,1.015601,0.3409903049468994,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0137,1.9315125,0.663666307926178,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.1868,0.09508335,-2.586886405944824,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.039,0.4822128,-0.2637096643447876,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.082,0.17272788,-0.26358354091644287,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.0846,0.16478069,-4.524960517883301,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0302,1.7518048,-0.46276307106018066,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.225,1.0221466,0.09454673528671265,True
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,0.0189,1.764073,-0.3920334577560425,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,0.0058,1.3021097,-1.5615060329437256,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0466,0.2690276,-0.3596440553665161,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,-0.0152,0.14376827,-0.7469582557678223,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0351,0.9167158,-0.5788540840148926,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,0.0238,15.413048,-0.05823945999145508,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,0.0186,1.8868328,-2.074479103088379,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0635,2.0895367,0.10187935829162598,True
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.0469,0.35559395,-0.3977630138397217,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0426,4.3630743,-1.6220030784606934,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.036,0.4397589,-0.7238287925720215,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0327,1.4489224,-0.3967294692993164,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,0.0221,1.2767547,-1.155454158782959,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,-0.0617,0.42509773,-0.4839514493942261,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0465,3.1194289,-0.7154241800308228,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.106,0.03837783,-2.961146593093872,False
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.0056,13.98687,-0.6003882884979248,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0021,0.06599904,-3.086117744445801,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,0.0144,0.7324369,0.38751155138015747,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0434,2.2458787,-0.553189754486084,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0865,0.7684219,-1.4854004383087158,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.043,0.55875564,-1.7883367538452148,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0213,3.1091425,-2.1043853759765625,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.0416,0.41074604,-0.7109659910202026,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.0102,5.2905416,-1.4266326427459717,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.152,0.5151774,-0.24663567543029785,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.0259,0.54897386,-0.07416749000549316,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0421,0.3919298,-0.6847395896911621,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0586,5.630166,0.47310829162597656,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.0899,0.13712306,-1.7671473026275635,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0315,0.018815203,0.5442017018795013,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.0827,0.051591445,-2.617326259613037,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1585,0.14385836,-1.396425485610962,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0108,0.77303743,0.36074352264404297,True
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0429,0.75113565,-0.8657711744308472,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.025,0.3270871,-0.4091097116470337,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.0171,0.24781077,-0.08985042572021484,False
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.0313,0.37059152,-0.6941421031951904,False
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.089,1.1577358,-0.14315271377563477,False
Mndal,ENSMUSG00000090272,1,173942491,173849126,-,-0.0421,1.3282536,0.2947026491165161,True
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.0633,0.21759486,-0.6153978109359741,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.0913,0.4327396,-0.4254770278930664,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.0374,0.86226946,-0.11603820323944092,False
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0494,8.94809,-0.11969363689422607,False
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0253,1.0529888,-0.5165544748306274,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0363,1.5339779,-0.925104022026062,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,-0.0396,0.17954499,-0.27795612812042236,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.2073,0.096310176,-3.137385845184326,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,-0.0015,0.8384772,-0.46257197856903076,False
Wdr26,ENSMUSG00000038733,1,181211552,181173228,-,-0.0397,0.6610729,-0.15540552139282227,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,-0.0662,0.055080287,-0.07477045059204102,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0143,1.3063362,-0.5181427001953125,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.1166,0.35790882,-0.2630429267883301,False
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.035,0.55741334,-0.804564356803894,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.1035,0.8519832,-0.6249722242355347,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,-0.0462,0.09175552,-1.3620798587799072,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,-0.0118,0.6989985,-0.518688440322876,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.2166,0.056494486,0.6815995573997498,True
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,0.0041,0.86378825,-1.15631103515625,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.0141,1.2414528,0.7260406017303467,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0072,3.9869156,-3.0565266609191895,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0851,1.3070265,-1.3717072010040283,False
Hsd11b1,ENSMUSG00000016194,1,193264075,193221634,-,-0.1158,0.4546046,-0.64681077003479,False
Cr1l,ENSMUSG00000016481,1,195131586,195097382,-,-0.1201,0.33657587,-1.269883394241333,False
Tcea1,ENSMUSG00000033813,1,4897909,4857814,+,0.0878,0.42171255,-0.6364226341247559,False
Atp6v1h,ENSMUSG00000033793,1,5162529,5070018,+,0.0176,0.6813574,-0.9785752296447754,False
Rb1cc1,ENSMUSG00000025907,1,6276648,6206197,+,-0.0866,0.87742454,-1.1178922653198242,False
Pcmtd1,ENSMUSG00000051285,1,7173628,7088920,+,-0.0397,1.930016,-0.606195330619812,False
Sgk3,ENSMUSG00000025915,1,9900845,9798107,+,-0.0395,1.6182206,-0.3290923833847046,False
Cspp1,ENSMUSG00000056763,1,10136768,10037987,+,-0.0096,1.5587939,-1.0515811443328857,False
Terf1,ENSMUSG00000025925,1,15844052,15805646,+,0.0262,1.106619,-0.2404637336730957,False
Lmbrd1,ENSMUSG00000073725,1,24766301,24678630,+,-0.0818,0.6401716,-0.8948713541030884,False
Ptpn18,ENSMUSG00000026126,1,34475733,34459762,+,-0.0367,0.048971538,-3.3804311752319336,False
Plekhb2,ENSMUSG00000026123,1,34879580,34849976,+,-0.0282,2.437993,-0.048370957374572754,False
Cox5b,ENSMUSG00000061518,1,36693681,36691449,+,0.4828,0.024709966,-1.0360875129699707,False
Zap70,ENSMUSG00000026117,1,36782818,36761798,+,0.03,0.19251324,-0.19974374771118164,False
Inpp4a,ENSMUSG00000026113,1,37410736,37299865,+,0.0001,1.4985743,-0.5800503492355347,False
Mrpl30,ENSMUSG00000026087,1,37898535,37890477,+,0.0158,0.043927025,-4.097445964813232,False
Eif5b,ENSMUSG00000026083,1,38055579,37998010,+,-0.0764,0.25566918,-2.022900342941284,False
Rpl31,ENSMUSG00000073702,1,39371911,39367842,+,-0.0072,0.006591075,-3.6631031036376953,False
Cnot11,ENSMUSG00000003135,1,39546889,39534992,+,0.0231,1.8469371,-0.34136855602264404,False
Map4k4,ENSMUSG00000026074,1,40026310,39900913,+,-0.0875,2.6873803,-1.1445248126983643,False
Il18r1,ENSMUSG00000026070,1,40500854,40465552,+,-0.0608,5.1974974,0.7526329606771469,True
Il18rap,ENSMUSG00000026068,1,40551705,40515362,+,0.0271,1.3667079,0.8020948022603989,True
Mrps9,ENSMUSG00000060679,1,42905683,42851233,+,0.0591,0.24655885,-1.5960586071014404,False
Nck2,ENSMUSG00000066877,1,43570515,43444579,+,-0.0036,6.170292,-3.2049131393432617,False
Tpp2,ENSMUSG00000041763,1,44003000,43933647,+,0.0819,1.113493,-0.9222687482833862,False
Wdr75,ENSMUSG00000025995,1,45823619,45795166,+,-0.0084,0.5484186,-0.43494999408721924,False
Stat4,ENSMUSG00000062939,1,52107189,51987148,+,0.045,2.6671631,-0.1327129602432251,False
Stat1,ENSMUSG00000026104,1,52161865,52119440,+,-0.1284,1.6316478,0.5858459770679474,True
Nemp2,ENSMUSG00000043015,1,52651919,52630703,+,-0.0169,0.81312895,-0.5224443674087524,False
Hibch,ENSMUSG00000041426,1,52920986,52844929,+,0.0063,0.9955148,-0.7612049579620361,False
Coq10b,ENSMUSG00000025981,1,55072702,55052770,+,0.0951,1.4664596,-2.1127381324768066,False
Hspe1,ENSMUSG00000073676,1,55091307,55088132,+,0.0284,0.010670137,-1.3617515563964844,False
Mob4,ENSMUSG00000025979,1,55154899,55131231,+,0.0348,0.8425321,-0.605304479598999,False
Sgo2a,ENSMUSG00000026039,1,58025899,57995971,+,0.1746,0.1252072,0.12364113330841064,True
Bzw1,ENSMUSG00000051223,1,58407353,58392898,+,0.1225,0.22999936,-0.46395277976989746,False
Ndufb3,ENSMUSG00000026032,1,58595964,58586384,+,0.0991,0.022018805,-1.0464258193969727,False
Cflar,ENSMUSG00000026031,1,58758884,58711508,+,-0.063,1.4455802,-1.3236565589904785,False
Casp8,ENSMUSG00000026029,1,58847503,58795374,+,0.0102,0.55660534,-2.746983289718628,False
Nop58,ENSMUSG00000026020,1,59719044,59684971,+,0.0725,0.49419534,0.22048163414001465,True
Fam117b,ENSMUSG00000041040,1,59985346,59913006,+,0.0342,3.6738582,-1.5887134075164795,False
Nbeal1,ENSMUSG00000073664,1,60338328,60180599,+,-0.0678,1.2341185,-0.19525015354156494,False
Cyp20a1,ENSMUSG00000049439,1,60388060,60343323,+,-0.0004,0.51947194,-0.8701179027557373,False
Cd28,ENSMUSG00000026012,1,60773359,60716800,+,-0.1639,0.3751417,0.1722005009651184,True
Ctla4,ENSMUSG00000026011,1,60915832,60887000,+,-0.0513,3.8123434,0.3830868601799011,True
Icos,ENSMUSG00000026009,1,61000320,60977927,+,-0.0378,1.1160257,0.3998504877090454,True
Eef1b2,ENSMUSG00000025967,1,63180486,63176825,+,-0.0456,0.020398997,-1.822274923324585,False
Creb1,ENSMUSG00000025958,1,64604548,64532645,+,-0.0328,0.78017807,-0.19898951053619385,False
Rpe,ENSMUSG00000026005,1,66719805,66700831,+,0.0845,0.1032364,-0.23624074459075928,False
Xrcc5,ENSMUSG00000026187,1,72394952,72307421,+,-0.0417,1.2603995,-0.7043179273605347,False
Rpl37a,ENSMUSG00000046330,1,72713813,72711290,+,-0.1578,0.0076421816,-0.14712238311767578,False
Arpc2,ENSMUSG00000006304,1,74268209,74236084,+,0.3953,0.12570979,-1.489170789718628,False
Cnot9,ENSMUSG00000026174,1,74530842,74506058,+,-0.0042,0.533634,-0.035219550132751465,False
Stk16,ENSMUSG00000026201,1,75215606,75210838,+,0.0741,0.5856662,-1.377164363861084,False
Mff,ENSMUSG00000026150,1,82752394,82724890,+,0.0633,0.23734088,-1.7852740287780762,False
Agfg1,ENSMUSG00000026159,1,82901182,82839483,+,-0.0408,1.0544646,0.0021181702613830566,False
Sp140,ENSMUSG00000070031,1,85645037,85600378,+,0.049,0.3753842,-1.1960537433624268,False
Sp100,ENSMUSG00000026222,1,85709998,85649988,+,-0.0046,1.110775,-0.2526974678039551,False
Cab39,ENSMUSG00000036707,1,85851576,85793441,+,0.0296,0.9625805,-0.8268574476242065,False
Psmd1,ENSMUSG00000026229,1,86139151,86064387,+,0.1362,0.51989007,-0.04714846611022949,False
Ptma,ENSMUSG00000026238,1,86530712,86526726,+,0.596,0.008151231,-0.06743884086608887,False
Dis3l2,ENSMUSG00000053333,1,87050095,86703808,+,0.0385,9.7132635,-1.0718715190887451,False
Eif4e2,ENSMUSG00000026254,1,87240488,87213914,+,0.1428,0.22012652,-1.5590882301330566,False
Gigyf2,ENSMUSG00000048000,1,87450796,87326998,+,-0.0365,2.544618,-0.8486809730529785,False
Inpp5d,ENSMUSG00000026288,1,87720507,87620312,+,-0.0308,3.8672695,-1.4525537490844727,False
Atg16l1,ENSMUSG00000026289,1,87792428,87755870,+,-0.0177,1.4850185,-3.73543119430542,False
Dgkd,ENSMUSG00000070738,1,87945180,87853287,+,-0.0241,2.7595887,-3.9628701210021973,False
Cops8,ENSMUSG00000034432,1,90613341,90602981,+,-0.0388,1.3865333,-0.798699140548706,False
Lrrfip1,ENSMUSG00000026305,1,91128944,90998737,+,0.0082,2.4501774,-1.6147408485412598,False
Ramp1,ENSMUSG00000034353,1,91225196,91179822,+,-0.1866,0.02337867,0.011493325233459473,True
Ube2f,ENSMUSG00000034343,1,91290337,91250304,+,0.0209,0.32662383,-0.526343822479248,False
Ppp1r7,ENSMUSG00000026275,1,93373489,93342854,+,0.0763,0.5331401,-1.2045624256134033,False
Atg4b,ENSMUSG00000026280,1,93790610,93751500,+,-0.0418,0.548384,-0.7356507778167725,False
2310035C23Rik,ENSMUSG00000026319,1,105755191,105663861,+,-0.0174,2.1710641,-1.8694794178009033,False
Nifk,ENSMUSG00000026377,1,118333822,118321839,+,0.0118,0.21922213,-0.4940451383590698,False
Clasp1,ENSMUSG00000064302,1,118612678,118389058,+,-0.0092,3.6638474,-1.506005048751831,False
Mgat5,ENSMUSG00000036155,1,127488336,127205015,+,-0.0439,5.779029,-2.135667324066162,False
Ccnt2,ENSMUSG00000026349,1,127808061,127774164,+,-0.0887,1.0416081,-0.7792205810546875,False
Rab3gap1,ENSMUSG00000036104,1,127943868,127868773,+,-0.0209,2.6345866,-1.334364891052246,False
R3hdm1,ENSMUSG00000056211,1,128237736,128103301,+,-0.021,1.9239426,-2.5352795124053955,False
Ubxn4,ENSMUSG00000026353,1,128279378,128243964,+,-0.0217,0.66438204,-1.8219377994537354,False
Eif2d,ENSMUSG00000026427,1,131187658,131153181,+,0.0993,1.3196111,-1.7458465099334717,False
Ctse,ENSMUSG00000004552,1,131675505,131638306,+,-0.0463,10.657296,-3.850090503692627,False
Nucks1,ENSMUSG00000026434,1,131936321,131910534,+,0.2614,0.027499156,-0.6480417251586914,False
Elk4,ENSMUSG00000026436,1,132032612,132007607,+,-0.1027,0.58166474,-0.3744271993637085,False
Chit1,ENSMUSG00000026450,1,134151540,134111242,+,-0.0192,1.9374334,0.03126341104507446,True
Adipor1,ENSMUSG00000026457,1,134433351,134415378,+,0.072,0.26236084,-1.4741389751434326,False
Klhl12,ENSMUSG00000026455,1,134491018,134455531,+,-0.0089,2.0423145,-1.5088188648223877,False
Rabif,ENSMUSG00000042229,1,134508774,134494648,+,0.0124,1.6747005,-0.8579616546630859,False
Kdm5b,ENSMUSG00000042207,1,134635285,134560171,+,-0.068,1.504519,-0.11196362972259521,False
Ptpn7,ENSMUSG00000031506,1,135145317,135132700,+,0.0765,0.15112312,-1.6141407489776611,False
Arl8a,ENSMUSG00000026426,1,135156269,135146824,+,-0.0147,0.49818832,-2.584002733230591,False
Csrp1,ENSMUSG00000026421,1,135752232,135720061,+,0.1853,0.24604566,-0.13888776302337646,False
Kif21b,ENSMUSG00000041642,1,136177998,136131389,+,-0.0732,0.55924004,-0.6282871961593628,False
Kif14,ENSMUSG00000041498,1,136531511,136466343,+,0.0559,0.69251484,0.6555064916610718,True
Gm19705,ENSMUSG00000097113,1,136690804,136670769,+,-0.0957,0.48465034,0.14331555366516113,True
Dennd1b,ENSMUSG00000056268,1,139178960,138963435,+,-0.018,3.6126342,-2.620007276535034,False
Glrx2,ENSMUSG00000018196,1,143749676,143716338,+,0.0578,0.1110757,-1.7448725700378418,False
Uchl5,ENSMUSG00000018189,1,143807466,143777272,+,0.0911,0.43066743,-0.5909390449523926,False
Tpr,ENSMUSG00000006005,1,150449935,150392838,+,-0.03,0.3286936,-1.4188165664672852,False
Trmt1l,ENSMUSG00000053286,1,151458161,151428542,+,-0.0355,0.94248146,-0.21609389781951904,False
Fam129a,ENSMUSG00000026483,1,151721939,151571186,+,0.0706,1.0166028,0.6624919176101685,True
Arpc5,ENSMUSG00000008475,1,152775597,152766542,+,0.3529,0.031560067,-1.2497048377990723,False
Rnasel,ENSMUSG00000066800,1,153764221,153749426,+,-0.0475,0.6143492,-0.7871809005737305,False
Glul,ENSMUSG00000026473,1,153909723,153899944,+,-0.0299,0.3732841,-1.373946189880371,False
Acbd6,ENSMUSG00000033701,1,155691330,155558120,+,0.0611,0.47488505,-0.5328199863433838,False
Tor1aip2,ENSMUSG00000050565,1,156068861,156035403,+,-0.093,3.0148027,-1.6289143562316895,False
Abl2,ENSMUSG00000026596,1,156649568,156558786,+,-0.0595,5.43054,-0.5484800338745117,False
Cop1,ENSMUSG00000040782,1,159347640,159232320,+,-0.0332,1.5271996,-1.2687747478485107,False
4930523C07Rik,ENSMUSG00000090394,1,160080208,160044382,+,-0.1269,0.9958364,-1.3308541774749756,False
