UniqueCount	AmbigCount
1	342
9	0
9	1115
0	652
0	609
0	652
0	609
0	651
0	609
0	6
0	0
0	0
0	652
0	0
71	939
3	987
0	943
0	503
0	317
12	73
3	257
18	69
0	164
0	311
31	1056
0	497
155	1638
9	1630
0	1472
5	56
0	61
2	1
0	3
0	59
0	0
1	28
0	0
0	0
7521	6562
0	6562
5151	69
1833	8404
16	8404
9168	7383
73	47
1	38
0	29
182	47
68	0
0	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
4	1
11	0
0	0
1	5
1	5
0	0
0	0
0	16
4	16
0	17
1	17
0	0
0	0
0	4
1	4
3	2
0	2
127	713
68	713
94	0
0	6
0	6
0	0
2	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	3
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	3
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	2
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	1
0	0
0	0
0	0
0	1
0	0
1	0
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	5
1	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
14	0
12	0
11	0
9	0
13	0
19	0
21	0
16	0
24	0
20	0
18	0
24	0
30	0
23	0
25	0
32	0
22	0
20	0
23	0
11	0
22	0
17	0
13	0
44	0
4	0
16	0
35	0
27	0
89	0
75	0
0	32
3	32
31	0
0	11
4	11
24	0
20	0
15	0
6	0
3	19
0	19
4	117
0	117
13	0
16	0
16	0
28	0
24	0
23	0
8	0
13	0
16	0
19	0
27	0
22	0
16	0
156	0
109	0
0	60
33	60
42	0
52	0
53	0
20	31
0	31
63	0
21	0
24	0
60	0
22	0
40	0
0	0
0	0
1	0
3	0
5854	10
28	0
1518	36
879	485
2	148
6	1133
10	26831
34	6303
367	0
0	15246
43466	40047
1166	8
6368	0
1	0
0	0
0	1
0	6
4	63
0	0
0	0
4	0
0	0
0	149
13	3400
0	0
9	35
0	0
1	0
58	2097
1	0
0	167
0	0
0	1
0	2
0	0
0	0
0	1
0	0
0	0
14	110
176	6489
0	17
7	11
0	0
398	8
5	215
0	0
0	0
0	0
67	711
25	711
3	0
0	0
0	0
6	5
72	2165
0	5
0	0
0	1
1	8
1249	5787
0	0
0	0
2	0
31	2221
0	20
0	15
0	0
0	7
0	0
0	0
281	0
0	0
0	0
0	0
0	0
564	0
0	0
45	1066
0	0
0	0
18	5608
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
93	0
0	226
39	2300
0	4040
5	13
0	19
0	2
2	0
0	0
0	0
7	25
0	0
0	0
0	0
1481	0
1	20
0	0
0	1
9	0
5	2112
0	0
0	43
18	0
0	0
0	0
1	0
3	681
0	0
0	0
0	0
0	0
19	1308
0	0
0	0
0	1
0	0
0	729
0	14
0	0
0	2260
0	0
0	0
0	0
0	0
0	0
3	17
0	0
0	0
0	0
0	0
2	11
0	0
0	0
0	0
35	2260
0	0
1	3
0	0
4	15
45	6545
21	1301
8	1877
59	1990
1	1171
17	2800
22	4287
1	2142
18	1803
0	0
0	0
0	0
0	0
0	0
0	493
0	0
6	21
1	0
11	0
1255	0
12	0
0	4
0	0
7	6
0	0
0	0
15	0
1	62
6	0
0	0
13	81
0	81
10	0
0	0
9	4215
11	9
0	0
0	167
0	0
0	1
0	0
96	1396
0	1
30	8838
0	0
0	0
1	4
0	0
0	0
259	2
0	0
7	192
1	709
0	0
0	0
4	311
0	0
47	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
136	3417
43	3449
325	8834
0	1
0	1
0	2
5447	9639
36	219
70	275
21	377
0	179
0	373
18	928
0	123
25	616
8	161
0	0
0	0
0	0
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
0	8
6	8
9	8
15	1
0	0
0	0
0	0
0	0
0	0
0	18
14	200
0	642
0	609
2	195
0	303
5	587
1	139
1	141
6	5
63	423
0	36
17	76
4	32
0	32
0	623
12	162
0	602
0	108
0	204
0	604
58	193
0	157
26	0
31	4460
0	2508
0	4471
1	316
0	202
0	282
22	3906
73	3946
0	2744
0	2618
43	2891
6	1520
0	1565
18	46
5	59
0	1763
238	1138
1	193
19	7
902	47
258	41
0	1
0	0
0	0
0	106
6	20
0	1
17	9
0	4
0	0
0	1
79	32
907	66
0	0
0	0
0	3
0	3
0	2
0	3
0	61
0	61
0	61
0	61
108	2945
5	883
71	2297
75	2288
21	181
13	729
16	29
0	496
17	76
1	1
67	3166
0	3156
0	3011
0	1124
0	418
2	639
2	772
3	769
0	497
32	760
140	301
0	0
0	3
9	8
1	3119
3674	11852
10	4441
59	2619
69	67
2	67
0	0
0	0
1	12
0	12
0	11
0	0
0	1
5	7
12	39
0	0
0	0
0	63
928	147
0	81
35	3
0	39
5	44
0	39
2	40
1	39
0	72
681	238
1	49
0	200
6	215
89	729
34	604
0	41
11	297
3	7
0	0
0	0
0	0
0	7
19	346
0	7
0	23
0	34
0	34
0	29
0	18
0	0
0	2
0	15
0	11
0	2
0	3
13	0
0	0
37	233
0	4
17	13
0	19
3	224
1	179
3	66
0	140
0	140
0	140
0	332
0	9
5	230
0	0
7	483
0	1
0	1
0	1
0	332
0	384
77	455
4	442
0	0
0	0
0	0
4	0
0	152
0	152
0	0
0	0
1	0
0	0
0	0
35	1245
0	0
0	152
0	670
2	1163
10	200
0	3032
0	996
0	1661
0	3144
126	337
35	3068
160	2288
16	2788
12	837
199	781
1	547
7	342
67	1687
22	81
0	634
0	3166
0	3280
42	346
2	345
6	8
6	29
1	29
0	8
0	102
0	51
4	5
0	105
0	108
0	94
0	105
0	107
0	108
0	4
0	108
0	79
0	77
106	52
0	30
4	25
614	203
4	166
17	167
5	70
1212	472
0	472
0	0
0	0
0	0
0	0
6	0
25	3333
7789	3566
3	1232
0	1280
26	200
388	1223
8	75
177	285
0	33
0	240
4	42
1	79
3	79
46	50
8	60
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	1450
10	2154
14	3295
294	3091
6	3086
0	1967
68	1153
0	2329
0	0
0	0
0	713
0	124
8	518
3	753
0	753
143	17
5	7
0	7
0	0
1	323
9	316
0	243
10	252
0	323
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
19	5
31	88
0	323
9	287
0	353
0	359
0	385
0	357
93	34
2	271
2	84
0	322
0	47
6	14
0	77
5	140
1	139
0	58
0	433
7	2736
106	3355
225	1457
5	1381
23	799
2	558
0	319
56	478
583	1571
40	1570
30	50
0	0
0	0
379	1420
0	361
0	171
22	1172
0	220
19	568
34	242
12	65
43	90
6	86
2	55
0	0
0	0
0	0
0	0
100	616
0	616
1	261
0	185
0	73
4	5
77	61
0	0
0	0
0	0
24	1342
0	96
0	159
0	130
0	82
3	6
0	2
0	0
0	0
0	1
0	1
56	829
1	829
1	166
7	104
11	33
2	181
11	41
0	0
0	41
0	59
693	370
3	173
0	38
8	80
0	80
4	87
1	200
7	2
4	200
0	19
0	164
0	70
7	0
0	0
0	10
0	0
0	10
0	0
0	0
0	26
8	26
0	22
0	2
1	2
12	67
0	4
0	0
0	10
0	0
0	2
0	1
0	0
0	10
0	0
0	1
0	0
0	1
0	1
0	8
0	5
0	8
0	0
0	3
11	47
23	9
2	126
1	80
0	108
7	18
55	169
0	92
0	0
0	0
1	0
0	239
18	372
1	194
5	147
5	317
5	238
8	241
6	129
56	1217
0	34
0	19
0	182
0	218
0	175
25	175
2	183
0	102
0	0
46	330
0	0
554	1621
1	1575
5	89
33	692
1	143
0	627
45	216
21	399
3	627
0	17
2	99
0	0
0	5
5	5
0	0
0	22
0	20
6	21
0	33
0	35
0	0
0	0
0	0
0	0
0	111
0	111
0	111
0	0
0	0
0	310
0	303
12	307
0	129
0	118
15	26
0	51
0	47
9	148
9	2
0	0
0	0
0	0
3	178
4	1
1	64
0	0
0	0
0	0
0	25
2	17
3	14
297	144
2	144
55	54
12	1
0	0
0	0
0	0
343	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
507	584
12	561
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
1	6
583	616
11	54
1	609
0	189
33	6769
16	5466
112	6013
0	5495
19	5346
0	3221
0	3971
0	2236
1	58
0	55
0	53
0	58
1	27
2	4
3	27
0	12
0	7
5	0
0	0
0	1632
104	1796
9	1207
19	1100
0	684
35	1015
3	358
15	32
0	441
0	457
6	456
13	456
0	422
0	250
2	97
14	51
1	92
6	39
14	4882
0	4769
4	4513
0	4626
1	589
19	118
29	628
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	17
0	0
43	326
0	0
0	0
0	0
0	6
0	448
2	501
61	654
0	469
0	393
1	341
15	54
1	62
0	77
4	28
0	67
0	52
0	269
8	3
0	469
2	18
15	104
0	483
1	467
0	10
0	468
436	805
0	650
5	160
160	1664
1	150
171	1333
0	18
0	822
0	822
0	822
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	3
0	3
0	1
0	29
0	32
0	21
0	24
0	0
0	0
10	16
0	0
1055	616
11	61
0	555
9	6
0	1
0	1
0	1
0	1
0	0
1	44
0	0
0	0
0	0
461	5
14	5
18	646
0	0
0	0
1	164
67	2424
13	9
16	494
0	0
0	127
2053	498
3	53
4	88
34	107
1	156
4	52
0	98
3	376
0	441
157	434
0	95
0	76
0	32
0	24
0	12
0	2
0	5425
12	198
0	151
0	200
0	73
0	66
3	198
0	68
0	104
2	935
249	2032
0	699
7	685
0	835
0	0
0	0
1	3
0	1
0	1
0	0
0	0
4	149
0	183
0	183
1	161
0	29
0	0
0	29
0	0
0	0
0	1
0	0
0	1
0	2
0	30
0	2
0	1
0	29
0	0
30	400
0	0
2	441
0	683
0	670
0	737
0	708
0	650
0	666
0	341
42	480
0	150
0	226
3	134
0	180
3	72
2	72
0	71
5	29
0	664
0	493
128	916
48	1668
6	486
53	6272
1363	6709
1	749
27	1128
31	2055
5	1871
9	1676
41	385
13	379
0	78
12	0
0	0
0	0
0	2
0	3
0	3
0	751
8	404
0	757
0	0
1	115
17	221
173	579
0	139
3	294
13	187
11	183
6	406
0	93
0	44
0	0
0	1359
0	1359
0	0
155	787
0	620
5	298
4	183
3	206
0	191
1	156
6	74
0	19
37	67
0	0
0	0
0	0
0	0
340	0
13	1
16	9
0	0
0	0
0	0
0	0
271	2033
41	1834
0	0
0	0
0	17
9	353
6209	1374
36	911
92	64
4	399
3	221
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	24
6	24
3	10
4	125
0	124
0	19
0	17
0	0
11	109
0	0
0	0
0	0
0	26
0	26
0	0
0	0
0	0
0	0
0	26
14	647
0	156
0	204
35	571
0	444
8	169
13	90
0	0
0	0
0	0
0	0
0	4
0	36
0	3
0	36
5	12
0	3
2	9
0	122
0	78
0	7
1	5
0	4
0	0
0	0
59	1394
0	0
0	122
333	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	256
1129	753
0	89
1	70
11	59
0	769
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	1362
0	1463
0	1693
13	1760
0	1791
0	1754
0	175
3	180
0	175
0	175
0	175
0	175
0	53
0	53
0	53
24	50
10	1215
0	23
137	458
55	164
119	138
17	64
1	417
0	106
24	5
0	292
1771	2811
8	2811
90	79
1	220
0	58
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	909
0	891
2	792
22	859
0	1285
24	2225
2	599
7	933
28	414
19	1136
11	32
3	185
0	158
2	25
2	144
4	16
3	6
0	0
0	0
614	1531
6	212
2	0
3	571
27	597
23	529
1	499
0	9
53	99
16	230
9	33
1	82
2	23
718	90
1	77
145	194
0	0
0	0
0	0
0	0
0	2
0	1
0	1
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
102	30
0	13
0	13
0	12
0	7
392	1229
16	1047
1	382
8	515
0	510
0	427
0	235
1	426
3	100
6	195
37	2265
27	1950
1	98
13	148
18	2246
0	0
0	0
0	0
0	0
0	0
0	0
27	1619
99	587
17	1101
28	1519
30	95
18	9
0	0
0	0
27	222
0	196
0	129
0	129
0	132
0	132
0	131
0	134
0	131
0	134
0	119
3	6
3	8
0	134
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	66
0	44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	15
0	15
3	3
0	23
3	31
0	3
0	1520
0	1520
0	3
2	3
0	0
0	0
0	0
0	120
0	119
1	120
113	0
14	16
12	7
0	8
0	7
0	15
1	162
0	166
0	107
18	32
8	28
8	36
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
5	2
0	2
207	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
4967	1144
145	1140
0	248
9	135
9	226
0	21
0	0
15	28
0	13
0	217
0	0
0	0
53	188
1	41
2	30
0	10
0	63
5	9
3	32
1	85
2	4
0	28
45	564
1	38
0	42
0	12
0	1
0	1
3200	0
13	543
26	612
20	582
0	508
42	178
24	28
0	3
0	3
0	2
0	0
0	0
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
64	106
85	267
50	102
2	30
0	261
375	174
15	174
0	81
0	81
0	81
0	81
66	47
3	43
12	21
0	26
11	26
0	2741
0	2616
0	1612
365	1930
0	589
421	792
0	335
0	2747
0	2806
0	7
0	3
1	6
0	977
0	6
56	511
0	978
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
10	124
0	0
0	0
0	0
0	0
9	1242
1	1103
49	181
2	1144
3	218
57	967
0	56
4	926
67	1616
169	219
0	197
0	22
72	3
0	3
0	0
0	0
0	0
5	269
1	71
6	27
0	325
4	322
1	199
0	176
0	44
182	5056
0	1422
0	5056
0	0
56	142
0	73
10	131
13	133
2	44
86	5305
65	1673
0	473
60	124
19	583
50	3243
3	249
333	1497
3	168
87	385
35	84
0	147
52	146
12	236
26	86
45	35
4	35
65	25
5	102
9	102
408	2054
253	2466
70	470
21	311
2	352
2	146
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
116	34
0	34
175	27
0	1
0	14
0	14
1	27
0	0
0	0
262	1388
48	1388
0	0
0	0
0	890
9	1434
0	0
0	0
0	1
0	0
0	0
1	82
0	21
1	77
2	0
0	5
37	180
0	180
0	10
811	66
3	62
3	48
94	265
5	250
0	105
10	49
19	46
4	132
6	11
0	5
20	15
2	94
3	54
4	20
71	1953
15	754
0	1670
98	1439
1	1641
58	318
0	1653
0	1741
0	1772
19	47
0	251
16	140
0	228
0	222
3	218
124	338
1	83
226	992
0	125
0	0
0	28
8	253
0	226
3	19
0	0
39	501
0	236
0	184
0	420
2	31
10	246
0	36
0	36
0	36
0	0
0	1
0	1
0	0
6	5
0	0
0	1
0	1376
2	1433
0	40
0	1233
0	64
70	15
10	83
19	151
0	354
52	227
21	336
34	177
2	110
25	166
0	173
25	193
6	135
170	2396
678	2280
25	2255
0	264
0	1138
0	94
258	1670
8	330
0	205
0	363
3	80
0	472
626	1900
5	236
5	1452
290	763
1	144
137	764
83	30
0	9
2	174
16	202
54	818
0	2
0	2
0	2
0	0
0	0
0	2
0	0
0	2
0	2
0	2
0	0
0	43
0	43
40	131
1250	16228
155	604
29	15272
9	5342
0	374
32	519
25	351
41	628
1	0
5	2
1	2
0	0
1	2
0	0
0	0
0	0
24	19
3	2314
0	1174
0	20
0	22
0	109
0	43
0	19
0	5
0	1244
0	116
0	458
0	356
0	341
0	1166
1	134
0	1745
0	274
0	439
0	334
0	968
0	914
0	939
0	548
0	967
0	695
50	442
4	339
0	2024
0	2048
1	1983
0	2
0	0
0	1
0	1
0	1
0	1
0	1
0	215
0	215
0	0
0	0
0	0
0	0
0	0
6	16
0	0
0	0
0	0
0	0
0	0
0	0
0	215
0	0
2	15
0	0
0	0
0	1
206	260
0	258
9	63
7	81
9	156
0	118
2	87
14	46
0	0
238	1110
533	1453
0	233
0	1028
60	108
127	230
0	156
2	3514
191	3452
5	3074
1	2587
5	173
5	231
32	192
2	0
0	1
0	0
0	0
0	0
0	1
3	5
3	5
0	5
389	1164
74	927
5	246
11	394
4	107
0	418
0	438
12	530
0	530
55	906
0	0
0	0
0	0
21	60
0	0
0	0
1545	2125
32	1799
0	206
8	181
5	5
1	457
0	643
74	2075
11	2007
1	1353
0	228
0	303
15	287
0	12
3	32
0	0
0	0
3	12
0	2
1	351
39	556
1	236
6	574
19	276
9	130
1	229
2	57
16	76
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	391
0	383
0	386
0	82
3	13
4	42
4	47
1	4
0	219
0	6
0	220
0	223
0	8
1	4
0	1
0	7
0	3
1	2
0	5
0	1349
117	780
0	819
5	483
11	1316
0	268
59	1670
1	113
13	119
0	22
0	17
33	16
11	24
15	23
20	10
83	547
0	408
0	532
5	369
2	341
155	74
0	83
12	463
302	58
0	39
2	19
0	0
0	192
1	37
0	164
0	28
1	98
0	42
2	11
0	14
69	74
60	40
0	19
24	4326
234	4952
51	1402
30	4
0	283
2	1047
0	162
1	149
0	213
0	129
0	152
127	592
123	107
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	3
474	494
0	389
1	341
8	75
9	74
2	2
0	0
2	1072
0	1048
27	791
13	47
14	99
2	149
11	27
6	123
13	105
0	0
0	0
0	0
3	10
0	6
0	6
0	4
0	519
0	506
11	16
1	496
0	98
25	67
7	26
27	1413
0	0
0	0
29	963
218	2528
14	253
0	65
1	82
2	69
74	530
2	141
3	286
0	178
1	164
17	103
0	40
0	58
18	140
18	11
0	140
83	62
41	310
6	54
1	55
0	3
0	4
0	2
0	5
0	14
0	4
0	13
436	69
31	69
0	0
0	0
0	18
0	5
0	3
2	14
12	2456
0	2457
95	2431
85	546
1	150
6	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
77	714
0	33
0	33
4	18
0	1
1	0
2	65
4	5
0	2
0	2
0	1
0	0
0	0
0	1111
1	1126
0	0
0	0
741	0
17	627
0	0
0	0
0	0
0	0
0	0
166	601
93	1027
0	994
0	1054
0	586
4	138
0	4
0	4
0	2
0	1
0	0
22	34
0	0
0	0
0	0
0	0
0	51
316	83
0	60
0	0
0	0
18	164
0	0
0	387
0	0
0	387
0	0
0	2
0	2
11	304
22	381
0	296
9	729
0	316
1	285
24	241
2	111
5	7
4	24
0	43
0	58
0	61
93	435
3	435
0	0
0	0
0	0
0	0
0	24
0	24
0	0
2	35
0	35
0	30
1	31
0	16
0	3
0	35
1	566
1	576
10	584
79	561
0	265
41	3
53	68
0	0
0	0
0	0
814	2018
87	1659
9	2128
76	360
1146	1775
28	274
0	368
349	412
2	282
0	0
0	0
0	0
47	1088
27	1055
0	489
25	208
1	136
15	499
1	179
0	357
0	175
0	427
0	427
0	427
0	0
0	27
0	27
0	0
0	0
0	219
0	219
3	1
0	1
0	5
0	6
0	2
1	7
0	1
0	0
0	0
0	5
0	4
0	1
0	2
0	1
0	12
0	57
12	53
0	0
1	18
0	0
0	0
0	0
0	18
0	0
1	4
0	0
0	0
0	4
0	0
0	0
0	0
4	0
0	0
0	0
0	38
0	21
12	258
342	1340
0	1152
13	245
112	20
57	3
7	95
16	22
0	49
193	239
0	93
68	104
0	13
25	149
0	351
4	352
0	23
0	0
68	226
0	30
0	0
0	0
0	0
0	0
106	385
0	38
2	51
7	21
0	261
0	94
0	46
56	241
4	6
2	26
2	256
0	16
0	241
0	133
1	133
0	0
0	0
0	0
0	109
0	109
0	0
0	0
0	0
0	0
0	0
0	109
0	0
2	106
7	170
20	161
0	87
1	15
27	14
0	140
18	15
221	1375
0	8
0	716
0	220
1	274
0	845
5	219
4	164
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	147
0	51
0	303
6	1
26	14
0	155
0	56
0	65
0	117
3	20
255	608
10	28
1026	45
3	293
0	2
0	105
16	294
2	127
4	137
4	141
18	158
17	610
0	485
9	485
17	42
0	21
14	422
0	276
0	420
4193	1185
24	793
3	524
3	993
0	87
4	993
12	49
0	48
4	48
0	48
0	12
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	136
0	0
2	84
1	80
0	83
0	50
0	4
0	21
0	2
0	8
0	5
6	14
0	2
0	4
9	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
138	268
0	117
0	202
0	156
27	37
0	30
0	17
0	139
64	875
0	328
22	1
0	0
0	0
226	727
0	692
2	74
1924	302
20	301
39	836
0	802
0	270
3	187
0	215
8	151
3	38
0	29
0	9
0	5
0	10
2	7
0	0
0	28
0	4
0	0
0	0
0	3
0	3
0	3
0	3
0	0
0	4
0	1
0	0
0	188
0	142
358	1016
2	172
2	539
0	607
2	427
0	581
2	529
30	167
4	250
15	352
0	1286
89	1330
0	759
4	762
9	301
12	165
0	0
0	0
0	0
0	0
0	0
0	0
4	111
2	8
0	0
0	0
0	0
0	0
32	293
3	63
10	59
6	46
84	434
2	108
0	0
6	590
0	16
47	1280
0	10
0	0
0	0
0	0
0	0
1	261
0	38
2	57
3	86
0	22
3	7
0	0
0	0
0	0
0	0
0	0
0	0
0	267
1	257
4	198
5	154
0	124
1	152
0	82
6	87
3	77
29	55
0	48
0	44
10	47
0	0
2	0
0	0
81	752
1	343
13	26
1	51
48	150
8	18
12	209
56	893
4	0
0	0
1	817
1	851
1	933
5	616
0	406
2	92
6	253
6	192
2	124
0	41
0	0
0	0
7617	340
15	325
6	15
2	265
57	495
0	0
0	0
14	11
0	0
1	0
0	0
1034	2105
30	696
0	749
0	748
47	418
0	934
1749	356
6	356
26	7
2	408
0	0
0	0
0	0
29	914
3	834
3	216
0	98
22	66
0	295
0	295
0	162
0	162
0	0
499	78
0	299
0	140
6	70
0	299
0	260
22	3148
325	3183
7	2858
50	2640
5	126
0	3129
0	0
0	0
0	0
26	527
3	495
1	567
4	230
2	11
0	0
0	0
0	0
38	225
106	230
0	126
0	43
37	90
179	616
0	148
0	488
10	183
12	61
3	29
0	76
204	76
0	45
0	45
0	45
0	45
0	45
0	45
3	1551
0	1401
0	1407
0	1414
0	964
16	823
6	0
0	0
117	428
0	450
0	457
0	421
1	461
0	411
0	371
0	401
0	361
0	147
0	189
4	22
1	380
2	220
0	66
0	72
3	26
4	26
168	34
57	137
0	64
0	5
0	5
1	35
1	381
0	338
4	314
0	308
5	293
0	115
10	50
1	13
0	308
20	447
2	458
0	399
159	133
44	87
0	109
290	367
25	323
25	226
4	173
1	56
44	923
0	87
0	22
0	11
0	56
0	55
0	56
0	63
3	22
0	6
1	30
0	16
0	6
430	180
0	52
0	137
0	144
1	128
973	6446
340	75
2	75
532	185
0	474
33	224
6	813
5	6446
14	7
0	7
0	2
0	0
0	0
0	0
0	9
0	145
0	124
0	16
5	33
0	118
0	46
