,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0002,6.283858,-0.35085737705230713,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.2839,0.054383144,-0.9365086555480957,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0507,0.89875096,0.3073468804359436,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0137,2.0312974,0.4404307007789612,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.1868,0.070931226,-1.6075427532196045,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.039,0.55761755,-1.1559841632843018,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.082,0.21142216,-0.4471703767776489,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.0846,0.09429685,-1.1849679946899414,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0302,2.0034845,-0.5177803039550781,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.225,0.9581597,0.10727226734161377,True
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,0.0189,1.6281844,-0.3898279666900635,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,0.0058,1.3360798,-1.1528816223144531,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0466,0.2667274,-0.12095475196838379,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,-0.0152,0.07163837,-0.006337523460388184,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0351,0.6887801,-0.6801028251647949,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,0.0238,11.808649,-0.3178095817565918,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,0.0186,2.2478092,-1.9062800407409668,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0635,2.4215808,-0.14136111736297607,False
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.0469,0.29691285,-0.17812061309814453,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0426,3.335693,-2.742067575454712,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.036,0.4116645,-0.8196084499359131,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0327,1.5116484,-0.34330058097839355,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,0.0221,0.98540723,-0.6727969646453857,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,-0.0617,0.7258611,-0.6903445720672607,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0465,3.014369,-0.42675745487213135,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.106,0.035191696,-1.5637290477752686,False
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.0056,10.627651,-0.1789335012435913,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0021,0.061051868,-2.752872943878174,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,0.0144,0.39900932,0.2209041714668274,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0434,2.0340564,-0.8314685821533203,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0865,0.5858191,-1.1658508777618408,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.043,0.83233005,-6.721134662628174,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0213,3.0017655,-1.703913927078247,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.0416,0.5438591,-1.0220112800598145,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.0102,3.8640049,-1.537327766418457,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.152,0.731656,-0.3310497999191284,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.0259,0.49778917,-0.22885918617248535,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0421,0.56650555,-0.7859053611755371,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0586,5.5253296,0.19124996662139893,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.0899,0.20781459,-3.3014326095581055,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0315,0.021580946,0.8421453535556793,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.0827,0.05232513,-3.324573040008545,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1585,0.14636102,-1.3809103965759277,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0108,0.7470328,0.2756621837615967,True
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0429,0.5916515,-0.5017939805984497,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.025,0.6020808,-0.8843880891799927,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.0171,0.23575354,-0.7139657735824585,False
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.0313,0.44185415,-0.7143858671188354,False
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.089,0.7087221,0.08757615089416504,True
Mndal,ENSMUSG00000090272,1,173942491,173849126,-,-0.0421,1.1877688,0.14067471027374268,True
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.0633,0.19069691,-0.503675103187561,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.0913,0.46353313,-0.7038047313690186,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.0374,0.80564433,0.1745731234550476,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0494,4.261268,0.022992253303527832,True
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0253,1.1764092,-0.5018420219421387,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0363,1.1384599,-0.808652400970459,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,-0.0396,0.23897067,-0.3565176725387573,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.2073,0.090457186,-3.02378511428833,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,-0.0015,0.6689742,-0.38543176651000977,False
Wdr26,ENSMUSG00000038733,1,181211552,181173228,-,-0.0397,0.6725247,-0.16168546676635742,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,-0.0662,0.08848158,-0.3043229579925537,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0143,1.1801859,-0.5129139423370361,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.1166,0.33252123,0.20071345567703247,True
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.035,0.3224666,-0.22999060153961182,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.1035,1.1483006,-0.8412282466888428,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,-0.0462,0.09357682,-2.0400776863098145,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,-0.0118,0.6870494,-0.33772146701812744,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.2166,0.07740668,0.7518002688884735,True
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,0.0041,0.93071514,-1.8114900588989258,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.0141,0.29101184,0.5470470488071442,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0072,3.3998308,-4.6306538581848145,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0851,1.3244606,-1.0356090068817139,False
Hsd11b1,ENSMUSG00000016194,1,193264075,193221634,-,-0.1158,0.38402224,-0.12586796283721924,False
Cr1l,ENSMUSG00000016481,1,195131586,195097382,-,-0.1201,0.27888605,-0.7738114595413208,False
Tcea1,ENSMUSG00000033813,1,4897909,4857814,+,0.0878,0.38239154,-0.6381430625915527,False
Atp6v1h,ENSMUSG00000033793,1,5162529,5070018,+,0.0176,0.6058877,-0.6700392961502075,False
Rb1cc1,ENSMUSG00000025907,1,6276648,6206197,+,-0.0866,1.3292577,-0.5592849254608154,False
Pcmtd1,ENSMUSG00000051285,1,7173628,7088920,+,-0.0397,1.9588931,-1.015045166015625,False
Sgk3,ENSMUSG00000025915,1,9900845,9798107,+,-0.0395,2.3995173,-0.5185204744338989,False
Cspp1,ENSMUSG00000056763,1,10136768,10037987,+,-0.0096,1.5797427,-0.7207894325256348,False
Terf1,ENSMUSG00000025925,1,15844052,15805646,+,0.0262,1.0857924,-0.33449482917785645,False
Lmbrd1,ENSMUSG00000073725,1,24766301,24678630,+,-0.0818,0.85841423,-0.366457462310791,False
Ptpn18,ENSMUSG00000026126,1,34475733,34459762,+,-0.0367,0.03614122,-1.0803167819976807,False
Plekhb2,ENSMUSG00000026123,1,34879580,34849976,+,-0.0282,2.6550536,-0.10891389846801758,False
Cox5b,ENSMUSG00000061518,1,36693681,36691449,+,0.4828,0.023597192,-1.9430489540100098,False
Zap70,ENSMUSG00000026117,1,36782818,36761798,+,0.03,0.20897092,-0.7827650308609009,False
Inpp4a,ENSMUSG00000026113,1,37410736,37299865,+,0.0001,1.331773,-0.2800668478012085,False
Mrpl30,ENSMUSG00000026087,1,37898535,37890477,+,0.0158,0.033983365,-3.6065335273742676,False
Eif5b,ENSMUSG00000026083,1,38055579,37998010,+,-0.0764,0.21519122,-1.210909366607666,False
Rpl31,ENSMUSG00000073702,1,39371911,39367842,+,-0.0072,0.005360544,-1.9885075092315674,False
Cnot11,ENSMUSG00000003135,1,39546889,39534992,+,0.0231,2.245049,-0.49582791328430176,False
Map4k4,ENSMUSG00000026074,1,40026310,39900913,+,-0.0875,2.1208875,-0.5922368764877319,False
Il18r1,ENSMUSG00000026070,1,40500854,40465552,+,-0.0608,5.725004,0.5823099315166473,True
Il18rap,ENSMUSG00000026068,1,40551705,40515362,+,0.0271,1.3128885,0.7369444966316223,True
Mrps9,ENSMUSG00000060679,1,42905683,42851233,+,0.0591,0.2523648,-1.1813149452209473,False
Nck2,ENSMUSG00000066877,1,43570515,43444579,+,-0.0036,5.177138,-2.893120288848877,False
Tpp2,ENSMUSG00000041763,1,44003000,43933647,+,0.0819,0.7211932,-1.0634045600891113,False
Wdr75,ENSMUSG00000025995,1,45823619,45795166,+,-0.0084,0.63311756,-0.3368600606918335,False
Stat4,ENSMUSG00000062939,1,52107189,51987148,+,0.045,2.5996366,-0.32000887393951416,False
Stat1,ENSMUSG00000026104,1,52161865,52119440,+,-0.1284,1.3569572,0.6241423487663269,True
Nemp2,ENSMUSG00000043015,1,52651919,52630703,+,-0.0169,1.0071913,-0.47128868103027344,False
Hibch,ENSMUSG00000041426,1,52920986,52844929,+,0.0063,0.7382263,-0.4596881866455078,False
Coq10b,ENSMUSG00000025981,1,55072702,55052770,+,0.0951,0.7982323,-0.7701280117034912,False
Hspe1,ENSMUSG00000073676,1,55091307,55088132,+,0.0284,0.0155679,-2.4502639770507812,False
Mob4,ENSMUSG00000025979,1,55154899,55131231,+,0.0348,0.7121082,-0.6460072994232178,False
Sgo2a,ENSMUSG00000026039,1,58025899,57995971,+,0.1746,0.087144904,0.35521018505096436,True
Bzw1,ENSMUSG00000051223,1,58407353,58392898,+,0.1225,0.29905328,-0.5442901849746704,False
Ndufb3,ENSMUSG00000026032,1,58595964,58586384,+,0.0991,0.037585247,-2.2198638916015625,False
Cflar,ENSMUSG00000026031,1,58758884,58711508,+,-0.063,0.9676358,-0.9799689054489136,False
Casp8,ENSMUSG00000026029,1,58847503,58795374,+,0.0102,0.5920395,-1.838895320892334,False
Nop58,ENSMUSG00000026020,1,59719044,59684971,+,0.0725,0.54514474,0.2514033913612366,True
Fam117b,ENSMUSG00000041040,1,59985346,59913006,+,0.0342,4.3635187,-0.6426376104354858,False
Nbeal1,ENSMUSG00000073664,1,60338328,60180599,+,-0.0678,1.114632,-0.587699294090271,False
Cyp20a1,ENSMUSG00000049439,1,60388060,60343323,+,-0.0004,0.48681304,-0.48443806171417236,False
Cd28,ENSMUSG00000026012,1,60773359,60716800,+,-0.1639,0.27788168,0.2116296887397766,True
Ctla4,ENSMUSG00000026011,1,60915832,60887000,+,-0.0513,4.2585683,0.3296698331832886,True
Icos,ENSMUSG00000026009,1,61000320,60977927,+,-0.0378,0.680733,0.30691325664520264,True
Eef1b2,ENSMUSG00000025967,1,63180486,63176825,+,-0.0456,0.018722793,-0.7813736200332642,False
Creb1,ENSMUSG00000025958,1,64604548,64532645,+,-0.0328,0.6101652,-0.2940126657485962,False
Rpe,ENSMUSG00000026005,1,66719805,66700831,+,0.0845,0.3037301,-1.5257604122161865,False
Xrcc5,ENSMUSG00000026187,1,72394952,72307421,+,-0.0417,1.106745,-0.881961464881897,False
Rpl37a,ENSMUSG00000046330,1,72713813,72711290,+,-0.1578,0.0067794085,-0.28208422660827637,False
Arpc2,ENSMUSG00000006304,1,74268209,74236084,+,0.3953,0.12347067,-0.6354907751083374,False
Cnot9,ENSMUSG00000026174,1,74530842,74506058,+,-0.0042,0.6412267,-0.29258155822753906,False
Stk16,ENSMUSG00000026201,1,75215606,75210838,+,0.0741,0.57043725,-0.6691652536392212,False
Mff,ENSMUSG00000026150,1,82752394,82724890,+,0.0633,0.1646567,-1.1309192180633545,False
Agfg1,ENSMUSG00000026159,1,82901182,82839483,+,-0.0408,1.1592677,-0.1883147954940796,False
Sp140,ENSMUSG00000070031,1,85645037,85600378,+,0.049,0.4713513,-1.1283292770385742,False
Sp100,ENSMUSG00000026222,1,85709998,85649988,+,-0.0046,1.2448891,-0.08317816257476807,False
Cab39,ENSMUSG00000036707,1,85851576,85793441,+,0.0296,1.0182412,-0.9334226846694946,False
Psmd1,ENSMUSG00000026229,1,86139151,86064387,+,0.1362,0.54328924,-0.5592161417007446,False
Ptma,ENSMUSG00000026238,1,86530712,86526726,+,0.596,0.008457071,-0.06701743602752686,False
Dis3l2,ENSMUSG00000053333,1,87050095,86703808,+,0.0385,7.0934825,-1.288287878036499,False
Eif4e2,ENSMUSG00000026254,1,87240488,87213914,+,0.1428,0.2052366,-1.549187183380127,False
Gigyf2,ENSMUSG00000048000,1,87450796,87326998,+,-0.0365,1.9147009,-1.1799311637878418,False
Inpp5d,ENSMUSG00000026288,1,87720507,87620312,+,-0.0308,3.8155658,-0.9708151817321777,False
Atg16l1,ENSMUSG00000026289,1,87792428,87755870,+,-0.0177,2.1454914,-2.562175750732422,False
Dgkd,ENSMUSG00000070738,1,87945180,87853287,+,-0.0241,3.6282263,-3.7041854858398438,False
Cops8,ENSMUSG00000034432,1,90613341,90602981,+,-0.0388,1.1501096,-0.9923158884048462,False
Lrrfip1,ENSMUSG00000026305,1,91128944,90998737,+,0.0082,2.0653527,-1.130779504776001,False
Ramp1,ENSMUSG00000034353,1,91225196,91179822,+,-0.1866,0.06616559,0.005590617656707764,False
Ube2f,ENSMUSG00000034343,1,91290337,91250304,+,0.0209,0.5984668,-2.3087990283966064,False
Ppp1r7,ENSMUSG00000026275,1,93373489,93342854,+,0.0763,0.40603578,-1.0558409690856934,False
Atg4b,ENSMUSG00000026280,1,93790610,93751500,+,-0.0418,0.5770473,-0.6073040962219238,False
2310035C23Rik,ENSMUSG00000026319,1,105755191,105663861,+,-0.0174,1.9749861,-2.6782381534576416,False
Nifk,ENSMUSG00000026377,1,118333822,118321839,+,0.0118,0.179639,-0.2777665853500366,False
Clasp1,ENSMUSG00000064302,1,118612678,118389058,+,-0.0092,3.8198912,-0.942919135093689,False
Mgat5,ENSMUSG00000036155,1,127488336,127205015,+,-0.0439,2.1442032,-2.435272455215454,False
Ccnt2,ENSMUSG00000026349,1,127808061,127774164,+,-0.0887,0.83806556,-0.7103486061096191,False
Rab3gap1,ENSMUSG00000036104,1,127943868,127868773,+,-0.0209,2.2346842,-0.8728123903274536,False
R3hdm1,ENSMUSG00000056211,1,128237736,128103301,+,-0.021,1.8697821,-1.5704312324523926,False
Ubxn4,ENSMUSG00000026353,1,128279378,128243964,+,-0.0217,0.5141052,-0.8872368335723877,False
Eif2d,ENSMUSG00000026427,1,131187658,131153181,+,0.0993,1.7487065,-1.1004257202148438,False
Ctse,ENSMUSG00000004552,1,131675505,131638306,+,-0.0463,8.824333,-2.868422508239746,False
Nucks1,ENSMUSG00000026434,1,131936321,131910534,+,0.2614,0.054325297,-0.1597379446029663,False
Elk4,ENSMUSG00000026436,1,132032612,132007607,+,-0.1027,0.67131865,-0.8029723167419434,False
Chit1,ENSMUSG00000026450,1,134151540,134111242,+,-0.0192,1.7301277,-0.13635039329528809,False
Adipor1,ENSMUSG00000026457,1,134433351,134415378,+,0.072,0.19502562,-0.7418456077575684,False
Klhl12,ENSMUSG00000026455,1,134491018,134455531,+,-0.0089,1.9858198,-1.8892221450805664,False
Rabif,ENSMUSG00000042229,1,134508774,134494648,+,0.0124,1.4325161,-0.9780851602554321,False
Kdm5b,ENSMUSG00000042207,1,134635285,134560171,+,-0.068,0.88775426,0.0784229040145874,True
Ptpn7,ENSMUSG00000031506,1,135145317,135132700,+,0.0765,0.15215081,-1.062532663345337,False
Arl8a,ENSMUSG00000026426,1,135156269,135146824,+,-0.0147,0.3448893,-1.2213971614837646,False
Csrp1,ENSMUSG00000026421,1,135752232,135720061,+,0.1853,0.22165883,-0.2457880973815918,False
Kif21b,ENSMUSG00000041642,1,136177998,136131389,+,-0.0732,0.5166738,-0.8555905818939209,False
Kif14,ENSMUSG00000041498,1,136531511,136466343,+,0.0559,0.82171315,0.5796883702278137,True
Gm19705,ENSMUSG00000097113,1,136690804,136670769,+,-0.0957,0.40214887,0.2778385281562805,True
Dennd1b,ENSMUSG00000056268,1,139178960,138963435,+,-0.018,5.3242264,-1.572683334350586,False
Glrx2,ENSMUSG00000018196,1,143749676,143716338,+,0.0578,0.12660827,-2.1468966007232666,False
Uchl5,ENSMUSG00000018189,1,143807466,143777272,+,0.0911,0.5165317,-0.610247015953064,False
Tpr,ENSMUSG00000006005,1,150449935,150392838,+,-0.03,0.24886928,-0.7886894941329956,False
Trmt1l,ENSMUSG00000053286,1,151458161,151428542,+,-0.0355,1.258662,-0.754055380821228,False
Fam129a,ENSMUSG00000026483,1,151721939,151571186,+,0.0706,0.80583405,0.4139981269836426,True
Arpc5,ENSMUSG00000008475,1,152775597,152766542,+,0.3529,0.031194463,-2.399702310562134,False
Rnasel,ENSMUSG00000066800,1,153764221,153749426,+,-0.0475,0.48733792,-0.3252807855606079,False
Glul,ENSMUSG00000026473,1,153909723,153899944,+,-0.0299,0.4245777,-1.222027063369751,False
Acbd6,ENSMUSG00000033701,1,155691330,155558120,+,0.0611,0.5327181,-1.0168392658233643,False
Tor1aip2,ENSMUSG00000050565,1,156068861,156035403,+,-0.093,3.7251341,-2.1432576179504395,False
Abl2,ENSMUSG00000026596,1,156649568,156558786,+,-0.0595,4.6656327,-1.1605703830718994,False
Cop1,ENSMUSG00000040782,1,159347640,159232320,+,-0.0332,0.9031213,-1.7917320728302002,False
4930523C07Rik,ENSMUSG00000090394,1,160080208,160044382,+,-0.1269,0.8850055,-1.4724152088165283,False
