,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.1868,0.037434634,-0.8468762636184692,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.039,0.65030754,-2.5364956855773926,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.082,0.22804004,-0.461118221282959,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.0846,0.11774947,-2.2748239040374756,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0302,1.9780566,-0.5895328521728516,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.225,1.0212324,-0.19601655006408691,False
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,0.0189,1.427405,-0.46207964420318604,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,0.0058,1.2902558,-0.7289043664932251,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0466,0.17442374,0.08274334669113159,True
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,-0.0152,0.087472774,-0.25069308280944824,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0351,0.5844867,-1.241161584854126,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,0.0238,9.158163,-0.898551344871521,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,0.0186,1.919469,-2.6762704849243164,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0635,2.5219913,-0.6690194606781006,False
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.0469,0.35986313,-0.5615155696868896,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0426,3.4356358,-3.7660298347473145,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.036,0.33888608,-0.40904879570007324,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0327,1.5725467,-0.40999865531921387,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,0.0221,0.75979525,-0.19439446926116943,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,-0.0617,0.7154941,-0.7296277284622192,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0465,3.0732362,-0.8139469623565674,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.106,0.033331845,-1.3563239574432373,False
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.0056,8.319945,-0.7615106105804443,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0021,0.046273578,-1.7183527946472168,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,0.0144,1.1310087,-0.08365845680236816,False
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0434,1.9134767,-2.0512657165527344,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0865,0.43697187,-0.9998422861099243,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.043,0.42025542,-4.205159664154053,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0213,1.8639176,-3.0602760314941406,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.0416,0.6006208,-0.7035505771636963,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.0102,5.1619477,-1.0972821712493896,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.152,0.8437729,-0.49058854579925537,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.0259,0.63579535,-1.170910358428955,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0421,0.5031725,-0.7777894735336304,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0586,4.274286,-1.6771912574768066,False
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.0899,0.2601616,-5.055316925048828,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0315,0.020224568,0.5983382165431976,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.0827,0.048698675,-4.450625896453857,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1585,0.14025986,-1.1610636711120605,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0108,0.89015704,-0.03612041473388672,False
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0429,0.5798704,-0.4901618957519531,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.025,0.6069157,-0.6634862422943115,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.0171,0.15080054,-0.804780125617981,False
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.0313,0.61169195,-1.1411120891571045,False
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.089,0.944993,0.28526073694229126,True
Mndal,ENSMUSG00000090272,1,173942491,173849126,-,-0.0421,1.0468311,0.03645747900009155,True
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.0633,0.15807173,-0.2589603662490845,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.0913,0.4273269,-1.2045228481292725,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.0374,0.8284294,0.04346972703933716,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0494,7.692681,-0.5597015619277954,False
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0253,0.8792388,-0.6826945543289185,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0363,0.85912526,-0.7331598997116089,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,-0.0396,0.27083242,-1.260270595550537,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.2073,0.07239834,-2.3345563411712646,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,-0.0015,0.66900265,-0.6356041431427002,False
Wdr26,ENSMUSG00000038733,1,181211552,181173228,-,-0.0397,0.7341654,-0.31759023666381836,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,-0.0662,0.10436505,-0.7726134061813354,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0143,1.200213,-0.6675323247909546,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.1166,0.36567172,0.22775471210479736,True
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.035,0.30876556,-0.2643836736679077,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.1035,1.1347953,-0.9482266902923584,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,-0.0462,0.07490031,-2.210632085800171,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,-0.0118,0.63954765,-0.18448078632354736,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.2166,0.09874337,0.7332086861133575,True
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,0.0041,0.7219534,-0.9734432697296143,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.0141,0.2180256,0.3597588539123535,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0072,2.9725754,-8.861249923706055,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0851,1.344698,-0.7909986972808838,False
Hsd11b1,ENSMUSG00000016194,1,193264075,193221634,-,-0.1158,0.37432754,-0.5707111358642578,False
Cr1l,ENSMUSG00000016481,1,195131586,195097382,-,-0.1201,0.30132765,-1.0048863887786865,False
Tcea1,ENSMUSG00000033813,1,4897909,4857814,+,0.0878,0.31012633,-0.4665517807006836,False
Atp6v1h,ENSMUSG00000033793,1,5162529,5070018,+,0.0176,0.6920472,-0.956845760345459,False
Rb1cc1,ENSMUSG00000025907,1,6276648,6206197,+,-0.0866,1.3758425,-0.40862059593200684,False
Pcmtd1,ENSMUSG00000051285,1,7173628,7088920,+,-0.0397,1.2408677,-0.8156723976135254,False
Sgk3,ENSMUSG00000025915,1,9900845,9798107,+,-0.0395,1.8144951,-0.1006845235824585,False
Cspp1,ENSMUSG00000056763,1,10136768,10037987,+,-0.0096,1.5107148,-0.8412317037582397,False
Terf1,ENSMUSG00000025925,1,15844052,15805646,+,0.0262,1.0157213,-0.431465744972229,False
Lmbrd1,ENSMUSG00000073725,1,24766301,24678630,+,-0.0818,1.3125856,-0.23911094665527344,False
Ptpn18,ENSMUSG00000026126,1,34475733,34459762,+,-0.0367,0.033715207,-1.0942513942718506,False
Plekhb2,ENSMUSG00000026123,1,34879580,34849976,+,-0.0282,2.5332084,-0.5941181182861328,False
Cox5b,ENSMUSG00000061518,1,36693681,36691449,+,0.4828,0.022769162,-3.3896007537841797,False
Zap70,ENSMUSG00000026117,1,36782818,36761798,+,0.03,0.23463005,-2.1049206256866455,False
Inpp4a,ENSMUSG00000026113,1,37410736,37299865,+,0.0001,1.3917837,-0.3891397714614868,False
Mrpl30,ENSMUSG00000026087,1,37898535,37890477,+,0.0158,0.027076287,-2.3279809951782227,False
Eif5b,ENSMUSG00000026083,1,38055579,37998010,+,-0.0764,0.18237603,-0.2498418092727661,False
Rpl31,ENSMUSG00000073702,1,39371911,39367842,+,-0.0072,0.004480975,-0.8955510854721069,False
Cnot11,ENSMUSG00000003135,1,39546889,39534992,+,0.0231,1.6062888,-0.5213239192962646,False
Map4k4,ENSMUSG00000026074,1,40026310,39900913,+,-0.0875,1.5354186,-1.047429084777832,False
Il18r1,ENSMUSG00000026070,1,40500854,40465552,+,-0.0608,5.768652,0.2997530698776245,True
Il18rap,ENSMUSG00000026068,1,40551705,40515362,+,0.0271,1.1581589,0.5422821342945099,True
Mrps9,ENSMUSG00000060679,1,42905683,42851233,+,0.0591,0.31988737,-1.8632698059082031,False
Nck2,ENSMUSG00000066877,1,43570515,43444579,+,-0.0036,4.9511337,-2.176091194152832,False
Tpp2,ENSMUSG00000041763,1,44003000,43933647,+,0.0819,0.73236436,-0.9149724245071411,False
Wdr75,ENSMUSG00000025995,1,45823619,45795166,+,-0.0084,0.6542045,-0.5214055776596069,False
Stat4,ENSMUSG00000062939,1,52107189,51987148,+,0.045,2.8171947,-0.4349944591522217,False
Stat1,ENSMUSG00000026104,1,52161865,52119440,+,-0.1284,0.86445713,-0.2785320281982422,False
Nemp2,ENSMUSG00000043015,1,52651919,52630703,+,-0.0169,1.3397266,-1.5605676174163818,False
Hibch,ENSMUSG00000041426,1,52920986,52844929,+,0.0063,0.6839689,-0.8876763582229614,False
Coq10b,ENSMUSG00000025981,1,55072702,55052770,+,0.0951,0.61678565,-0.6079846620559692,False
Hspe1,ENSMUSG00000073676,1,55091307,55088132,+,0.0284,0.02009427,-3.2953500747680664,False
Mob4,ENSMUSG00000025979,1,55154899,55131231,+,0.0348,0.74796516,-0.7700790166854858,False
Sgo2a,ENSMUSG00000026039,1,58025899,57995971,+,0.1746,0.07311464,0.39088892936706543,True
Bzw1,ENSMUSG00000051223,1,58407353,58392898,+,0.1225,0.34193474,-0.8684144020080566,False
Ndufb3,ENSMUSG00000026032,1,58595964,58586384,+,0.0991,0.05410292,-4.374632358551025,False
Cflar,ENSMUSG00000026031,1,58758884,58711508,+,-0.063,0.9248444,-0.7021814584732056,False
Casp8,ENSMUSG00000026029,1,58847503,58795374,+,0.0102,0.70883554,-2.73245906829834,False
Nop58,ENSMUSG00000026020,1,59719044,59684971,+,0.0725,0.5702552,0.33340340852737427,True
Fam117b,ENSMUSG00000041040,1,59985346,59913006,+,0.0342,3.8200994,-1.0409092903137207,False
Nbeal1,ENSMUSG00000073664,1,60338328,60180599,+,-0.0678,2.2607002,-0.8125083446502686,False
Cyp20a1,ENSMUSG00000049439,1,60388060,60343323,+,-0.0004,0.46334198,-0.47903192043304443,False
Cd28,ENSMUSG00000026012,1,60773359,60716800,+,-0.1639,0.4851205,-0.6068803071975708,False
Ctla4,ENSMUSG00000026011,1,60915832,60887000,+,-0.0513,7.939227,0.6217669248580933,True
Icos,ENSMUSG00000026009,1,61000320,60977927,+,-0.0378,1.0060159,-0.26783132553100586,False
Eef1b2,ENSMUSG00000025967,1,63180486,63176825,+,-0.0456,0.017919818,-0.1305171251296997,False
Creb1,ENSMUSG00000025958,1,64604548,64532645,+,-0.0328,0.68199974,-0.8287558555603027,False
Rpe,ENSMUSG00000026005,1,66719805,66700831,+,0.0845,0.29482925,-0.7809133529663086,False
Xrcc5,ENSMUSG00000026187,1,72394952,72307421,+,-0.0417,0.6197661,-0.4672621488571167,False
Rpl37a,ENSMUSG00000046330,1,72713813,72711290,+,-0.1578,0.0070683425,-2.142771005630493,False
Arpc2,ENSMUSG00000006304,1,74268209,74236084,+,0.3953,0.13466397,-1.519787073135376,False
Cnot9,ENSMUSG00000026174,1,74530842,74506058,+,-0.0042,0.7732689,-0.8867608308792114,False
Stk16,ENSMUSG00000026201,1,75215606,75210838,+,0.0741,0.59419024,-0.7639559507369995,False
Mff,ENSMUSG00000026150,1,82752394,82724890,+,0.0633,0.1732961,-3.4004874229431152,False
Agfg1,ENSMUSG00000026159,1,82901182,82839483,+,-0.0408,1.3619336,-1.8135404586791992,False
Sp140,ENSMUSG00000070031,1,85645037,85600378,+,0.049,0.50243235,-0.5158787965774536,False
Sp100,ENSMUSG00000026222,1,85709998,85649988,+,-0.0046,1.4635863,-0.47235941886901855,False
Cab39,ENSMUSG00000036707,1,85851576,85793441,+,0.0296,1.0437765,-1.3124594688415527,False
Psmd1,ENSMUSG00000026229,1,86139151,86064387,+,0.1362,0.5134283,-0.7706247568130493,False
Ptma,ENSMUSG00000026238,1,86530712,86526726,+,0.596,0.010544645,-0.6427762508392334,False
Dis3l2,ENSMUSG00000053333,1,87050095,86703808,+,0.0385,5.842741,-2.1599042415618896,False
Eif4e2,ENSMUSG00000026254,1,87240488,87213914,+,0.1428,0.26575842,-4.423450946807861,False
Gigyf2,ENSMUSG00000048000,1,87450796,87326998,+,-0.0365,1.5892284,-1.4534006118774414,False
Inpp5d,ENSMUSG00000026288,1,87720507,87620312,+,-0.0308,4.2396255,-0.9656867980957031,False
Atg16l1,ENSMUSG00000026289,1,87792428,87755870,+,-0.0177,1.859842,-3.1904187202453613,False
Dgkd,ENSMUSG00000070738,1,87945180,87853287,+,-0.0241,8.708102,-3.650132179260254,False
Cops8,ENSMUSG00000034432,1,90613341,90602981,+,-0.0388,0.90363485,-1.6153547763824463,False
Lrrfip1,ENSMUSG00000026305,1,91128944,90998737,+,0.0082,2.2861009,-1.0008037090301514,False
Ramp1,ENSMUSG00000034353,1,91225196,91179822,+,-0.1866,0.0,0.0,False
Ube2f,ENSMUSG00000034343,1,91290337,91250304,+,0.0209,0.66357416,-2.6280903816223145,False
Ppp1r7,ENSMUSG00000026275,1,93373489,93342854,+,0.0763,0.3598262,-1.029494047164917,False
Atg4b,ENSMUSG00000026280,1,93790610,93751500,+,-0.0418,0.58864105,-0.37213897705078125,False
2310035C23Rik,ENSMUSG00000026319,1,105755191,105663861,+,-0.0174,2.1337004,-1.9416546821594238,False
Nifk,ENSMUSG00000026377,1,118333822,118321839,+,0.0118,0.26149938,-0.892731785774231,False
Clasp1,ENSMUSG00000064302,1,118612678,118389058,+,-0.0092,3.4274561,-0.7329158782958984,False
Mgat5,ENSMUSG00000036155,1,127488336,127205015,+,-0.0439,1.7722684,-2.23075795173645,False
Ccnt2,ENSMUSG00000026349,1,127808061,127774164,+,-0.0887,1.2149839,-1.8977220058441162,False
Rab3gap1,ENSMUSG00000036104,1,127943868,127868773,+,-0.0209,2.2621498,-1.0765058994293213,False
R3hdm1,ENSMUSG00000056211,1,128237736,128103301,+,-0.021,1.9381361,-1.5455753803253174,False
Ubxn4,ENSMUSG00000026353,1,128279378,128243964,+,-0.0217,0.51765305,-1.2800748348236084,False
Eif2d,ENSMUSG00000026427,1,131187658,131153181,+,0.0993,1.8817213,-0.8216679096221924,False
Ctse,ENSMUSG00000004552,1,131675505,131638306,+,-0.0463,4.556289,-3.276031017303467,False
Nucks1,ENSMUSG00000026434,1,131936321,131910534,+,0.2614,0.05710541,0.1551395058631897,True
Elk4,ENSMUSG00000026436,1,132032612,132007607,+,-0.1027,0.7726747,-0.6903473138809204,False
Chit1,ENSMUSG00000026450,1,134151540,134111242,+,-0.0192,2.0521681,-0.3193598985671997,False
Adipor1,ENSMUSG00000026457,1,134433351,134415378,+,0.072,0.1553442,-0.61293625831604,False
Klhl12,ENSMUSG00000026455,1,134491018,134455531,+,-0.0089,3.0245247,-1.0816385746002197,False
Rabif,ENSMUSG00000042229,1,134508774,134494648,+,0.0124,1.3214751,-1.024052619934082,False
Kdm5b,ENSMUSG00000042207,1,134635285,134560171,+,-0.068,0.84933585,0.3985089063644409,True
Ptpn7,ENSMUSG00000031506,1,135145317,135132700,+,0.0765,0.13087094,-1.1744260787963867,False
Arl8a,ENSMUSG00000026426,1,135156269,135146824,+,-0.0147,0.31472725,-0.4028036594390869,False
Csrp1,ENSMUSG00000026421,1,135752232,135720061,+,0.1853,0.188515,-0.23411273956298828,False
Kif21b,ENSMUSG00000041642,1,136177998,136131389,+,-0.0732,0.43160176,-0.6467990875244141,False
Kif14,ENSMUSG00000041498,1,136531511,136466343,+,0.0559,0.90268207,0.5179215669631958,True
Gm19705,ENSMUSG00000097113,1,136690804,136670769,+,-0.0957,0.53652734,0.6303626894950867,True
Dennd1b,ENSMUSG00000056268,1,139178960,138963435,+,-0.018,5.700394,-2.5660743713378906,False
Glrx2,ENSMUSG00000018196,1,143749676,143716338,+,0.0578,0.12831336,-2.9805967807769775,False
Uchl5,ENSMUSG00000018189,1,143807466,143777272,+,0.0911,0.49555406,-0.39137256145477295,False
Tpr,ENSMUSG00000006005,1,150449935,150392838,+,-0.03,0.2482643,-0.5618023872375488,False
Trmt1l,ENSMUSG00000053286,1,151458161,151428542,+,-0.0355,0.6500201,-0.4229933023452759,False
Fam129a,ENSMUSG00000026483,1,151721939,151571186,+,0.0706,0.82402277,-0.10934484004974365,False
Arpc5,ENSMUSG00000008475,1,152775597,152766542,+,0.3529,0.029394988,-2.3354125022888184,False
Rnasel,ENSMUSG00000066800,1,153764221,153749426,+,-0.0475,0.69161165,-0.11213803291320801,False
Glul,ENSMUSG00000026473,1,153909723,153899944,+,-0.0299,0.32118088,-0.2492685317993164,False
Acbd6,ENSMUSG00000033701,1,155691330,155558120,+,0.0611,0.488951,-0.8842533826828003,False
Tor1aip2,ENSMUSG00000050565,1,156068861,156035403,+,-0.093,4.21382,-4.039503574371338,False
Abl2,ENSMUSG00000026596,1,156649568,156558786,+,-0.0595,2.3747556,-1.9039790630340576,False
Cop1,ENSMUSG00000040782,1,159347640,159232320,+,-0.0332,1.046517,-1.461151361465454,False
4930523C07Rik,ENSMUSG00000090394,1,160080208,160044382,+,-0.1269,1.0098165,-1.3493759632110596,False
