,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,0.0107,0.64873767,-0.5685445070266724,False,,,,,,,,,,,,,,,,-0.24349141120910645
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0629,3.2604184,-0.6532413959503174,False,,,,,,,,,,,,,,,,-0.6518247127532959
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1681,0.716027,0.517212837934494,True,0.07471410380395566,0.39694493144359333,0.28980103750228925,8.07585491268821,1.1473608750767177,0.06188354641199112,0.07152453809976578,0.2885020341072427,0.0,0.0,0.21670881981365764,0.14235588861327286,0.17083187033582864,0.5871535506030765,2.5430587191145317,0.5190078616142273
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,-0.0056,3.011727,-0.10797274112701416,False,,,,,,,,,,,,,,,,-0.058748841285705566
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0735,0.19950634,-0.45514118671417236,False,,,,,,,,,,,,,,,,-0.05524778366088867
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0841,1.9098514,-5.136473655700684,False,,,,,,,,,,,,,,,,-4.924982070922852
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0989,2.31609,-1.2912836074829102,False,,,,,,,,,,,,,,,,-0.8971831798553467
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0398,2.1290205,-1.0582339763641357,False,,,,,,,,,,,,,,,,-1.0349748134613037
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,-0.0703,0.8535369,-0.5862534046173096,False,,,,,,,,,,,,,,,,-0.5812549591064453
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0294,9.876199,-6.053373336791992,False,,,,,,,,,,,,,,,,-2.9284701347351074
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0388,1.903747,-1.132608413696289,False,,,,,,,,,,,,,,,,-1.119511604309082
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.0453,0.1072974,-1.941605806350708,False,,,,,,,,,,,,,,,,-0.07268393039703369
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0118,1.2659874,-0.006114602088928223,False,,,,,,,,,,,,,,,,0.22213852405548096
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.1617,0.06151108,-0.30971992015838623,False,,,,,,,,,,,,,,,,-0.07204318046569824
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0349,0.3810339,0.2363816499710083,True,0.11636433401680266,0.9590474349609187,0.2812700095987632,10.675031213683326,0.5511172136664391,0.040683846920728683,0.11239198595285416,0.3381746385886999,0.0,0.0,0.4089309481009613,0.10536339936886724,0.2537709336631514,0.44563584097875475,2.743367176036367,0.23810768127441406
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.0182,0.25034598,-2.3162667751312256,False,,,,,,,,,,,,,,,,-0.20174074172973633
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0974,0.82952404,-0.433663010597229,False,,,,,,,,,,,,,,,,-0.3529766798019409
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.136,0.14197,-1.371932029724121,False,,,,,,,,,,,,,,,,-0.22915184497833252
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.1506,0.041268144,-5.665221691131592,False,,,,,,,,,,,,,,,,0.09936177730560303
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.1264,0.616047,-0.5832911729812622,False,,,,,,,,,,,,,,,,-0.5060489177703857
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.108,0.6042247,0.3811820149421692,True,0.13897665188976857,0.5572860002456046,0.27066098622569673,15.397647331015783,0.6329066951572895,0.08751431107521057,0.1524466872215271,0.29981898858228284,0.0,0.0,0.40007310030561316,0.2270283790280199,0.3793212084324452,0.6172737326862673,2.9769495588980113,0.4578739404678345
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0484,2.0907245,-0.6041768789291382,False,,,,,,,,,,,,,,,,-0.5969386100769043
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,0.0048,0.08436559,-1.045558214187622,False,,,,,,,,,,,,,,,,-0.09303629398345947
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.1678,2.2891812,0.8658615201711655,True,0.24070690959915575,0.1061656452125662,0.2129858952395069,20.15918882634133,1.2297207355499267,0.805633544921875,0.2948109209537506,0.36812851090087656,0.0,0.0,0.45995274682731757,1.7029125134595653,0.6772718614866508,0.4033900485593395,3.5761038277069988,0.8658615201711655
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,0.0098,1.1605859,-0.4361598491668701,False,,,,,,,,,,,,,,,,-0.4348773956298828
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.0815,0.077771045,-1.685955286026001,False,,,,,,,,,,,,,,,,0.18159031867980957
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0116,1.8280464,-1.2842552661895752,False,,,,,,,,,,,,,,,,-1.2161388397216797
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3449,0.010561746,-1.363783359527588,False,,,,,,,,,,,,,,,,-0.03793036937713623
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0603,0.6842737,-0.6487982273101807,False,,,,,,,,,,,,,,,,-0.4079716205596924
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,-0.0634,0.20541261,-0.6080886125564575,False,,,,,,,,,,,,,,,,0.24808818101882935
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2374,0.099741586,-1.0778558254241943,False,,,,,,,,,,,,,,,,-0.8102993965148926
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.1472,9.401538,0.6388803124427795,False,0.14028122072596905,0.039093807637951554,0.2503040858533563,11.440326221593505,11.132708021004994,1.1151033639907837,0.09411299973726273,0.25316203593600706,0.0,0.0,0.14937409657919593,2.9820649256889613,0.30816339222906997,0.7742587031387057,2.123766533088205,0.6942618489265442
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.2142,0.22587386,0.6175917088985443,True,1.1047374394887475,1.8225979438957611,0.34026460676934334,8.0715255063145,0.11214758567512037,0.15141579508781433,0.6278186440467834,0.34871989403074855,0.0,0.0,0.48490831111821175,0.44661433416049856,1.7720237459409338,0.37351146776160205,2.091487698710432,0.6177902817726135
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.0592,0.4729181,-2.394284725189209,False,,,,,,,,,,,,,,,,-0.10647189617156982
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1023,0.5325137,0.4811716675758362,True,0.19398678235602712,0.625335544240231,0.36423792526205667,7.096236910186426,0.9496361560291713,0.09208564460277557,0.11690199375152588,0.2708135439185903,0.0,0.0,0.35293356347652416,0.2398726612239903,0.2837846224629802,0.7254550392439519,2.0300973885883864,0.5145648419857025
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0272,1.5261586,-1.0622634887695312,False,,,,,,,,,,,,,,,,-0.03278756141662598
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.0965,0.69286907,-0.2821469306945801,False,,,,,,,,,,,,,,,,-0.10309708118438721
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0002,7.1192756,-0.16992104053497314,False,,,,,,,,,,,,,,,,-0.1628580093383789
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.2839,0.066191286,-0.851080060005188,False,,,,,,,,,,,,,,,,0.17547833919525146
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0507,1.015601,0.3409903049468994,True,0.17889542709382236,0.36545570806589384,0.41272584964227527,9.091149653493218,0.7112276288866997,0.16803020238876343,0.1116299033164978,0.3093804484476472,0.0,0.0,0.2136761273290128,0.40890597542052665,0.27381007171011174,0.5911656129480053,1.817851672459103,0.4578590989112854
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0137,1.9315125,0.663666307926178,True,0.05668882000507325,0.14041971325933472,0.19359867161869934,18.695360335092715,2.338305022418499,0.1297921985387802,0.07026255875825882,0.26667656500520737,0.0,0.0,0.016725186644401483,0.3653990914840519,0.18978505676355342,0.788372329521214,3.6716221772509168,0.6637797653675079
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.1868,0.09508335,-2.586886405944824,False,,,,,,,,,,,,,,,,-0.04229104518890381
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.039,0.4822128,-0.2637096643447876,False,,,,,,,,,,,,,,,,-0.0852196216583252
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.082,0.17272788,-0.26358354091644287,False,,,,,,,,,,,,,,,,-0.1809753179550171
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.0846,0.16478069,-4.524960517883301,False,,,,,,,,,,,,,,,,-0.004650235176086426
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0302,1.7518048,-0.46276307106018066,False,,,,,,,,,,,,,,,,-0.45453643798828125
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.225,1.0221466,0.09454673528671265,True,2.829037165578658,0.5189221253529182,0.49831408133783317,18.60649883381399,0.37479765325784686,0.8063440918922424,1.0165420770645142,0.36749787718962357,0.0,0.0,0.4385904836062328,4.362239349629733,4.212779316408881,0.3663258029624514,2.3137341818630346,0.2300715446472168
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,0.0189,1.764073,-0.3920334577560425,False,,,,,,,,,,,,,,,,-0.10968947410583496
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,0.0058,1.3021097,-1.5615060329437256,False,,,,,,,,,,,,,,,,-1.4367854595184326
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0466,0.2690276,-0.3596440553665161,False,,,,,,,,,,,,,,,,-0.1882188320159912
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,-0.0152,0.14376827,-0.7469582557678223,False,,,,,,,,,,,,,,,,0.167364239692688
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0351,0.9167158,-0.5788540840148926,False,,,,,,,,,,,,,,,,-0.4541950225830078
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,0.0238,15.413048,-0.05823945999145508,False,,,,,,,,,,,,,,,,-0.007623076438903809
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,0.0186,1.8868328,-2.074479103088379,False,,,,,,,,,,,,,,,,-1.7937095165252686
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0635,2.0895367,0.10187935829162598,True,0.02127457226683398,0.05507303171790924,0.07739093177713484,32.61973796032232,3.0038458704948425,0.08765358477830887,0.0423116572201252,0.24405396242606098,0.0,0.0,0.34654167002061503,0.27385079700131437,0.1288838613103947,0.5494495000881049,8.984113668421617,0.20936840772628784
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.0469,0.35559395,-0.3977630138397217,False,,,,,,,,,,,,,,,,-0.20840799808502197
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0426,4.3630743,-1.6220030784606934,False,,,,,,,,,,,,,,,,-1.6110904216766357
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.036,0.4397589,-0.7238287925720215,False,,,,,,,,,,,,,,,,0.1135796308517456
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0327,1.4489224,-0.3967294692993164,False,,,,,,,,,,,,,,,,-0.38640713691711426
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,0.0221,1.2767547,-1.155454158782959,False,,,,,,,,,,,,,,,,-0.11665809154510498
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,-0.0617,0.42509773,-0.4839514493942261,False,,,,,,,,,,,,,,,,-0.4777299165725708
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0465,3.1194289,-0.7154241800308228,False,,,,,,,,,,,,,,,,-0.6242724657058716
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.106,0.03837783,-2.961146593093872,False,,,,,,,,,,,,,,,,0.13334912061691284
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.0056,13.98687,-0.6003882884979248,False,,,,,,,,,,,,,,,,-0.2227541208267212
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0021,0.06599904,-3.086117744445801,False,,,,,,,,,,,,,,,,-0.08701920509338379
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,0.0144,0.7324369,0.38751155138015747,True,0.0786902050689526,0.2876479581905038,0.2380239389755682,13.765248884683075,1.3689368370175359,0.08160637319087982,0.08032845705747604,0.24817719766285073,0.0,0.0,0.09427748610233211,0.23534116798880317,0.21407102772580652,0.8692036149430112,3.079828811891459,0.3976787328720093
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0434,2.2458787,-0.553189754486084,False,,,,,,,,,,,,,,,,-0.5526427030563354
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0865,0.7684219,-1.4854004383087158,False,,,,,,,,,,,,,,,,-0.4245954751968384
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.043,0.55875564,-1.7883367538452148,False,,,,,,,,,,,,,,,,-0.37970221042633057
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0213,3.1091425,-2.1043853759765625,False,,,,,,,,,,,,,,,,-2.029005527496338
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.0416,0.41074604,-0.7109659910202026,False,,,,,,,,,,,,,,,,-0.4203650951385498
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.0102,5.2905416,-1.4266326427459717,False,,,,,,,,,,,,,,,,-1.4261353015899658
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.152,0.5151774,-0.24663567543029785,False,,,,,,,,,,,,,,,,-0.24560308456420898
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.0259,0.54897386,-0.07416749000549316,False,,,,,,,,,,,,,,,,0.23569035530090332
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0421,0.3919298,-0.6847395896911621,False,,,,,,,,,,,,,,,,-0.031100153923034668
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0586,5.630166,0.47310829162597656,False,0.02661062880094841,0.029132580780293238,0.09069307259468784,21.545763919437597,7.836489939689637,0.25078436732292175,0.04960330203175545,0.2730159581689601,0.0,0.0,0.011080821852550203,0.8785397583869289,0.13971364014814128,0.7393244159507667,6.789396285080588,0.4932781457901001
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.0899,0.13712306,-1.7671473026275635,False,,,,,,,,,,,,,,,,-0.05029296875
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0315,0.018815203,0.5442017018795013,False,4.146584973331873,41.63807528649268,1.5505795629459462,6.068425001569201,0.012850538827478886,0.027839915826916695,0.9748978018760681,0.3245404643100388,0.0,0.0,0.4794626376424779,0.07557767479910059,1.7872937013202441,0.25264095413154,0.8410087794468077,0.5727005004882812
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.0827,0.051591445,-2.617326259613037,False,,,,,,,,,,,,,,,,0.07555025815963745
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1585,0.14385836,-1.396425485610962,False,,,,,,,,,,,,,,,,-0.20581746101379395
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0108,0.77303743,0.36074352264404297,True,0.16368956817901528,0.26637347596729266,0.1965910991610861,16.545626485857728,1.2812713886797429,0.17476503551006317,0.20766854286193848,0.2566537849962019,0.0,0.0,0.1663581889914975,0.5135479255170952,0.5165379528148935,0.7579374117853733,3.8236524072263145,0.36365455389022827
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0429,0.75113565,-0.8657711744308472,False,,,,,,,,,,,,,,,,-0.6032382249832153
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.025,0.3270871,-0.4091097116470337,False,,,,,,,,,,,,,,,,-0.013387203216552734
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.0171,0.24781077,-0.08985042572021484,False,,,,,,,,,,,,,,,,0.1516532301902771
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.0313,0.37059152,-0.6941421031951904,False,,,,,,,,,,,,,,,,0.05208677053451538
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.089,1.1577358,-0.14315271377563477,False,,,,,,,,,,,,,,,,-0.11836433410644531
Mndal,ENSMUSG00000090272,1,173942491,173849126,-,-0.0421,1.3282536,0.2947026491165161,True,0.28459470650899726,0.24036436654449872,0.23509683077114088,19.119025222667442,0.5667053228616714,0.2511453926563263,0.20939664542675018,0.33157748103129286,0.0,0.0,0.3725922416598748,0.8906834690720137,0.8466719471175095,0.526049324945749,3.4687614661558426,0.3003239631652832
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.0633,0.21759486,-0.6153978109359741,False,,,,,,,,,,,,,,,,-0.10584497451782227
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.0913,0.4327396,-0.4254770278930664,False,,,,,,,,,,,,,,,,-0.12453186511993408
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.0374,0.86226946,-0.11603820323944092,False,,,,,,,,,,,,,,,,0.37645626068115234
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0494,8.94809,-0.11969363689422607,False,,,,,,,,,,,,,,,,-0.11943268775939941
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0253,1.0529888,-0.5165544748306274,False,,,,,,,,,,,,,,,,-0.4048558473587036
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0363,1.5339779,-0.925104022026062,False,,,,,,,,,,,,,,,,-0.8357003927230835
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,-0.0396,0.17954499,-0.27795612812042236,False,,,,,,,,,,,,,,,,-0.2779254913330078
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.2073,0.096310176,-3.137385845184326,False,,,,,,,,,,,,,,,,-0.10199606418609619
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,-0.0015,0.8384772,-0.46257197856903076,False,,,,,,,,,,,,,,,,-0.04850602149963379
Wdr26,ENSMUSG00000038733,1,181211552,181173228,-,-0.0397,0.6610729,-0.15540552139282227,False,,,,,,,,,,,,,,,,-0.15426886081695557
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,-0.0662,0.055080287,-0.07477045059204102,False,,,,,,,,,,,,,,,,-0.07312285900115967
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0143,1.3063362,-0.5181427001953125,False,,,,,,,,,,,,,,,,-0.3779951333999634
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.1166,0.35790882,-0.2630429267883301,False,,,,,,,,,,,,,,,,0.32732146978378296
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.035,0.55741334,-0.804564356803894,False,,,,,,,,,,,,,,,,-0.5459086894989014
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.1035,0.8519832,-0.6249722242355347,False,,,,,,,,,,,,,,,,-0.6232790946960449
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,-0.0462,0.09175552,-1.3620798587799072,False,,,,,,,,,,,,,,,,-0.24654126167297363
