,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.6942183,0.28915494680404663,True,0.33148421439579323,0.5760024269175291,0.5721676601663257,13.110751861625204,0.49057204037904745,0.16420161724090576,0.15815263986587524,0.35910540997164486,0.0,0.0,0.2707776449443078,0.4680963653547845,0.4255752680534176,0.4322862726951486,1.6721479745916465
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.54370445,-0.40460050106048584,False,,,,,,,,,,,,,,,
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3035307,-2.879871368408203,False,,,,,,,,,,,,,,,
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.4451483,-0.25218141078948975,False,,,,,,,,,,,,,,,
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.059181,-2.949211597442627,False,,,,,,,,,,,,,,,
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,16.230797,-13.031989097595215,False,,,,,,,,,,,,,,,
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.19292009,0.07496434450149536,True,0.11814807331530779,0.6926867142127916,0.19971632091731198,8.361065046536291,0.9072526167333124,0.07447075098752975,0.11635380238294601,0.20790547182651437,0.0,0.0,0.2008291082329594,0.22486755149582685,0.44541825633496046,1.234560892164785,2.340162876382377
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,3.0221362,-0.8996080160140991,False,,,,,,,,,,,,,,,
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.0222607,-3.543674945831299,False,,,,,,,,,,,,,,,
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.64103925,-0.034799814224243164,False,,,,,,,,,,,,,,,
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.4156035,-0.38485419750213623,False,,,,,,,,,,,,,,,
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.20417891,-1.022186040878296,False,,,,,,,,,,,,,,,
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,5.330912,-1.2404932975769043,False,,,,,,,,,,,,,,,
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.21259198,-0.10323774814605713,False,,,,,,,,,,,,,,,
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,3.4697614,-1.692302942276001,False,,,,,,,,,,,,,,,
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.23658791,-0.1443723440170288,False,,,,,,,,,,,,,,,
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.3200911,-0.4611246585845947,False,,,,,,,,,,,,,,,
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.484384,0.5436836779117584,True,0.1359960099745533,0.07947156991476508,0.20003431814424952,10.47179165159424,3.9507403400209213,0.48918670415878296,0.10928969085216522,0.17344669334135096,0.0,0.0,0.43415373514521705,1.5479377064274,0.37076718047068546,1.609987553015522,2.765496022113482
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.3294189,0.765018567442894,True,0.1829605301556952,0.22642202212751886,0.34429663320472637,9.85626323155773,3.1316903561353686,0.3530562222003937,0.17756019532680511,0.4045523165904827,0.0,0.0,0.2783194497583144,0.7790852466478985,0.39339535344584753,0.3184744528702027,2.1154062320570923
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.63401943,-0.09693551063537598,False,,,,,,,,,,,,,,,
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.20132114,-0.21113669872283936,False,,,,,,,,,,,,,,,
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.053335413,-2.5713865756988525,False,,,,,,,,,,,,,,,
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,2.5010726,0.4435456395149231,True,0.10539043453163671,0.036753091003790005,0.17738796447966135,11.21465525647544,12.50987750053406,1.0565407276153564,0.14399836957454681,0.34110297524282496,0.0,0.0,0.3613445846973897,2.9702135835402994,0.3647032759216582,0.40115212481958107,3.4092639212760583
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.75662345,-0.7015582323074341,False,,,,,,,,,,,,,,,
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.8560275,-0.7886511087417603,False,,,,,,,,,,,,,,,
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.74580026,-0.37147676944732666,False,,,,,,,,,,,,,,,
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.17786579,-0.6107792854309082,False,,,,,,,,,,,,,,,
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.40832442,-0.2773873805999756,False,,,,,,,,,,,,,,,
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.014738972,-0.2509279251098633,False,,,,,,,,,,,,,,,
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.054017056,-1.541548490524292,False,,,,,,,,,,,,,,,
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.5636663,-0.08292746543884277,False,,,,,,,,,,,,,,,
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.9782789,-0.2921098470687866,False,,,,,,,,,,,,,,,
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.9175686,-1.0198640823364258,False,,,,,,,,,,,,,,,
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.09265635,-0.027922749519348145,False,,,,,,,,,,,,,,,
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5474613,-1.3288028240203857,False,,,,,,,,,,,,,,,
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,12.276234,-3.0198779106140137,False,,,,,,,,,,,,,,,
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.6644131,-1.147075891494751,False,,,,,,,,,,,,,,,
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.117551275,-0.5013821125030518,False,,,,,,,,,,,,,,,
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.7663155,-0.49728477001190186,False,,,,,,,,,,,,,,,
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.51476437,-0.42326879501342773,False,,,,,,,,,,,,,,,
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.05766355,-3.124537944793701,False,,,,,,,,,,,,,,,
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,1.3067737,-1.6360459327697754,False,,,,,,,,,,,,,,,
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,1.3155935,-0.374605655670166,False,,,,,,,,,,,,,,,
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.30219913,0.6018664836883545,True,0.27892741000751237,0.8124692616792731,0.26074262352911637,11.679296364347072,0.5070124074816704,0.11976155638694763,0.28935763239860535,0.3674865874247879,0.0,0.0,0.3881210560073467,0.3037339408099803,0.8133931441939082,0.4104678285184514,2.8321826829445356
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.36080608,-0.14326977729797363,False,,,,,,,,,,,,,,,
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.36673215,-0.7209147214889526,False,,,,,,,,,,,,,,,
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,2.0209823,-0.055013418197631836,False,,,,,,,,,,,,,,,
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.16077521,-1.475020170211792,False,,,,,,,,,,,,,,,
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.024169339,-4.839520454406738,False,,,,,,,,,,,,,,,
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.21441467,-0.40095698833465576,False,,,,,,,,,,,,,,,
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,0.6106309,0.5335485637187958,True,0.06477777250681058,0.31893119286777205,0.2287086262994876,5.920931369177479,2.650364905893803,0.08858741819858551,0.0543985553085804,0.2675437296635395,0.0,0.0,0.01943842077349851,0.21894824301493135,0.14768240605641542,0.7147155614964518,1.8337031398562675
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.396184,0.22344833612442017,True,0.47232015053817494,0.6783432926899403,0.22142665528906458,14.010208413362651,0.192606947645545,0.17393986880779266,0.4267062544822693,0.3443519538729199,0.0,0.0,0.4375271566964381,0.4878698788395612,1.3311008916332803,0.48330794357713863,3.6164322121287515
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.23741837,-0.7504152059555054,False,,,,,,,,,,,,,,,
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.47236973,-0.4992786645889282,False,,,,,,,,,,,,,,,
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,0.9017061,-0.47207212448120117,False,,,,,,,,,,,,,,,
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.38542935,0.3540651798248291,True,0.16661420741144728,0.4791126417684241,0.29095841254172494,11.362750500107857,1.2720391836762428,0.13961951434612274,0.15558534860610962,0.28342100799357284,0.0,0.0,0.24816189675210842,0.3250941652594917,0.3845332704548692,0.6428693722524653,2.1043562014035784
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.4731803,-0.11050879955291748,False,,,,,,,,,,,,,,,
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.32949117,-0.2992750406265259,False,,,,,,,,,,,,,,,
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.4528867,-0.5944825410842896,False,,,,,,,,,,,,,,,
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,8.002501,-1.21816086769104,False,,,,,,,,,,,,,,,
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,4.405044,-2.800506353378296,False,,,,,,,,,,,,,,,
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,2.0163426,0.8338499665260315,True,1.2652960907266768,0.21266021693866238,0.5197155881698489,8.132967906652883,1.326551728248596,1.237769603729248,0.43387895822525024,0.2488511379313023,0.0,0.0,0.494279834987919,4.14160404882438,1.4100659361494512,0.8323593250211668,1.5911641152962328
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.41672686,-0.35401666164398193,False,,,,,,,,,,,,,,,
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,1.3604512,-2.9487860202789307,False,,,,,,,,,,,,,,,
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.088007435,-0.10139048099517822,False,,,,,,,,,,,,,,,
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,1.9908972,-2.3737237453460693,False,,,,,,,,,,,,,,,
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.009399976,-1.5211622714996338,False,,,,,,,,,,,,,,,
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.34615228,-0.44507431983947754,False,,,,,,,,,,,,,,,
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.12690145,0.034013569355010986,True,0.25573733134353155,1.5990504616233423,0.23851220740703893,10.273474623238668,0.37052628494799145,0.060814544558525085,0.22116540372371674,0.22595100477433244,0.0,0.0,0.3017433978602418,0.17912975605496106,0.8336443933176583,1.021304544372599,2.2742991168755577
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.19841078,0.01664447784423828,True,2.8134406943613652,1.3890748777889481,0.2468177335988588,13.554888347599329,0.10660635195672513,0.3399568498134613,1.5067546367645264,0.2436106286415283,0.0,0.0,0.4565225390260181,1.6314932671320412,7.490441425093289,0.9157790377209618,3.0388115939866926
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,7.896428,0.25587886571884155,True,0.11892857322193935,0.012896024032110608,0.11334534157167603,22.71447945621583,17.320138035880195,2.4339780807495117,0.16941526532173157,0.3025363929234793,0.0,0.0,0.1333387485243065,7.329053249509037,0.5151969987642149,0.5913919345212965,5.397343345715381
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,1.585664,0.15510207414627075,True,0.036794383835927855,0.0598448445724753,0.2879515816862233,9.675573152131165,11.034368430376054,0.20836779475212097,0.03271571174263954,0.26082629630593307,0.0,0.0,7.9749763503606e-05,0.5154346189621833,0.10540897777336168,0.7089290271686134,1.2820775875796862
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.5415815,0.8132673352956772,True,1.1110999094439473,0.5382310170837937,0.2516356100727221,12.075178813114134,0.9151677489280701,0.8369040489196777,1.3717223405838013,0.4830471500665392,0.0,0.0,0.47228652710350805,2.2242912204836505,3.7582317423075438,0.22635277627730938,3.045242137358475
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.29200184,-0.10779058933258057,False,,,,,,,,,,,,,,,
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.022947932,0.0760122537612915,True,0.35219547688264874,4.674023893731078,0.23908042690627615,7.348162509543768,0.07663013396991625,0.018049446865916252,0.2839563190937042,0.13860631757541034,0.0,0.0,0.48073553056351337,0.058285586529242574,1.1067803518461257,1.8424432711461076,3.171785046659139
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.39798054,0.37303125858306885,True,0.18230773614164236,0.45384351128076633,0.3069860092483748,8.003154184055992,1.1273749706149103,0.13493360579013824,0.1417309045791626,0.1020463092775723,0.0,0.0,0.4864165844438361,0.517047657363628,0.5129529098570668,3.8104783110923846,2.3143994245732418
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.5769088,-0.29745543003082275,False,,,,,,,,,,,,,,,
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,1.3277929,-0.14332282543182373,False,,,,,,,,,,,,,,,
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.08703102,-1.4206840991973877,False,,,,,,,,,,,,,,,
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.39251757,-0.39943814277648926,False,,,,,,,,,,,,,,,
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,4.8868794,-1.2244770526885986,False,,,,,,,,,,,,,,,
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,2.4905462,-3.862208366394043,False,,,,,,,,,,,,,,,
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.04400467,-0.0058182477951049805,False,,,,,,,,,,,,,,,
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.55864173,0.42710620164871216,True,0.48121560775000394,0.5095109956171952,0.38497830657004073,8.096770951799781,0.44577493071556096,0.26790642738342285,0.2839679419994354,0.2970739221840909,0.0,0.0,0.35029377611359724,0.7290822414141845,0.7112389181836927,0.5956385544182337,1.9812683949732413
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,0.482206,0.02400040626525879,True,0.19566972213783945,0.2658004232634066,0.1741537631592159,15.177134004371336,1.562551661431789,0.2546076476573944,0.24808147549629211,0.2673022278453315,0.0,0.0,0.29381438385781755,0.7354165457823273,0.7281905603434505,0.7984261906550963,3.665787180497163
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.05416412,-0.012052536010742188,False,,,,,,,,,,,,,,,
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.47496367,-0.5336766242980957,False,,,,,,,,,,,,,,,
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,4.9012465,-5.417459964752197,False,,,,,,,,,,,,,,,
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.25535548,-0.26445484161376953,False,,,,,,,,,,,,,,,
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.06412965,0.06392455101013184,True,0.4174520371954099,2.83321991438,0.19425972420448404,10.053607052684926,0.11817422613501549,0.0485822968184948,0.41727399826049805,0.2119877365530779,0.0,0.0,0.37620163308675414,0.14067931628811148,1.5629139655622943,1.1154408313355222,2.7283840307755427
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,2.4155388,0.004169881343841553,False,,,,,,,,,,,,,,,
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,1.2792577,-0.4973883628845215,False,,,,,,,,,,,,,,,
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.0080458,-4.9721293449401855,False,,,,,,,,,,,,,,,
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,0.87428457,0.017067134380340576,True,0.28023041168847607,0.18997846333528712,0.23111988940871622,14.275383307349523,0.7575746718049049,0.3541663587093353,0.22089387476444244,0.2077828932633541,0.0,0.0,0.24549423420611033,1.298315633026548,0.8433495065004661,1.2632471022282652,3.126674681456374
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.1682908,-0.5853933095932007,False,,,,,,,,,,,,,,,
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,1.9201915,-2.375953197479248,False,,,,,,,,,,,,,,,
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.6385103,-0.23893845081329346,False,,,,,,,,,,,,,,,
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.12711512,0.007456541061401367,False,,,,,,,,,,,,,,,
