,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm,mean,std
Rev1,ENSMUSG00000026082,Gene Expression,107,True,0.07118608131282018,0.4589805704742602,0.21218927,2.4435416388241536e-11,0.1949321977646414
Aff3,ENSMUSG00000037138,Gene Expression,113,True,0.09087242943004709,0.5712543156756118,0.51084274,-3.604571011248414e-11,0.22371930535477008
Gm16152,ENSMUSG00000087131,Gene Expression,114,True,0.09525121174028157,0.5490089477273697,0.45166898,5.7057912095483744e-11,0.23011729157488503
Rnf149,ENSMUSG00000048234,Gene Expression,280,True,0.17392626333149538,0.521908250921334,0.37957987,-1.3328408939040837e-11,0.3003662184941045
Map4k4,ENSMUSG00000026074,Gene Expression,738,True,0.4976144637499903,0.6324041384630532,0.72492695,3.1766041304713995e-10,0.4916385890311566
Il1r2,ENSMUSG00000026073,Gene Expression,11,True,0.007256385772895061,0.7973750452345036,1.1123345,7.080717248865445e-12,0.06167916750442939
Il1rl2,ENSMUSG00000070942,Gene Expression,36,True,0.017889102686869846,0.4318044990806061,0.13989964,-1.2273243231366772e-10,0.09655489365281275
Il18r1,ENSMUSG00000026070,Gene Expression,731,True,0.4827705987930424,0.6599116550850034,0.8194034,-2.8128496365100767e-10,0.47643991764087196
Il18rap,ENSMUSG00000026068,Gene Expression,556,True,0.3354557961465109,0.5566734253351049,0.46482468,-2.579602480076862e-10,0.39439912899775376
Tgfbrap1,ENSMUSG00000070939,Gene Expression,114,True,0.07095099512864883,0.4600503890566283,0.21503504,6.664204469520419e-12,0.19162001441995144
Nck2,ENSMUSG00000066877,Gene Expression,116,True,0.06952666898480375,0.4285555687394915,0.13125733,9.5520264063126e-11,0.18934796166896142
Slc39a10,ENSMUSG00000025986,Gene Expression,88,True,0.052125630049666756,0.48551587920091416,0.28277445,5.331363575616335e-11,0.16534344598289222
Stat1,ENSMUSG00000026104,Gene Expression,1160,True,1.0388458795681894,1.350660495650865,1.0642611,3.3154417235864083e-10,0.7103052051657374
Mfsd6,ENSMUSG00000041439,Gene Expression,117,True,0.08310621786040293,0.72528832263192,0.92058045,-1.1495752709922723e-10,0.21145664356748295
Pgap1,ENSMUSG00000073678,Gene Expression,63,True,0.035042519921760364,0.4826504486336754,0.27515227,-1.177342789615274e-10,0.13392262714372064
Maip1,ENSMUSG00000025971,Gene Expression,415,True,0.23880119432949964,0.47131523590475266,0.24500006,1.6216230875833018e-10,0.33649405855926223
Kctd18,ENSMUSG00000054770,Gene Expression,202,True,0.12401866301354579,0.5936530220431943,0.5704243,4.4428029796802794e-11,0.2529929829683059
Gm15834,ENSMUSG00000085054,Gene Expression,17,True,0.010253898244761979,0.4838389895265851,0.27831385,3.3321022347602094e-12,0.07402440651441121
Fam126b,ENSMUSG00000038174,Gene Expression,125,True,0.06467732477378013,0.4268358392695078,0.12668277,-2.5546117133161605e-11,0.1804512940286996
Cflar,ENSMUSG00000026031,Gene Expression,724,True,0.46289962011566516,0.49957225277003875,0.2687068,6.015832909673328e-10,0.4666087543547297
Stradb,ENSMUSG00000026027,Gene Expression,103,True,0.06713839926387383,0.9701246164860694,1.5718565,-4.887083277648307e-11,0.1855983296141433
G730003C15Rik,ENSMUSG00000097573,Gene Expression,17,True,0.01414699179446129,0.6474789956874553,0.713604,-3.878260040019856e-11,0.08936606799540908
Als2,ENSMUSG00000026024,Gene Expression,28,True,0.01967055844729119,0.7886742518939651,1.08919,-3.3321022347602094e-12,0.10335734057901357
Gm973,ENSMUSG00000047361,Gene Expression,4,True,0.004869466068590291,0.8040978437408616,1.1302174,-2.4102423098504757e-11,0.054228836189366934
Nop58,ENSMUSG00000026020,Gene Expression,846,True,0.5950743343362126,0.5345986746303061,0.25659266,-1.5966323208226003e-12,0.5174752497314393
Bmpr2,ENSMUSG00000067336,Gene Expression,17,True,0.012191294385446697,0.4621671384598509,0.2206657,9.196363540825012e-11,0.08142416973918581
Wdr12,ENSMUSG00000026019,Gene Expression,331,True,0.21648611708443366,0.44591734039810466,0.17744046,5.775643873584363e-11,0.331799137435654
Carf,ENSMUSG00000026017,Gene Expression,54,True,0.043458732792066905,0.632592762197436,0.67400587,-1.516366837302986e-12,0.15624755638665547
Nbeal1,ENSMUSG00000073664,Gene Expression,112,True,0.08830360796869753,0.9486443998117153,1.514718,6.464625429417594e-11,0.22024711682124418
Cyp20a1,ENSMUSG00000049439,Gene Expression,229,True,0.10891533648731756,0.6104485860499212,0.61510134,-7.9692778448015e-11,0.21997325926011277
Cd28,ENSMUSG00000026012,Gene Expression,1174,True,0.9386344197484376,1.0606440533384704,0.65832525,-3.861767652493968e-10,0.6591816115318132
Gm11579,ENSMUSG00000086795,Gene Expression,17,True,0.01183353095522894,0.773313173270065,1.0483288,7.108484767488446e-11,0.08145377916235413
Ctla4,ENSMUSG00000026011,Gene Expression,284,True,0.14393231080422458,0.4376317674630992,0.15540044,2.2758952451377806e-10,0.2559930938586957
Icos,ENSMUSG00000026009,Gene Expression,583,True,0.37108749122714524,0.660253101838912,0.82057613,-2.915589455415183e-11,0.4140298727385013
Gm4208,ENSMUSG00000100426,Gene Expression,43,True,0.0379448809140886,1.2029247387731556,2.1911159,4.7760132031563e-11,0.14502431221243645
Ino80d,ENSMUSG00000040865,Gene Expression,453,True,0.2553916676938444,0.42708012578108445,0.12733258,-4.753799188257898e-10,0.3533262710201534
Ino80dos,ENSMUSG00000084799,Gene Expression,13,True,0.006385670987308125,0.44638906953138885,0.17869528,2.929473214726684e-11,0.05668543847588109
Gm20342,ENSMUSG00000101599,Gene Expression,128,True,0.07468269375197749,0.5673292930874262,0.500402,-2.399113609027351e-10,0.19817512733442877
Klf7,ENSMUSG00000025959,Gene Expression,470,True,0.3368098837611561,0.6476056171292899,0.77713746,-1.1107007449200697e-12,0.4152308410630712
Ccnyl1,ENSMUSG00000070871,Gene Expression,19,True,0.009545081576926077,0.47237096771959414,0.24780835,-5.747876354961361e-11,0.06985488300863088
Plekhm3,ENSMUSG00000051344,Gene Expression,36,True,0.02529403405991201,0.5188124218266652,0.3713448,-9.801934073919616e-11,0.11691702209889523
Pikfyve,ENSMUSG00000025949,Gene Expression,120,True,0.07513137698372999,0.4584047402594266,0.21065754,4.442802979680279e-12,0.19770675917782243
Kansl1l,ENSMUSG00000026004,Gene Expression,66,True,0.044502375999392135,0.5568872435927755,0.47262564,2.4739123623180617e-11,0.15591662581635726
Lancl1,ENSMUSG00000026000,Gene Expression,206,True,0.12082092522489149,0.4309788588921183,0.1377034,7.108484767488446e-11,0.24605638375272743
Ikzf2,ENSMUSG00000025997,Gene Expression,265,True,0.39149175465034536,2.3645327092321207,6.6740403,-3.3546633436413984e-10,0.4745929483956669
Fn1,ENSMUSG00000026193,Gene Expression,5,True,0.011453885248097595,1.9114711188628057,4.0758824,-7.816556492374991e-11,0.08258192761712621
D230017M19Rik,ENSMUSG00000097131,Gene Expression,6,True,0.0054703796546212375,0.5621866540931306,0.48672232,-3.212788678176999e-12,0.05558852013732181
Rpl37a,ENSMUSG00000046330,Gene Expression,1946,True,4.280231868027043,2.4207400105139794,0.14789064,3.614289642766465e-10,0.36916316808541716
Rufy4,ENSMUSG00000061815,Gene Expression,3,True,0.008522957859042484,2.2384311174987395,4.9456115,7.936846250784792e-11,0.06889414872861913
Cxcr2,ENSMUSG00000026180,Gene Expression,28,True,0.02042200441906104,1.1069902384625068,1.9359255,-5.775643873584363e-11,0.10385836138868287
Retreg2,ENSMUSG00000049339,Gene Expression,444,True,0.2613040989617536,0.4548540952693333,0.20121264,-1.6132928319964012e-10,0.354578257253205
Ankzf1,ENSMUSG00000026199,Gene Expression,100,True,0.06783810210494838,0.4805835600527705,0.26965424,-8.219185512408516e-11,0.18969167341716092
Tuba4a,ENSMUSG00000026202,Gene Expression,885,True,0.6339370717992874,0.5381433002212079,0.26958042,3.120895546234002e-10,0.5345283345872046
A630095N17Rik,ENSMUSG00000096094,Gene Expression,5,True,0.0023746139097436812,0.6458302395403963,0.7092182,2.2873493465697687e-11,0.035236870427132645
Dnajb2,ENSMUSG00000026203,Gene Expression,59,True,0.052011178921159244,0.5105392929901393,0.3493379,1.3219942069419736e-11,0.17033459923903954
Ptprn,ENSMUSG00000026204,Gene Expression,3,True,0.002386854014845441,0.4190667803711618,0.1060167,1.207995526970197e-11,0.03604647958508904
Gmppa,ENSMUSG00000033021,Gene Expression,270,True,0.15985900582753634,0.420790491503398,0.11060186,1.1107007449200698e-10,0.28251497527124064
Stk11ip,ENSMUSG00000026213,Gene Expression,79,True,0.04961400503471932,0.44866749976323655,0.18475601,7.774905214440488e-12,0.16129174629196444
Mogat1,ENSMUSG00000012187,Gene Expression,17,True,0.013156829913249797,0.5402558841285203,0.42838544,-8.449677610353355e-11,0.08501755800833942
Acsl3,ENSMUSG00000032883,Gene Expression,33,True,0.03356226941293299,0.9759097290041343,1.5872452,3.031649005909761e-11,0.139894510704895
Utp14b,ENSMUSG00000079470,Gene Expression,10,True,0.00696763714382662,0.5809298627929668,0.53658015,-4.707462141555764e-11,0.06257928597226808
Serpine2,ENSMUSG00000026249,Gene Expression,20,True,0.013435142198514508,1.1720378115501429,2.1089551,3.5933446902426303e-11,0.08342448882645122
Col4a4,ENSMUSG00000067158,Gene Expression,15,True,0.005691081150688847,0.43478474086527785,0.14782722,1.0551657076740664e-11,0.053872515775473036
Agfg1,ENSMUSG00000026159,Gene Expression,544,True,0.3384506356574907,0.46455689851610305,0.1484442,-2.5691896605932365e-10,0.40547942035860274
Trip12,ENSMUSG00000026219,Gene Expression,715,True,0.43695402952436524,0.5898958531346937,0.57892936,2.2128976872618454e-10,0.45063574910535276
C130026I21Rik,ENSMUSG00000052477,Gene Expression,117,True,0.11033343593582585,0.729232119762801,0.9310711,-8.57322137485179e-12,0.25046901026459467
A530032D15Rik,ENSMUSG00000089844,Gene Expression,12,True,0.01164206878643016,0.6879402598628243,0.8212328,-1.2396895462734827e-10,0.08269280713968934
Gm16094,ENSMUSG00000090103,Gene Expression,3,True,0.0029105943576983517,0.4930164785737009,0.3027264,1.9038376123069624e-11,0.0408512007327971
Sp100,ENSMUSG00000026222,Gene Expression,1543,True,1.2908314559112857,0.6904874054665888,0.3367866,-1.211141066189209e-10,0.6528557062884387
Itm2c,ENSMUSG00000026223,Gene Expression,709,True,0.4617931403692351,0.6526968125517943,0.7946235,-3.18076925826485e-10,0.4705875061049599
Armc9,ENSMUSG00000062590,Gene Expression,27,True,0.019425396010544767,0.5204892550344339,0.37580526,-6.608018631056688e-11,0.10391937754964657
Ptma,ENSMUSG00000026238,Gene Expression,1900,True,3.082122272371441,2.355714096218279,0.46989328,-8.124168534620433e-11,0.6109935014934527
Pde6d,ENSMUSG00000026239,Gene Expression,252,True,0.1705057137035617,0.42075604154924534,0.11051022,-3.3765302645570124e-10,0.2972894039866209
Dis3l2,ENSMUSG00000053333,Gene Expression,135,True,0.07788967798220092,0.4500271641989347,0.18837279,-6.442064320536405e-11,0.20093111381172785
Gigyf2,ENSMUSG00000048000,Gene Expression,429,True,0.2611186034444365,0.45470653581963605,0.20082013,2.6656817878081674e-10,0.3621043313209246
Atg16l1,ENSMUSG00000026289,Gene Expression,220,True,0.13327148698135993,0.4579637749263969,0.20948455,1.6438371024817033e-10,0.26334405354274987
Dgkd,ENSMUSG00000070738,Gene Expression,342,True,0.23061675325716782,0.5284320464014864,0.39693347,2.532397698417759e-10,0.3463810484807207
Usp40,ENSMUSG00000005501,Gene Expression,119,True,0.07939313464542415,0.49558011545818376,0.3095458,-1.6339449239722588e-10,0.2066482100094511
Arl4c,ENSMUSG00000049866,Gene Expression,1554,True,1.412124691210245,1.0130331683767089,0.38570496,2.9718186806267617e-10,0.6645584244158511
Ramp1,ENSMUSG00000034353,Gene Expression,473,True,0.5701809707801787,1.2624343652638488,2.9234324,2.35156173338546e-10,0.5524108735206685
Hdac4,ENSMUSG00000026313,Gene Expression,278,True,0.19945920933800776,0.46986818781360823,0.24115084,2.0922825282431814e-10,0.32434717494930543
Gm26720,ENSMUSG00000096941,Gene Expression,11,True,0.00749382398812518,0.5791952057635849,0.53196585,4.248430349319267e-11,0.06368302670255167
Ankmy1,ENSMUSG00000034212,Gene Expression,3,True,0.002012346075125798,0.853809066957009,1.2624516,-1.7657897935863823e-11,0.03438534164118484
Dusp28,ENSMUSG00000047067,Gene Expression,133,True,0.08637791324897726,0.4895289585068559,0.29344943,-1.6216230875833018e-10,0.2126243803865194
5033417F24Rik,ENSMUSG00000097251,Gene Expression,4,True,0.0034950397049361656,0.7873907108447511,1.0857757,3.1301369235257203e-11,0.044626386485078794
9430060I03Rik,ENSMUSG00000100632,Gene Expression,34,True,0.0232094896149901,0.43258154586856895,0.14196663,-6.108854097060384e-12,0.11126689520422
Sept2,ENSMUSG00000026276,Gene Expression,48,True,0.030788227071956418,0.9351646128810351,1.4788612,5.720108836338359e-11,0.1260477235116216
Farp2,ENSMUSG00000034066,Gene Expression,6,True,0.0054612041254229905,0.5274192336950032,0.39423934,4.546660007342483e-12,0.05553392518061887
St8sia4,ENSMUSG00000040710,Gene Expression,316,True,0.1947899410336007,0.6152308575113581,0.6278224,4.887083277648307e-11,0.32040722972454244
Gin1,ENSMUSG00000026333,Gene Expression,348,True,0.2010307255958242,0.47918949399765914,0.26594597,-2.2880435345353437e-10,0.31289098597211573
Pam,ENSMUSG00000026335,Gene Expression,28,True,0.02391597642901793,0.6394872680930529,0.69234556,-8.630058014533245e-11,0.1168968626762506
1810006J02Rik,ENSMUSG00000100182,Gene Expression,5,True,0.004375359915543524,0.5290589828262803,0.39860114,1.3992226181121974e-13,0.04948218007561779
Gm7967,ENSMUSG00000100009,Gene Expression,28,True,0.03235460819094036,1.3526390623918505,2.5893629,-6.496948556564681e-11,0.136587770253058
2310035C23Rik,ENSMUSG00000026319,Gene Expression,495,True,0.30338334479429985,0.4528566959936835,0.10825906,2.199187474941738e-10,0.39067274286039355
Gm7160,ENSMUSG00000099843,Gene Expression,72,True,0.048803679673750086,0.5247507622666423,0.38714108,-2.7767518623001745e-11,0.1614041089961519
Bcl2,ENSMUSG00000057329,Gene Expression,971,True,0.9816190089558123,1.52245141069362,1.3047167,4.946783442687761e-10,0.717477763682778
D630008O14Rik,ENSMUSG00000054006,Gene Expression,5,True,0.0023566825045353355,0.6740046449461774,0.7841634,1.5202716446093455e-11,0.03607912116223205
Kdsr,ENSMUSG00000009905,Gene Expression,263,True,0.15935211051690043,0.607920643432692,0.60837686,-7.552765065456474e-11,0.2871825867344997
2900060B14Rik,ENSMUSG00000107722,Gene Expression,110,True,0.07342781381763717,0.5118622435788162,0.35285702,-3.720847495482234e-11,0.19904996083202572
Tmem185b,ENSMUSG00000098923,Gene Expression,133,True,0.08827278502730215,0.4242447767639254,0.11979042,-5.88671394807637e-11,0.2157068461836186
Dbi,ENSMUSG00000026385,Gene Expression,1338,True,1.3038279318750914,0.8601434495105558,0.89502937,1.479314554640418e-10,0.6468977756441034
Ddx18,ENSMUSG00000001674,Gene Expression,827,True,0.5663580719738733,0.5197430709515494,0.20216072,-1.1134774967823699e-10,0.5165143057944779
Mgat5,ENSMUSG00000036155,Gene Expression,108,True,0.07924285653703968,0.6331787868393868,0.6755647,-1.0652314331749045e-10,0.20724671798919433
R3hdm1,ENSMUSG00000056211,Gene Expression,782,True,0.49075834634532167,0.49095355505906535,0.23910531,3.8763455997710434e-10,0.48142662154539606
Mcm6,ENSMUSG00000026355,Gene Expression,815,True,0.6587840602894431,0.8227846840572155,1.3125259,-3.840247825561141e-10,0.52676092571045
Cxcr4,ENSMUSG00000045382,Gene Expression,105,True,0.06283480198573171,0.42257028009409775,0.11533618,-2.088117400449731e-10,0.18179736644310607
Cd55,ENSMUSG00000026399,Gene Expression,203,True,0.1514792688130535,0.6388530101792489,0.69065845,-9.128571747311824e-12,0.2873277028383396
Gm16083,ENSMUSG00000085526,Gene Expression,3,True,0.002728920305099982,0.4763570054339564,0.2584114,2.0913632715231428e-11,0.03923412971968689
Rassf5,ENSMUSG00000026430,Gene Expression,872,True,0.5750749127093137,0.508801143147231,0.16206874,-2.2857874236472248e-10,0.5090915570860444
Ikbke,ENSMUSG00000042349,Gene Expression,291,True,0.21191813042196184,0.7205580525556895,0.90799767,3.165497123022199e-10,0.335036429374471
Ctse,ENSMUSG00000004552,Gene Expression,63,True,0.044232278439709984,0.5845544962860978,0.54622185,1.3066352982036258e-10,0.15585235862387434
Nucks1,ENSMUSG00000026434,Gene Expression,1150,True,1.0010850815798018,0.8011568573384286,0.29512116,-5.414058717015462e-10,0.6112357715321391
Elk4,ENSMUSG00000026436,Gene Expression,527,True,0.34181094498247944,0.5834754472025042,0.55687803,1.5549810428880977e-10,0.41476700749048434
Mfsd4a,ENSMUSG00000059149,Gene Expression,177,True,0.12044529938946079,0.7148166065807425,0.89272517,-2.1547594451449355e-10,0.2517383010137519
Nuak2,ENSMUSG00000009772,Gene Expression,17,True,0.01581088518376922,0.6224487507825787,0.6470223,1.0095011555635829e-11,0.09562946408928948
Dstyk,ENSMUSG00000042046,Gene Expression,25,True,0.025562495519060754,0.7366256688593573,0.9507383,-3.741781601319106e-11,0.12216861218535868
Ppp1r15b,ENSMUSG00000046062,Gene Expression,449,True,0.25309636072172004,0.47613877721436354,0.25783092,-2.0603498818267293e-10,0.3475355619745534
Plekha6,ENSMUSG00000041757,Gene Expression,17,True,0.014207807201409387,0.41749757958465833,0.10184256,-4.5320440966610397e-11,0.08851723724571538
Sox13,ENSMUSG00000070643,Gene Expression,7,True,0.01028304934601487,1.3907502089802095,2.6907403,-4.0701514907382856e-11,0.07971640951881705
Zc3h11a,ENSMUSG00000102976,Gene Expression,36,True,0.023079706006147744,0.510832040832424,0.3501166,4.4983380169262824e-11,0.11011709945993158
Btg2,ENSMUSG00000020423,Gene Expression,1140,True,0.8684510760042723,0.9457831743288186,0.49755454,4.688198425511057e-10,0.6249272415343151
Klhl12,ENSMUSG00000026455,Gene Expression,178,True,0.11407922323328211,0.49782509532061037,0.31551754,-1.4661249832944922e-10,0.24654163918006053
Kdm5b,ENSMUSG00000042207,Gene Expression,198,True,0.177463175122392,0.7493181315082739,0.9845008,-7.86167871013737e-11,0.3141880465875736
Ppp1r12b,ENSMUSG00000073557,Gene Expression,50,True,0.0351314046040349,0.4594737236838442,0.21350108,3.998522681712251e-11,0.13773900585626803
Ptpn7,ENSMUSG00000031506,Gene Expression,713,True,0.45526598425496617,0.4834628318604286,0.21337791,-2.2651353316713672e-10,0.4480670588373907
Arl8a,ENSMUSG00000026426,Gene Expression,273,True,0.15696374388928105,0.43386304902469647,0.14537548,1.5549810428880977e-10,0.2767437651243953
Gm15445,ENSMUSG00000085311,Gene Expression,11,True,0.0064066705472098275,0.6233649812233483,0.64945954,-2.082563896725131e-11,0.05951309521293759
Shisa4,ENSMUSG00000041889,Gene Expression,5,True,0.00488823082984273,0.5045097065828757,0.33329892,8.458788827401527e-12,0.05298955520214327
Phlda3,ENSMUSG00000041801,Gene Expression,16,True,0.013649841737438403,0.6327738654451946,0.6744876,2.38800660157815e-11,0.08769796671379064
Lad1,ENSMUSG00000041782,Gene Expression,6,True,0.006811689738895527,1.2553567091738107,2.3305874,5.762980366556099e-13,0.06452932432643563
Tmem9,ENSMUSG00000026411,Gene Expression,231,True,0.15405598327394587,0.5076682421011324,0.34170076,3.881899103495644e-10,0.28612626027507476
Camsap2,ENSMUSG00000041570,Gene Expression,46,True,0.029450921320087052,0.5426334620948,0.4347099,-7.219554841980454e-11,0.12521935619259097
Gm33994,ENSMUSG00000104509,Gene Expression,25,True,0.023597720967248388,0.5812356142555244,0.53739345,-7.784667232706388e-11,0.11582414771720871
Zfp281,ENSMUSG00000041483,Gene Expression,282,True,0.19196063673918304,0.5035932595919936,0.33086112,8.948082876262312e-11,0.31809401019504924
Gm19705,ENSMUSG00000097113,Gene Expression,262,True,0.257974950779314,0.9009248357824995,1.3877819,3.725186170267078e-10,0.3792137638518114
A430106G13Rik,ENSMUSG00000098206,Gene Expression,4,True,0.003243818212870553,0.454809678802955,0.2010945,1.496951267640809e-11,0.042282248393139155
Gm28556,ENSMUSG00000099459,Gene Expression,5,True,0.0026069426790501374,0.5011096547047259,0.3242546,1.8951331460198692e-11,0.036961434411817165
Trove2,ENSMUSG00000018199,Gene Expression,24,True,0.01558911675008848,0.4869688422862675,0.2866394,7.566648824767975e-12,0.09137593990169376
Rgs2,ENSMUSG00000026360,Gene Expression,473,True,0.3775676901161569,0.9005769976371653,1.6459849,-2.310257549433745e-10,0.4531339401431289
Rgs1,ENSMUSG00000026358,Gene Expression,374,True,0.2795357472677371,1.0720233339959122,2.234829,2.3283064365386963e-10,0.38818845361228976
Rgs18,ENSMUSG00000026357,Gene Expression,4,True,0.002887183990220894,0.6249067466523643,0.6535607,-1.9598471921075582e-11,0.04065758954528616
BC003331,ENSMUSG00000006010,Gene Expression,267,True,0.15822988584810044,0.4333652489087808,0.14405131,1.243984834310478e-10,0.28413273353666635
Prg4,ENSMUSG00000006014,Gene Expression,5,True,0.003713393577587288,0.49922162829687605,0.31923237,-1.971493822233124e-11,0.045116253189895976
Gm10138,ENSMUSG00000100954,Gene Expression,114,True,0.07352961158050832,0.4838524352567326,0.2783496,-1.321733886454883e-10,0.19763810402691906
Swt1,ENSMUSG00000052748,Gene Expression,491,True,0.3131093884274873,0.4855316702331904,0.22048348,1.066272715123267e-10,0.39748636250407515
Trmt1l,ENSMUSG00000053286,Gene Expression,447,True,0.29031878301288644,0.5410098779673191,0.41102716,-8.441325661392531e-11,0.3875561009448318
Rnf2,ENSMUSG00000026484,Gene Expression,247,True,0.15520492865044463,0.6081392327297247,0.6089583,7.552765065456474e-11,0.2789532524049766
Rgl1,ENSMUSG00000026482,Gene Expression,5,True,0.003889260756443177,0.5395877307169998,0.42660812,-4.3573446447775545e-11,0.04726121735172748
Arpc5,ENSMUSG00000008475,Gene Expression,1639,True,1.767153163602337,0.9809701817323023,0.6022209,-1.6925495736285396e-10,0.6868297288733688
Ncf2,ENSMUSG00000026480,Gene Expression,18,True,0.020173102920970486,1.2874371246196796,2.4159226,-1.1107007449200698e-11,0.11051165858484582
Rgs16,ENSMUSG00000026475,Gene Expression,64,True,0.03532719854058398,0.6355251548159918,0.68180615,9.002533244812104e-11,0.13201978058887806
Gm28513,ENSMUSG00000099568,Gene Expression,3,True,0.002812663039262294,0.5177509296088455,0.36852118,1.6645596979228144e-11,0.040008619280977126
Rnasel,ENSMUSG00000066800,Gene Expression,295,True,0.20227534620924656,1.0643128138645854,1.8224015,5.775643873584363e-11,0.3225602738114468
Glul,ENSMUSG00000026473,Gene Expression,404,True,0.24505638547607275,0.4862311785794341,0.28467718,-3.4452548731489415e-10,0.34911337731297204
Ier5,ENSMUSG00000056708,Gene Expression,1028,True,0.7789498214364984,0.897098414085105,1.5848165,-2.1745438021638241e-10,0.5972169102499791
Mr1,ENSMUSG00000026471,Gene Expression,70,True,0.04489178281323908,0.5373185071886435,0.42057186,-1.3661619162516857e-10,0.15274860408641622
Xpr1,ENSMUSG00000026469,Gene Expression,285,True,0.17261404677943976,0.4328832431717917,0.14276914,-1.5549810428880977e-10,0.29775301943870996
Soat1,ENSMUSG00000026600,Gene Expression,216,True,0.12228853218297683,0.6284738112657831,0.6630493,-1.1995568045136755e-10,0.24886916880506546
Abl2,ENSMUSG00000026596,Gene Expression,105,True,0.06258955935872287,0.6973707160673854,0.8463183,3.3321022347602094e-12,0.18067649705601696
Ralgps2,ENSMUSG00000026594,Gene Expression,190,True,0.13962072772338424,0.5769741976861034,0.5260579,-7.73065073163508e-11,0.27396720643820427
