,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7248381,-1.2358694076538086,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.6186253,0.14806193113327026,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.5304241,-1.3133742809295654,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.25099415,-0.5314682722091675,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.740706,-0.3085761070251465,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.03816078,-3.0925984382629395,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.6938158,0.0486331582069397,True
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.3654941,-0.31893980503082275,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.158906,-0.31851255893707275,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.08308487,-1.7460412979125977,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,4.1537533,-0.30196666717529297,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.440176,0.6676702797412872,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.65226203,-0.07951951026916504,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.42572978,-0.3180350065231323,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.21805026,0.0797223448753357,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.8680388,-1.3501815795898438,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3819048,-0.7101448774337769,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.52145696,-0.2018653154373169,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.8138386,-0.39423656463623047,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.2704177,-1.2457172870635986,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.5122647,-5.290472030639648,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.58433855,0.1226699948310852,True
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.4757826,-0.20926141738891602,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.23585773,-0.4292733669281006,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.5001793,-0.9990365505218506,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.6124731,-0.6131148338317871,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.7664511,-1.0569398403167725,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.5056678,-0.7694566249847412,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,7.294493,-2.075430154800415,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33950534,-0.792296290397644,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.0126657775,-0.4001481533050537,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.82335335,-0.33595919609069824,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.302513,-0.33517563343048096,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2676735,-0.31687796115875244,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.2222774,-1.248950481414795,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.2942117,-1.2388103008270264,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31409964,-1.2631950378417969,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.0881516,0.0038016438484191895,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.74721277,-0.03957927227020264,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3702209,-2.48604679107666,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.4282597,-0.17237496376037598,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,2.665419,-3.0124363899230957,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,17.839699,-4.893223762512207,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.20924453,0.13625192642211914,True
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,3.4875066,-0.36689066886901855,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.2138133,-2.732971668243408,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.6770153,-0.27673017978668213,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.1541713,-0.1831444501876831,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.22187829,-0.6114153861999512,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,4.784219,-1.405226230621338,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.2796694,-0.19038057327270508,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,3.6427748,-1.2510149478912354,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.178807,0.034339308738708496,True
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.5143461,-0.40172111988067627,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,1.3829138,0.5340411961078644,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.3081176,0.7783394604921341,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.53552836,-0.08554041385650635,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.2771715,-0.058651089668273926,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.05120065,-2.3073532581329346,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,1.6172009,0.2620694041252136,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.87523293,-0.6047791242599487,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.6292557,-0.7642512321472168,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.7433091,-0.4226146936416626,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.1940873,-0.5478757619857788,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.42162105,-0.3288156986236572,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.014070491,-0.13938939571380615,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.049457144,-0.611565113067627,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.6106555,-0.28165483474731445,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.8670335,-0.4661058187484741,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.92345744,-0.7461000680923462,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.095188074,-0.025890827178955078,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5216664,-1.4816381931304932,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,12.1334,-3.0473217964172363,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.6538662,-1.302415370941162,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.14382052,-0.6309727430343628,False
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.758099,-0.44759559631347656,False
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.52375764,-0.09632277488708496,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.059356663,-2.8349149227142334,False
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,2.2097523,-0.913172721862793,False
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,1.3324456,-0.09083044528961182,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.28817815,0.5990332067012787,True
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.45134294,-0.03379833698272705,False
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.37352902,-0.6803265810012817,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,0.903755,0.4088801145553589,True
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.18166216,-2.263922691345215,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.023689099,-4.63712215423584,False
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.18292554,-0.3012782335281372,False
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,0.43907452,0.534206211566925,True
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.3856783,0.15195924043655396,True
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.23842071,-0.6863608360290527,False
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.44257265,-0.41394829750061035,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,0.871381,-0.40819597244262695,False
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.38746002,0.38213586807250977,True
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.5640274,-0.30589747428894043,False
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.33553603,-0.23097729682922363,False
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.3376787,-0.40460634231567383,False
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,10.892117,-0.749545693397522,False
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,4.501195,-2.556288480758667,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,2.0068393,0.7650140970945358,True
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.4098279,-0.2894405126571655,False
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,1.1981622,-2.78124737739563,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.08740098,-0.19117796421051025,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,1.9834843,-2.555255174636841,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.009499728,-1.3929557800292969,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.36189678,-0.32667994499206543,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.13022384,0.05960649251937866,True
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.20965979,-0.945904016494751,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,8.068335,0.6148957312107086,True
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,4.805974,-0.012693524360656738,False
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.5406414,0.8307326883077621,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.4459438,-0.31828463077545166,False
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.045036606,0.0008445382118225098,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.3946723,0.5846323370933533,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.465055,-0.09792184829711914,False
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,1.3828118,-0.06483995914459229,False
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.08325689,-1.1576991081237793,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.26305425,0.30597972869873047,True
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,4.7742,-1.0848004817962646,False
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,2.6665118,-3.1556286811828613,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.043683607,0.009593725204467773,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.549207,0.4765512943267822,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,0.48971298,0.40260738134384155,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.05453881,-0.028034448623657227,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.49598432,-0.4961719512939453,False
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,4.829189,-5.013730525970459,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.25780797,-0.38046157360076904,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.05891487,0.09991753101348877,True
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,2.3864398,-0.19843900203704834,False
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,1.2678217,-0.4090389013290405,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.0100547,-2.7165181636810303,False
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,1.4695947,-0.25722503662109375,False
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.19173972,-0.9254533052444458,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,1.8873209,-1.5427813529968262,False
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.43870682,-0.2777860164642334,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.1325188,-0.014616012573242188,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,0.0133,0.03351512,0.2857293486595154,True
Odr4,ENSMUSG00000006010,1,150393080,150361305,-,0.0275,0.45863092,-0.624616265296936,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0426,1.0987636,-1.334078311920166,False
Rnf2,ENSMUSG00000026484,1,151500955,151458004,-,0.0044,4.2772455,-2.4946184158325195,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,-0.0181,2.279289,0.43316423892974854,True
Tsen15,ENSMUSG00000014980,1,152386688,152370735,-,0.0648,0.26054314,-0.4425628185272217,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,-0.0351,3.0769067,-1.8725707530975342,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0098,1.4540552,0.24810045957565308,True
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.1253,0.54210955,0.27096760272979736,True
Cacna1e,ENSMUSG00000004110,1,154884501,154390731,-,-0.0145,12.564263,0.8680820316076279,True
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0649,3.5732343,-4.357783317565918,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.0365,0.358715,-0.3546159267425537,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0861,1.1721859,-0.5797115564346313,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,-0.0217,1.1245872,-0.9944716691970825,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,0.0121,0.4620665,-0.22208058834075928,False
Tor3a,ENSMUSG00000060519,1,156674356,156653617,-,-0.0162,1.6854532,-0.3520669937133789,False
Fam20b,ENSMUSG00000033557,1,156719086,156678532,-,0.0026,1.076802,-0.5760321617126465,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0577,0.7819841,0.45265311002731323,True
Rasal2,ENSMUSG00000070565,1,157412595,157135182,-,0.0401,2.965976,-0.39278411865234375,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.3057,0.035012487,0.2280293107032776,True
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.098,7.6288457,-1.2447888851165771,False
Zbtb37,ENSMUSG00000043467,1,161034849,161002922,-,-0.0742,0.22649084,-0.30748915672302246,False
Dars2,ENSMUSG00000026709,1,161070658,161040601,-,0.1329,0.6126098,-0.5368829965591431,False
Klhl20,ENSMUSG00000026705,1,161131511,161088375,-,-0.0361,0.6973866,-0.5595667362213135,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0375,0.13376911,-1.472238540649414,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,-0.0855,0.54489684,0.6347192823886871,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0777,2.6983142,-0.41462981700897217,False
Dnm3,ENSMUSG00000040265,1,162478034,161982453,-,0.033,3.5230026,-0.13173234462738037,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0631,0.55079997,-0.462660551071167,False
Gorab,ENSMUSG00000040124,1,163403669,163384908,-,0.002,0.45841244,-0.40990161895751953,False
BC055324,ENSMUSG00000041406,1,163994796,163945993,-,0.0465,1.1237406,0.39196157455444336,True
Blzf1,ENSMUSG00000026577,1,164307489,164289800,-,-0.0005,0.9496757,-0.7546321153640747,False
Atp1b1,ENSMUSG00000026576,1,164458355,164437109,-,-0.1274,0.107808635,0.5824950635433197,True
Xcl1,ENSMUSG00000026573,1,164935527,164931644,-,-0.0113,0.012471291,0.10727667808532715,True
Sft2d2,ENSMUSG00000040848,1,165194438,165174337,-,0.0111,0.36239988,-0.5335755348205566,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.073,0.7547888,-1.5216491222381592,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0557,4.356407,-0.8577624559402466,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.006,1.3892037,-0.3818352222442627,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.045,4.5647683,-2.3766846656799316,False
Pogk,ENSMUSG00000040596,1,166409863,166384622,-,-0.0206,2.099999,-0.6979242563247681,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.1692,0.91953903,0.20358288288116455,True
Mgst3,ENSMUSG00000026688,1,167393841,167371966,-,0.056,0.03031837,-0.12478423118591309,False
Pbx1,ENSMUSG00000052534,1,168432270,168119364,-,0.0112,33.45943,0.5115158259868622,True
Nuf2,ENSMUSG00000026683,1,169531464,169497934,-,0.2757,0.21711041,0.6904690265655518,True
Hsd17b7,ENSMUSG00000026675,1,169969241,169949535,-,0.0106,0.65823746,-0.5109286308288574,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.1021,0.88415664,-0.03831160068511963,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0252,0.350835,-0.6336171627044678,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0034,5.0440793,-0.23123395442962646,False
Dusp12,ENSMUSG00000026659,1,170885540,170873498,-,0.0272,0.74219453,-0.43044233322143555,False
Fcrla,ENSMUSG00000038421,1,170927583,170917576,-,-0.0332,1.9280354,-1.1232736110687256,False
Fcgr2b,ENSMUSG00000026656,1,170976547,170958617,-,-0.0851,0.20847028,0.5471351444721222,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.113,0.2012132,-1.2085857391357422,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0376,0.022952834,0.5352570116519928,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.1838,0.044047,-0.7902390956878662,False
Usp21,ENSMUSG00000053483,1,171287991,171281945,-,-0.0292,0.35752153,-0.4244323968887329,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1682,0.16911614,-0.6646028757095337,False
Ly9,ENSMUSG00000004707,1,171607410,171588624,-,-0.0381,0.08822654,-1.9917583465576172,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0004,1.1881436,-0.2398989200592041,False
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0125,0.79123944,-0.9274958372116089,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.0488,0.48670954,-0.07332837581634521,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.14,0.290513,0.4384884834289551,True
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.1299,0.28890225,0.43832772970199585,True
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.1621,0.59885055,0.7221581637859344,True
Ifi207,ENSMUSG00000073490,1,173741747,173723427,-,-0.0174,1.5566452,0.9262685477733612,True
Ifi204,ENSMUSG00000073489,1,173766943,173747293,-,-0.017,0.09457644,0.597025603055954,True
Mndal,ENSMUSG00000090272,1,173880881,173849126,-,-0.0626,0.83272105,0.5339849889278412,True
Ifi211,ENSMUSG00000026536,1,173913046,173896345,-,0.0448,0.55103284,0.3614155054092407,True
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.1247,0.121817224,0.08380931615829468,True
Ifi205,ENSMUSG00000054203,1,174031810,174011998,-,-0.0059,0.1929279,0.739553689956665,True
Fh1,ENSMUSG00000026526,1,175625635,175600374,-,0.1929,0.089320734,-0.47938859462738037,False
Cep170,ENSMUSG00000057335,1,176814067,176733653,-,0.018,1.138574,-0.661383867263794,False
Akt3,ENSMUSG00000019699,1,177258203,177020073,-,-0.0476,13.776385,-1.8220040798187256,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.1211,0.8247251,-0.15355265140533447,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.3146,0.37437034,0.6229896545410156,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0447,14.2134,-0.027601003646850586,False
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0042,1.2523997,-1.2355883121490479,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0283,1.5144658,-1.8862581253051758,False
Coq8a,ENSMUSG00000026489,1,180199602,180165238,-,-0.0404,0.3137755,-0.7664544582366943,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,0.0071,0.27602303,-0.4299798011779785,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.1227,0.20061707,-1.1302623748779297,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,0.0139,0.79190266,-0.41997218132019043,False
Wdr26,ENSMUSG00000038733,1,181212001,181173228,-,-0.08,0.7731386,-0.24722075462341309,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,0.1492,0.12829967,-0.16810572147369385,False
Degs1,ENSMUSG00000038633,1,182282804,182275772,-,0.0643,0.064128004,-1.1969857215881348,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0334,0.8890719,-0.48712897300720215,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.0463,0.49233848,-0.3141911029815674,False
Disp1,ENSMUSG00000030768,1,183221522,183086266,-,-0.0278,2.4762297,-1.35909104347229,False
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.0228,0.66357636,-0.6646156311035156,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.0814,0.5548932,-1.1932859420776367,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,0.0316,0.109292515,-2.3360402584075928,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,0.0217,1.1568364,-1.0654897689819336,False
Rrp15,ENSMUSG00000001305,1,186749358,186720978,-,0.0713,0.1320152,0.12946969270706177,True
Kctd3,ENSMUSG00000026608,1,189007841,188971095,-,-0.0055,0.75970024,-0.6555545330047607,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.1974,0.069483355,0.8157735019922256,True
Smyd2,ENSMUSG00000026603,1,189922363,189880492,-,0.0943,0.2085873,0.07248574495315552,True
Flvcr1,ENSMUSG00000066595,1,191026158,191005847,-,-0.0064,1.141372,-0.8668150901794434,False
Tatdn3,ENSMUSG00000026632,1,191062932,191045826,-,0.0226,0.2640088,-0.19692111015319824,False
Atf3,ENSMUSG00000026628,1,191218039,191170296,-,-0.0184,1.1075044,0.8165265619754791,True
Nenf,ENSMUSG00000037499,1,191318194,191306789,-,0.0819,0.13277797,-1.2067666053771973,False
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,-0.0256,1.113099,-0.7104789018630981,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.1749,2.6298797,0.8152638375759125,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0138,1.6394513,-0.9226105213165283,False
Rcor3,ENSMUSG00000037395,1,192138062,192098546,-,-0.0359,0.26708737,-0.23451602458953857,False
Utp25,ENSMUSG00000016181,1,193130272,193091104,-,0.0153,1.2599413,-0.86525559425354,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0704,0.53939456,0.05050176382064819,True
