,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,42.770058,-0.8151475191116333,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.24171363,-0.18200910091400146,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4241886,-0.1855487823486328,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06342982,-1.5345237255096436,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.8458375,-0.8249502182006836,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.0867066,-0.5854678153991699,False,,,,,,,,,,,,,,,
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.45280832,-0.2638578414916992,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.7693316,-0.17128515243530273,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.9414198,-5.036876201629639,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.034208,-1.2827236652374268,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.0410686,-2.866673707962036,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.5943334,-2.3676483631134033,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.30701205,-1.9289474487304688,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.842747,-3.7431817054748535,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.043859534,-8.899567604064941,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,2.7667444,-0.5030590295791626,False,,,,,,,,,,,,,,,
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,2.4764764,-0.5420467853546143,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.1920522,-1.1155295372009277,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.057976216,-2.7341036796569824,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.5514605,-0.5275346040725708,False,,,,,,,,,,,,,,,
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.666864,0.9617291390895844,True,0.4396681309395327,0.037130660400042224,0.5014190262075251,6.206751192281942,9.271200914382936,3.460679531097412,0.20250004529953003,0.5616539117998361,0.0,0.0,0.4493504700895086,10.743210950482954,0.6082308132699208,0.15217150357448725,1.5008655085318259
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,1.1381297,-0.7430509328842163,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.3059817,0.04824864864349365,True,0.03207186483861735,0.6147103644660323,0.21658281560919443,14.900083964599697,0.7494813843071462,0.020413346588611603,0.03670135885477066,0.22567755793776206,0.0,0.0,0.001079304028310625,0.05611716767247361,0.11055959158994513,0.9404676071011433,2.924808174679793
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.245415,-0.40625178813934326,False,,,,,,,,,,,,,,,
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,2.2696245,0.30433374643325806,True,0.03761186455333719,0.10283748637915036,0.13235180324707585,21.326401927520653,2.053083997964859,0.10821373760700226,0.06764180213212967,0.2719832406040578,0.0,0.0,0.3131926180182245,0.38437887819035016,0.1894440996492731,0.7624806059181529,6.382202841950975
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3576586,-0.4714033603668213,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.24045087,-0.4506347179412842,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.929663,-0.728216290473938,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.753876,-0.9019583463668823,False,,,,,,,,,,,,,,,
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,6.230754,-0.44000518321990967,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.931884,-0.7900065183639526,False,,,,,,,,,,,,,,,
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.572801,-2.2418830394744873,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.4564012,-1.3641669750213623,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.6463284,-1.1887235641479492,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.81754375,-0.565430760383606,False,,,,,,,,,,,,,,,
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.5094849,-0.6165924072265625,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.4535997,-1.2606523036956787,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.092441,-1.2108967304229736,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.26335406,-1.3148410320281982,False,,,,,,,,,,,,,,,
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.032944128,-0.5790505409240723,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.2949545,-0.4724149703979492,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.1073327,-2.1417009830474854,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.1145904,-0.340404748916626,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.8246968,-0.5366085767745972,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.5065811,-2.044323444366455,False,,,,,,,,,,,,,,,
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.4174499,-4.670413017272949,False,,,,,,,,,,,,,,,
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.0356659,-0.5026551485061646,False,,,,,,,,,,,,,,,
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,1.0888926,-0.781551718711853,False,,,,,,,,,,,,,,,
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.3190026,-0.6954954862594604,False,,,,,,,,,,,,,,,
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.36433437,-0.8027292490005493,False,,,,,,,,,,,,,,,
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,9.00187,-4.408257484436035,False,,,,,,,,,,,,,,,
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,21.28227,-3.069960594177246,False,,,,,,,,,,,,,,,
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.5346846,-1.2690355777740479,False,,,,,,,,,,,,,,,
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,3.852401,-0.9658535718917847,False,,,,,,,,,,,,,,,
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,3.239759,-3.608224868774414,False,,,,,,,,,,,,,,,
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.92972285,-0.5120793581008911,False,,,,,,,,,,,,,,,
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.2861344,-1.8197338581085205,False,,,,,,,,,,,,,,,
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.55930877,-4.648708343505859,False,,,,,,,,,,,,,,,
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,12.989199,-2.868795156478882,False,,,,,,,,,,,,,,,
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.44768566,-0.19868552684783936,False,,,,,,,,,,,,,,,
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,9.365436,0.6173186004161835,True,0.037508948226649894,0.0502886338690663,0.27229221180376084,16.851534265001774,8.071927571296692,0.3016356825828552,0.03923690691590309,0.22795302411032897,0.0,0.0,0.22545869660784396,0.9003545082571454,0.10419967246306097,1.0239625533672856,2.7160108713341615
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.17408104,-3.397284507751465,False,,,,,,,,,,,,,,,
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.4778036,-0.169966459274292,False,,,,,,,,,,,,,,,
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,5.7148685,0.8238065242767334,True,0.291433655825876,0.10929322332608987,0.44508158343481175,13.111072873731882,2.438274287581444,0.7256110310554504,0.13726432621479034,0.35858841390546436,0.0,0.0,0.4097334082547574,1.962532767419152,0.40862156726933757,0.3809461800330089,1.7287437980809293
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.3831371,-0.04487907886505127,False,,,,,,,,,,,,,,,
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,0.0,False,,,,,,,,,,,,,,,
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.5423261,-2.763777256011963,False,,,,,,,,,,,,,,,
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.05364442,-3.9308013916015625,False,,,,,,,,,,,,,,,
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,4.720252,-0.4119168519973755,False,,,,,,,,,,,,,,,
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.1914684,-1.2664382457733154,False,,,,,,,,,,,,,,,
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.39284724,-1.068476915359497,False,,,,,,,,,,,,,,,
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.8271447,-0.7511537075042725,False,,,,,,,,,,,,,,,
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.16165885,-0.7654480934143066,False,,,,,,,,,,,,,,,
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.65666497,-0.5822535753250122,False,,,,,,,,,,,,,,,
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.016380006,-2.978856086730957,False,,,,,,,,,,,,,,,
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.09014524,-6.742480754852295,False,,,,,,,,,,,,,,,
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.2466534,0.08062732219696045,True,0.10416695804826355,0.31238101338617075,0.26661529582047866,20.088817501106845,1.7858711904287334,0.09006895869970322,0.07035569101572037,0.21587393875614927,0.0,0.0,0.035279444349067254,0.3603153157836001,0.3021320125152325,1.1813847147365482,2.7714678293870683
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.668178,-0.4656752347946167,False,,,,,,,,,,,,,,,
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.9197664,-4.442427635192871,False,,,,,,,,,,,,,,,
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.21671903,0.24130690097808838,True,0.24157709758301954,3.6277981723395563,0.24975714663732662,2.465654842367908,0.5934664875268936,0.0304100438952446,0.08454827964305878,0.10955081589037818,0.0,0.0,0.22660589134563192,0.06357426992552556,0.1799837594996367,0.40069071396164224,0.7663808191265888
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5630759,0.09415125846862793,True,0.3333085780780271,0.14875594545118487,0.1963218373959571,17.08932789046067,0.7205324918031693,0.2673901319503784,0.1948278844356537,0.2251787606775244,0.0,0.0,0.2849350538522899,1.9213634146470393,1.283900733651786,1.282272506896609,4.664897461851516
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,14.888585,-0.4126250743865967,False,,,,,,,,,,,,,,,
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.800991,-0.08576953411102295,False,,,,,,,,,,,,,,,
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.12199108,-0.8942533731460571,False,,,,,,,,,,,,,,,
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.7819385,-2.103990316390991,False,,,,,,,,,,,,,,,
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.6841358,-0.9720152616500854,False,,,,,,,,,,,,,,,
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.0727599,0.12033325433731079,True,0.4911492374081492,0.6923791024926056,0.04586239473409422,59.219341524349055,0.04586091801524163,0.11170995980501175,1.150935411453247,0.23812772357578443,0.0,0.0,0.45696745767893304,0.5663673115035065,7.8490958296019455,1.021190353310938,14.17182622619556
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,2.1660004,-2.021226644515991,False,,,,,,,,,,,,,,,
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,2.0879757,-0.21130108833312988,False,,,,,,,,,,,,,,,
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.37070152,0.32869672775268555,True,0.10818356360855647,0.1841145865712716,0.07375615836771802,50.28162443493353,0.27278577446937563,0.15451227128505707,0.2676351070404053,0.24958251137584964,0.0,0.0,0.42292476089508313,0.5012605142914012,1.17971470952034,0.8683736671566848,8.95988835586823
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.2932119,-0.2822117805480957,False,,,,,,,,,,,,,,,
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.38101527,-2.3326125144958496,False,,,,,,,,,,,,,,,
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,2.7527955,-1.7532331943511963,False,,,,,,,,,,,,,,,
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.14608197,-0.49762022495269775,False,,,,,,,,,,,,,,,
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.034328204,-7.927350997924805,False,,,,,,,,,,,,,,,
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.38957465,-2.2930550575256348,False,,,,,,,,,,,,,,,
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,1.1135966,-0.22703635692596436,False,,,,,,,,,,,,,,,
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.40621257,0.10118955373764038,True,0.10452114811594608,0.2326321615981698,0.07458786580737214,36.63231694884072,0.229532937258482,0.10253434628248215,0.21106983721256256,0.26480833379865987,0.0,0.0,0.3048200478902708,0.3673580616560566,0.968384062421733,0.8027498164752715,8.427480249685011
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.4489769,-2.8530046939849854,False,,,,,,,,,,,,,,,
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.5023931,-0.5726268291473389,False,,,,,,,,,,,,,,,
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,0.3280455,-0.1528477668762207,False,,,,,,,,,,,,,,,
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.5556274,-1.331223487854004,False,,,,,,,,,,,,,,,
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.8455734,-0.22690296173095703,False,,,,,,,,,,,,,,,
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.35563943,-1.520601511001587,False,,,,,,,,,,,,,,,
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.3326769,-0.9453179836273193,False,,,,,,,,,,,,,,,
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,0.0,-3.3772802352905273,False,,,,,,,,,,,,,,,
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,5.4041495,-3.011810779571533,False,,,,,,,,,,,,,,,
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,4.1320615,0.7799443304538727,True,0.22611379616528757,0.08065898857258152,0.2921317947739499,10.519993736859599,2.3974261915683748,0.818675696849823,0.161349818110466,0.3395629964503001,0.0,0.0,0.2885441869643294,2.0998779468507993,0.4834552790070402,0.39927012834296555,2.370730123387354
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.45162436,-0.8404138088226318,False,,,,,,,,,,,,,,,
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,1.8984545,-0.09561944007873535,False,,,,,,,,,,,,,,,
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.08954024,-1.792651891708374,False,,,,,,,,,,,,,,,
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,3.0662649,-1.0959281921386719,False,,,,,,,,,,,,,,,
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.008310298,-3.3958520889282227,False,,,,,,,,,,,,,,,
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.3303478,0.04078876972198486,True,0.06518481472657055,0.5470803176344216,0.1739300078097465,18.206426622479693,0.7447580188016096,0.04729681462049484,0.0803883746266365,0.22853276174380951,0.0,0.0,0.047948274705355697,0.13147697377907644,0.2562746024080392,1.0380070142132682,3.1067782026657302
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.20446023,-0.4919360876083374,False,,,,,,,,,,,,,,,
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.225994,-1.3573389053344727,False,,,,,,,,,,,,,,,
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,14.542475,0.8374714106321335,True,0.3003227807013375,0.02690846605440472,0.2658437690757812,20.02012061247492,5.388402879238129,3.268251419067383,0.25929343700408936,0.4440619036841819,0.0,0.0,0.2871040270414663,8.424176619345609,0.6478113752372305,0.2872622277200825,3.2070368659251036
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,3.193782,-0.07656645774841309,False,,,,,,,,,,,,,,,
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.53606534,0.6433364450931549,True,1.3779874560645737,0.6946362828095013,0.345320812973569,14.782102251990734,0.26820142596960067,0.49231430888175964,0.8673276305198669,0.38858056254405793,0.0,0.0,0.4742551597313672,1.6899726426091717,2.9079051660052664,0.42244747134179783,2.415427281490648
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.36841917,-0.3811495304107666,False,,,,,,,,,,,,,,,
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.054998443,-1.015667200088501,False,,,,,,,,,,,,,,,
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,1.3274058,-0.2606927156448364,False,,,,,,,,,,,,,,,
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.6068217,-1.4398236274719238,False,,,,,,,,,,,,,,,
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,0.78381497,-0.1530822515487671,False,,,,,,,,,,,,,,,
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.07386847,-3.282980442047119,False,,,,,,,,,,,,,,,
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.87426585,-0.4709289073944092,False,,,,,,,,,,,,,,,
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,5.982124,0.14460861682891846,True,0.06056004778344265,0.0192637979769049,0.07310910485900117,20.34912491200573,7.319372320175171,0.5275865197181702,0.10451722145080566,0.09651470337574018,0.0,0.0,0.40808612597122595,2.5088216788529603,0.4236135842471287,0.4386007471433562,10.283767464237158
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,3.9992068,-1.9699699878692627,False,,,,,,,,,,,,,,,
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.043741576,-4.91641092300415,False,,,,,,,,,,,,,,,
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.6689649,0.265577495098114,True,0.26431454062148313,0.4388769652376887,0.2530504483849976,20.59097508782794,0.8268713200092317,0.15259690582752228,0.2309148609638214,0.2746190343272157,0.0,0.0,0.41351134485611446,0.536665868224983,0.7558034352701286,0.7331076896165699,3.6247881072654007
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,0.984151,0.4437105655670166,True,0.3089942335290633,0.2560760307279554,0.23019688722913328,21.07382849177111,0.44609830051660543,0.2762778103351593,0.2926289141178131,0.3498719222122714,0.0,0.0,0.355910525423597,0.825903304335514,0.7821967737941906,0.4083831714904481,3.9392452098350557
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.048240777,-0.87049400806427,False,,,,,,,,,,,,,,,
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.61699456,-0.7019948959350586,False,,,,,,,,,,,,,,,
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,10.559279,-8.483019828796387,False,,,,,,,,,,,,,,,
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.20963956,-1.2152485847473145,False,,,,,,,,,,,,,,,
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.1209876,-0.37557339668273926,False,,,,,,,,,,,,,,,
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,1.8616863,-0.4426143169403076,False,,,,,,,,,,,,,,,
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,0.8945927,-0.4397181272506714,False,,,,,,,,,,,,,,,
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.3926642,-0.5179703235626221,False,,,,,,,,,,,,,,,
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,2.0195677,0.4546799659729004,True,0.043177966798160286,0.022010850187089807,0.032788513429244624,82.0429164267936,1.0269404768943786,0.3444764316082001,0.15849517285823822,0.2085807227172941,0.0,0.0,0.24095473828074704,1.6388098157207152,0.9247677896557184,1.330780942423781,19.908127981625118
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.20582065,-1.661414384841919,False,,,,,,,,,,,,,,,
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,2.497848,-0.3059598207473755,False,,,,,,,,,,,,,,,
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.9063604,-0.4441096782684326,False,,,,,,,,,,,,,,,
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.11641132,-0.5993348360061646,False,,,,,,,,,,,,,,,
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,0.0133,0.05984696,-0.3275716304779053,False,,,,,,,,,,,,,,,
Odr4,ENSMUSG00000006010,1,150393080,150361305,-,0.0275,0.36197644,-1.2173535823822021,False,,,,,,,,,,,,,,,
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0426,1.9834074,-1.3156795501708984,False,,,,,,,,,,,,,,,
Rnf2,ENSMUSG00000026484,1,151500955,151458004,-,0.0044,5.495155,-1.159440279006958,False,,,,,,,,,,,,,,,
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,-0.0181,4.2298274,-0.45126330852508545,False,,,,,,,,,,,,,,,
Tsen15,ENSMUSG00000014980,1,152386688,152370735,-,0.0648,0.34795052,-0.564847469329834,False,,,,,,,,,,,,,,,
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,-0.0351,4.099329,-1.1743946075439453,False,,,,,,,,,,,,,,,
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0098,2.6734836,-0.5123693943023682,False,,,,,,,,,,,,,,,
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.1253,0.51951975,-1.0894522666931152,False,,,,,,,,,,,,,,,
Cacna1e,ENSMUSG00000004110,1,154884501,154390731,-,-0.0145,0.0,-0.24320578575134277,False,,,,,,,,,,,,,,,
