,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.0067172023,-0.6487305164337158,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.46139616,-0.17701077461242676,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.23996359,-0.08027660846710205,False
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.2029959,-2.8694024085998535,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,13.399345,0.9079899191856384,True
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,5.2206316,-0.29134035110473633,False
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.4639844,0.761065348982811,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.6884631,-0.8584544658660889,False
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.044011135,-0.21304917335510254,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.41361716,0.6909675300121307,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.3426572,-0.27161073684692383,False
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,0.47523943,0.009264886379241943,False
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.07087113,-0.7179497480392456,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.1157,0.3239843,0.5480041801929474,True
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0434,5.5285597,-0.057642459869384766,False
Mdm4,ENSMUSG00000054387,1,133030561,132959484,-,-0.0384,2.955043,-3.2945241928100586,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.3906,0.03764447,-0.9222656488418579,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0931,0.6552937,0.7055950164794922,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0304,0.80001885,0.7350611686706543,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.2306,0.0759577,-0.7044163942337036,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.0697,0.4454688,-0.002414107322692871,False
Ppp1r12b,ENSMUSG00000073557,1,134955942,134754658,-,-0.0325,5.559231,-3.03298282623291,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.2034,0.20592085,-0.882717490196228,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.1671,0.1013159,-0.2683529853820801,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0589,1.5349879,-0.5222682952880859,False
Camsap2,ENSMUSG00000041570,1,136346104,136268123,-,-0.0506,0.5361441,0.20765960216522217,True
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.1792,1.339621,-0.41384220123291016,False
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,-0.0163,1.4562147,0.09503829479217529,True
2310009B15Rik,ENSMUSG00000079283,1,138856852,138851983,-,0.0117,0.1475994,-0.5247746706008911,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,-0.0132,2.4369085,-0.7868719100952148,False
Ro60,ENSMUSG00000018199,1,143777068,143750790,-,-0.0392,0.49719995,-0.3511892557144165,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0856,0.14259122,-0.36618804931640625,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,0.0133,0.032382254,0.24415576457977295,True
Odr4,ENSMUSG00000006010,1,150393080,150361305,-,0.0275,0.47931772,-0.7803548574447632,False
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0426,1.2119069,-1.0752873420715332,False
Rnf2,ENSMUSG00000026484,1,151500955,151458004,-,0.0044,4.02094,-3.576131820678711,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,-0.0181,2.6731658,0.6276703476905823,True
Tsen15,ENSMUSG00000014980,1,152386688,152370735,-,0.0648,0.36972344,-0.5731770992279053,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,-0.0351,3.2305586,-1.4093506336212158,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0098,1.811716,0.4912758469581604,True
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.1253,0.47666872,0.13394594192504883,True
Cacna1e,ENSMUSG00000004110,1,154884501,154390731,-,-0.0145,0.0,-0.09360015392303467,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0649,3.2215002,-4.847726821899414,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.0365,0.4082495,-0.5370676517486572,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0861,1.1674806,-0.2216653823852539,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,-0.0217,1.3403002,-0.4446218013763428,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,0.0121,0.4667186,-0.1351156234741211,False
Tor3a,ENSMUSG00000060519,1,156674356,156653617,-,-0.0162,1.5979567,-0.8779687881469727,False
Fam20b,ENSMUSG00000033557,1,156719086,156678532,-,0.0026,1.506058,-0.4487881660461426,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0577,0.8725852,0.6050281822681427,True
Rasal2,ENSMUSG00000070565,1,157412595,157135182,-,0.0401,1.1750885,0.02153909206390381,True
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.3057,0.027440965,0.05181854963302612,True
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.098,20.23087,-0.38272154331207275,False
Zbtb37,ENSMUSG00000043467,1,161034849,161002922,-,-0.0742,0.3147809,-0.5546133518218994,False
Dars2,ENSMUSG00000026709,1,161070658,161040601,-,0.1329,0.6344005,-0.7599763870239258,False
Klhl20,ENSMUSG00000026705,1,161131511,161088375,-,-0.0361,0.62476426,-0.6457034349441528,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0375,0.14311177,-3.5188798904418945,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,-0.0855,0.8021394,0.7158689498901367,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0777,2.673572,-0.12345075607299805,False
Dnm3,ENSMUSG00000040265,1,162478034,161982453,-,0.033,3.579947,-0.29552340507507324,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0631,0.56735855,-0.1846308708190918,False
Gorab,ENSMUSG00000040124,1,163403669,163384908,-,0.002,0.39360172,-0.45297420024871826,False
BC055324,ENSMUSG00000041406,1,163994796,163945993,-,0.0465,1.7933116,0.2533581256866455,True
Blzf1,ENSMUSG00000026577,1,164307489,164289800,-,-0.0005,0.92105025,-0.7941322326660156,False
Atp1b1,ENSMUSG00000026576,1,164458355,164437109,-,-0.1274,0.110680215,0.5619404017925262,True
Xcl1,ENSMUSG00000026573,1,164935527,164931644,-,-0.0113,0.0192153,-0.029976487159729004,False
Sft2d2,ENSMUSG00000040848,1,165194438,165174337,-,0.0111,0.60507035,-0.4016435146331787,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.073,0.84947157,-0.9031943082809448,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0557,5.25551,-0.6829960346221924,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.006,0.7965893,0.2610679864883423,True
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.045,4.594022,-1.8133525848388672,False
Pogk,ENSMUSG00000040596,1,166409863,166384622,-,-0.0206,1.3800367,-0.9223952293395996,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.1692,0.9515814,-0.852765679359436,False
Mgst3,ENSMUSG00000026688,1,167393841,167371966,-,0.056,0.014425995,-0.03439521789550781,False
Pbx1,ENSMUSG00000052534,1,168432270,168119364,-,0.0112,0.0,-0.031365036964416504,False
Nuf2,ENSMUSG00000026683,1,169531464,169497934,-,0.2757,0.22611362,0.3414875864982605,True
Hsd17b7,ENSMUSG00000026675,1,169969241,169949535,-,0.0106,0.42813185,-0.4060542583465576,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.1021,1.0942564,-0.3231436014175415,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0252,0.3640857,-0.3296470642089844,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0034,4.121202,0.4074137210845947,True
Dusp12,ENSMUSG00000026659,1,170885540,170873498,-,0.0272,0.6921053,-0.6563589572906494,False
Fcrla,ENSMUSG00000038421,1,170927583,170917576,-,-0.0332,1.3078495,-1.7730481624603271,False
Fcgr2b,ENSMUSG00000026656,1,170976547,170958617,-,-0.0851,0.27866086,0.09490787982940674,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.113,0.24824326,-1.8278024196624756,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0376,0.03378413,-0.3327559232711792,False
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.1838,0.058787644,-1.4261925220489502,False
Usp21,ENSMUSG00000053483,1,171287991,171281945,-,-0.0292,0.35885337,-0.4129180908203125,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1682,0.15869205,-0.49575483798980713,False
Ly9,ENSMUSG00000004707,1,171607410,171588624,-,-0.0381,0.10825655,-1.291471004486084,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0004,0.48501244,0.19555211067199707,True
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0125,1.0511739,-0.7261734008789062,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.0488,0.45645493,-0.23103117942810059,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.14,0.33907208,-0.07016289234161377,False
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.1299,0.29399857,0.3585853576660156,True
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.1621,0.58240795,0.7500336021184921,True
Ifi207,ENSMUSG00000073490,1,173741747,173723427,-,-0.0174,0.12812905,-0.015927672386169434,False
Ifi204,ENSMUSG00000073489,1,173766943,173747293,-,-0.017,0.0033090431,0.15718692541122437,True
Mndal,ENSMUSG00000090272,1,173880881,173849126,-,-0.0626,0.84345835,0.3112468719482422,True
Ifi211,ENSMUSG00000026536,1,173913046,173896345,-,0.0448,0.2634278,-0.09440934658050537,False
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.1247,0.16721027,0.20071178674697876,True
Ifi205,ENSMUSG00000054203,1,174031810,174011998,-,-0.0059,0.08210637,0.3710940480232239,True
Fh1,ENSMUSG00000026526,1,175625635,175600374,-,0.1929,0.080906264,-0.6903421878814697,False
Cep170,ENSMUSG00000057335,1,176814067,176733653,-,0.018,0.96984035,-0.7192763090133667,False
Akt3,ENSMUSG00000019699,1,177258203,177020073,-,-0.0476,17.600416,-0.23369181156158447,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.1211,0.8329555,-0.04455387592315674,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.3146,0.2575824,0.36125242710113525,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0447,5.6460915,0.11293619871139526,True
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0042,1.2141355,-1.0603735446929932,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0283,1.179982,-2.045915126800537,False
Coq8a,ENSMUSG00000026489,1,180199602,180165238,-,-0.0404,1.1043932,-0.8175081014633179,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,0.0071,0.31313634,-0.04978978633880615,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.1227,0.12944987,-0.47577011585235596,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,0.0139,0.92912763,-0.47766339778900146,False
Wdr26,ENSMUSG00000038733,1,181212001,181173228,-,-0.08,0.6402179,-1.1520588397979736,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,0.1492,0.15374155,-0.7236545085906982,False
Degs1,ENSMUSG00000038633,1,182282804,182275772,-,0.0643,0.05829745,-0.387282133102417,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0334,0.8459995,-0.6870872974395752,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.0463,0.6166222,-0.1364201307296753,False
Disp1,ENSMUSG00000030768,1,183221522,183086266,-,-0.0278,3.6626172,-1.2234303951263428,False
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.0228,0.629165,-1.1796729564666748,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.0814,0.5441435,-1.0763230323791504,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,0.0316,0.12070422,-1.7718007564544678,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,0.0217,1.2762636,-0.4754815101623535,False
Rrp15,ENSMUSG00000001305,1,186749358,186720978,-,0.0713,0.23303036,-0.17752563953399658,False
Kctd3,ENSMUSG00000026608,1,189007841,188971095,-,-0.0055,0.7699613,-0.8017228841781616,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.1974,0.099193335,0.7087619006633759,True
Smyd2,ENSMUSG00000026603,1,189922363,189880492,-,0.0943,0.66348386,-0.012987613677978516,False
Flvcr1,ENSMUSG00000066595,1,191026158,191005847,-,-0.0064,1.3582286,-0.9003932476043701,False
Tatdn3,ENSMUSG00000026632,1,191062932,191045826,-,0.0226,0.44721693,-0.4696998596191406,False
Atf3,ENSMUSG00000026628,1,191218039,191170296,-,-0.0184,0.31190026,-0.1731504201889038,False
Nenf,ENSMUSG00000037499,1,191318194,191306789,-,0.0819,0.09950621,-0.6695429086685181,False
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,-0.0256,0.5812206,0.321827232837677,True
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.1749,2.2016664,0.734747052192688,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0138,1.8029665,-0.3833141326904297,False
Rcor3,ENSMUSG00000037395,1,192138062,192098546,-,-0.0359,0.42290995,-0.2388821840286255,False
Utp25,ENSMUSG00000016181,1,193130272,193091104,-,0.0153,1.0848515,-1.1129505634307861,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0704,0.62071586,0.30074721574783325,True
