chr,start,end,length,abs_summit,pileup,-log10pval,fold_enrichment,-log10qval,name
4,9012148,9012502,355,9012274,40.00,45.33185,17.78415,40.35009,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV_peak_4469
4,9015800,9016272,473,9016078,20.00,11.87298,5.73124,7.83064,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV_peak_4470
4,9009774,9010056,283,9009878,20.00,12.98482,6.32113,9.04520,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV_peak_6060
4,9012187,9012485,299,9012296,21.00,20.28889,10.29060,16.08926,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV_peak_6061
4,9012188,9012474,287,9012357,11.00,11.10757,7.22756,7.51686,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT_peak_10760
4,9009670,9009873,204,9009777,16.00,8.59636,4.74261,4.77000,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT_peak_5656
4,9009502,9009962,461,9009604,18.35,5.85335,3.22472,2.47558,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO_peak_13346a
4,9009502,9009962,461,9009727,11.36,4.43757,3.25823,1.40264,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO_peak_13346b
4,9009502,9009962,461,9009873,15.73,6.22935,3.81810,2.75930,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO_peak_13346c
4,9009595,9010003,409,9009710,12.85,7.48667,5.13253,4.44045,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP_peak_16033
4,9009596,9010104,509,9009800,17.00,7.96561,4.25641,5.04681,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE_peak_20988a
4,9009596,9010104,509,9010017,13.00,6.43994,4.03555,3.61965,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE_peak_20988b
4,9009006,9009294,289,9009137,13.86,7.53305,4.95315,4.68778,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36538
4,9009354,9009907,554,9009574,14.23,8.41215,5.07801,5.45277,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36539
4,9010011,9010608,598,9010196,20.98,14.21410,7.32548,10.59527,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36540
4,9015528,9015995,468,9015720,14.98,7.85922,4.98695,4.99008,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36541a
4,9015528,9015995,468,9015900,8.62,3.76828,3.30310,1.37852,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36541b
4,9009194,9009386,193,9009287,15.97,5.55514,3.51873,2.85576,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40372
4,9010017,9010578,562,9010174,22.24,6.99766,3.32003,4.12033,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40373a
4,9010017,9010578,562,9010461,21.10,9.46042,4.41994,6.27032,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40373b
4,9015067,9015347,281,9015154,11.41,4.66145,3.40242,2.09812,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40374
4,9015483,9015813,331,9015686,22.24,9.98613,4.54265,6.74610,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40375
4,9016261,9016427,167,9016331,13.69,5.46828,3.67157,2.77886,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40376
4,9008977,9010692,1716,9009148,38.08,14.46717,4.34195,11.86283,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56297a
4,9008977,9010692,1716,9009283,38.94,12.89295,3.99430,10.36455,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56297b
4,9008977,9010692,1716,9009785,57.98,38.65875,9.37409,34.96589,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56297c
4,9008977,9010692,1716,9010152,45.87,27.71070,7.81103,24.51913,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56297d
4,9008977,9010692,1716,9010358,28.56,15.16215,5.91164,12.52832,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56297e
4,9015111,9016467,1357,9015212,19.90,7.99138,4.18084,5.68790,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298a
4,9015111,9016467,1357,9015617,35.48,19.34582,6.39575,16.53440,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298b
4,9015111,9016467,1357,9015729,37.21,17.68234,5.45888,14.94483,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298c
4,9015111,9016467,1357,9015954,35.48,16.08644,5.21163,13.41154,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298d
4,9015111,9016467,1357,9016163,20.77,7.09102,3.62827,4.82997,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298e
4,9015111,9016467,1357,9016328,23.37,11.07357,4.90356,8.62535,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56298f
4,9009034,9009740,707,9009443,10.57,8.55110,6.14884,5.57003,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39795a
4,9009034,9009740,707,9009641,10.57,7.99793,5.78606,5.06310,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39795b
4,9009986,9010694,709,9010177,17.39,16.00564,9.06124,12.05052,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39796a
4,9009986,9010694,709,9010483,16.21,14.96062,8.60529,11.13118,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39796b
4,9015335,9016446,1112,9015646,11.51,6.82099,4.78099,4.04824,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39797a
4,9015335,9016446,1112,9015977,15.27,9.31879,5.42361,6.22216,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39797b
4,9015335,9016446,1112,9016343,10.57,7.87283,5.70336,4.96347,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39797c
4,9009524,9010235,712,9009716,11.71,13.54027,9.03738,10.45185,2017_PNAS_Li___H3K27Ac-noIL2-CD4_peak_24524a
4,9009524,9010235,712,9009983,9.50,10.63427,7.46641,7.66754,2017_PNAS_Li___H3K27Ac-noIL2-CD4_peak_24524b
4,9009524,9010235,712,9010140,7.29,4.98931,4.14457,2.34129,2017_PNAS_Li___H3K27Ac-noIL2-CD4_peak_24524c
4,9009235,9010505,1271,9009328,8.74,7.86456,6.13165,5.04977,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22480a
4,9009235,9010505,1271,9009655,12.83,15.04665,9.83392,11.91232,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22480b
4,9009235,9010505,1271,9009950,4.28,4.18263,3.75212,1.55431,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22480c
4,9009235,9010505,1271,9010193,12.64,14.59424,9.46624,11.48720,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22480d
4,9009235,9010505,1271,9010341,12.45,14.59424,9.33724,11.48720,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22480e
4,9011106,9011714,609,9011229,5.39,5.15420,4.43508,2.47602,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22481a
4,9011106,9011714,609,9011649,7.25,4.98931,4.12495,2.32483,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22481b
4,9012373,9012600,228,9012458,8.92,5.94877,4.96148,3.21858,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22482
4,9012747,9013110,364,9012815,4.83,4.01573,4.04807,1.42662,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22483a
4,9012747,9013110,364,9012948,7.44,6.67673,5.31221,3.90617,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22483b
4,9015083,9015251,169,9015160,5.76,5.35659,4.80982,2.65289,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22484
4,9015483,9015809,327,9015667,9.11,10.28919,7.01516,7.35502,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22485
4,9015870,9016461,592,9016013,11.53,9.08008,6.26274,6.20067,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22486a
4,9015870,9016461,592,9016371,10.78,12.06849,8.37957,9.05216,2017_PNAS_Li___H3K27Ac_IL2-CD4_peak_22486b
4,9009045,9010476,1432,9009141,11.08,9.08008,6.04091,6.18889,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19604a
4,9009045,9010476,1432,9009482,15.90,17.25069,10.64231,14.18696,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19604b
4,9009045,9010476,1432,9010122,12.53,10.19656,6.76363,7.27512,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19604c
4,9011161,9012013,853,9011386,13.49,16.58509,10.30628,13.52560,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19605a
4,9011161,9012013,853,9011594,21.68,29.83118,16.13185,26.63139,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19605b
4,9011161,9012013,853,9011889,9.64,6.95301,5.31818,4.12349,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19605c
4,9012417,9012600,184,9012467,7.71,4.98931,4.35454,2.25935,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19606
4,9012748,9013094,347,9012911,21.68,29.05624,15.74033,25.86367,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19607
4,9013660,9013806,147,9013719,4.34,4.18263,3.79535,1.48135,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19608
4,9013956,9014348,393,9014221,11.08,13.54027,8.59288,10.53769,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19609
4,9015021,9015402,382,9015104,6.75,6.59640,5.50875,3.78317,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19610a
4,9015021,9015402,382,9015302,6.75,4.07966,3.87273,1.40681,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19610b
4,9015471,9015819,349,9015630,23.61,32.50998,17.07778,29.28913,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19611
4,9015907,9016442,536,9016040,7.71,4.98931,4.35454,2.25935,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19612a
4,9015907,9016442,536,9016357,11.56,13.54027,8.93556,10.53769,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19612b
4,9016624,9016831,208,9016729,8.19,9.24118,6.53680,6.33483,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19613
4,9007284,9007802,519,9007431,7.42,7.89347,5.99179,5.15554,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25866a
4,9007284,9007802,519,9007519,7.12,7.89347,5.77625,5.15554,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25866b
4,9007856,9008180,325,9008007,12.73,15.04665,9.76362,12.00035,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25867
4,9008237,9008433,197,9008428,5.76,5.15420,4.68970,2.57242,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25868
4,9008936,9012200,3265,9009130,21.06,15.25735,7.35388,12.20712,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869a
4,9008936,9012200,3265,9009345,25.46,32.84761,16.65982,28.98269,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869b
4,9008936,9012200,3265,9009617,29.70,43.27581,21.30356,38.64539,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869c
4,9008936,9012200,3265,9010193,30.00,45.12292,21.51387,40.31905,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869d
4,9008936,9012200,3265,9010916,13.94,7.53305,4.98003,4.82575,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869e
4,9008936,9012200,3265,9011265,13.94,16.09686,10.36786,13.02454,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869f
4,9008936,9012200,3265,9011607,17.58,23.01933,13.21215,19.64476,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869g
4,9008936,9012200,3265,9011856,14.39,12.52288,7.69733,9.58417,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869h
4,9008936,9012200,3265,9012095,11.82,13.12365,8.89574,10.16733,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25869i
4,9012320,9013448,1129,9012466,19.55,18.79928,10.27321,15.60608,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25870a
4,9012320,9013448,1129,9012822,21.82,29.05624,15.83571,25.40250,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25870b
4,9013642,9014753,1112,9013762,6.82,6.59640,5.56072,3.92150,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25871a
4,9013642,9014753,1112,9014017,7.42,7.89347,5.99179,5.15554,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25871b
4,9013642,9014753,1112,9014383,9.09,10.63427,7.17722,7.77025,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25871c
4,9014868,9017098,2231,9015216,16.82,21.37209,12.67331,18.07502,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25872a
4,9014868,9017098,2231,9015673,23.94,32.50998,17.30783,28.67252,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25872b
4,9014868,9017098,2231,9016025,23.79,24.20930,12.39453,20.79012,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25872c
4,9014868,9017098,2231,9016355,24.40,35.14630,18.06164,31.13256,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25872d
4,9014868,9017098,2231,9016667,12.73,15.04665,9.76362,12.00035,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25872e
4,9017167,9017350,184,9017252,5.61,5.35659,4.69859,2.74778,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25873
4,9009292,9009891,600,9009545,12.47,14.59424,9.34483,11.64890,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20888a
4,9009292,9009891,600,9009773,13.76,16.58509,10.49446,13.60903,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20888b
4,9009992,9010159,168,9010068,7.31,4.98931,4.15380,2.27554,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20889
4,9010213,9010370,158,9010332,7.74,7.61983,6.06347,4.80935,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20890
4,9011200,9011978,779,9011343,26.65,37.82178,19.18893,34.66308,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20891a
4,9011200,9011978,779,9011600,24.93,35.14630,18.44333,32.00355,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20891b
4,9011200,9011978,779,9011900,6.02,4.07966,3.50901,1.41077,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20891c
4,9012572,9013114,543,9012701,20.20,14.21410,7.06779,11.27492,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20892a
4,9012572,9013114,543,9012928,39.12,62.32093,27.83980,59.00929,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20892b
4,9014083,9014365,283,9014208,18.91,24.69000,14.16317,21.63002,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20893
4,9015004,9015290,287,9015151,17.19,23.01933,12.94026,19.97522,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20894
4,9015463,9015778,316,9015649,46.85,76.31157,33.20930,72.91448,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20895
4,9016017,9016457,441,9016347,21.92,29.83118,16.30325,26.72978,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20896
4,9016570,9016972,403,9016656,7.74,7.89347,6.21429,5.06829,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20897a
4,9016570,9016972,403,9016886,11.18,13.54027,8.66010,10.60856,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20897b
4,9007169,9007741,573,9007311,7.22,7.89347,5.84912,5.07889,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22485a
4,9007169,9007741,573,9007502,8.36,9.24118,6.66036,6.36784,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22485b
4,9008185,9008458,274,9008319,9.13,10.28919,7.02642,7.38063,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22486
4,9008607,9008766,160,9008678,8.74,6.39385,5.17792,3.67356,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22487
4,9008821,9017344,8524,9009163,21.67,21.46579,11.33601,18.22205,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488a
4,9008821,9017344,8524,9009576,36.50,57.79390,26.67109,54.07333,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488b
4,9008821,9017344,8524,9010159,28.52,41.44291,20.48288,37.88117,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488c
4,9008821,9017344,8524,9010336,23.95,32.50998,17.31665,29.06641,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488d
4,9008821,9017344,8524,9010907,11.41,9.08008,6.20317,6.22377,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488e
4,9008821,9017344,8524,9011258,11.03,13.12365,8.34568,10.11615,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488f
4,9008821,9017344,8524,9011558,23.19,33.35663,17.20656,29.89666,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488g
4,9008821,9017344,8524,9011881,16.73,14.96062,8.86464,11.89325,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488h
4,9008821,9017344,8524,9012060,13.31,16.09686,9.92879,12.99778,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488i
4,9008821,9017344,8524,9012484,16.35,14.96062,8.67454,11.89325,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488j
4,9008821,9017344,8524,9012643,17.49,11.20838,6.16324,8.26757,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488k
4,9008821,9017344,8524,9012895,17.11,22.38778,12.56731,19.13334,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488l
4,9008821,9017344,8524,9013233,9.89,10.63427,7.74202,7.70197,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488m
4,9008821,9017344,8524,9014190,14.45,18.15338,10.98701,14.99401,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488n
4,9008821,9017344,8524,9014448,9.13,10.63427,7.20119,7.70197,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488o
4,9008821,9017344,8524,9015286,15.59,13.72868,8.29433,10.68966,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488p
4,9008821,9017344,8524,9015646,17.87,22.38778,13.09502,19.13334,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488q
4,9008821,9017344,8524,9016127,19.77,26.38290,14.77282,23.04036,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488r
4,9008821,9017344,8524,9016361,21.29,29.83118,15.85448,26.42881,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488s
4,9008821,9017344,8524,9016741,9.51,10.63427,7.47161,7.70197,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488t
4,9008821,9017344,8524,9017083,5.32,5.35659,4.49704,2.68178,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488u
4,9008821,9017344,8524,9017257,8.36,9.24118,6.66036,6.36784,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22488v
4,9009782,9010040,259,9009931,16.53,21.37209,12.47092,16.82660,2017_PNAS_Li___STAT3_IL21-CD4_peak_2666
4,9015775,9015962,188,9015880,12.08,15.04665,9.30485,10.68863,2017_PNAS_Li___STAT3_IL21-CD4_peak_2667
4,9009751,9010160,410,9009941,99.57,197.28917,71.52746,191.24060,2017_PNAS_Li___STAT5B_IL2-CD4_peak_7231
4,9012085,9012488,404,9012277,54.05,86.03870,34.66751,81.20078,2017_PNAS_Li___STAT5B_IL2-CD4_peak_7232
4,9015621,9016119,499,9015863,16.12,21.37209,12.17671,17.44164,2017_PNAS_Li___STAT5B_IL2-CD4_peak_7233
4,9009812,9010033,222,9009919,14.00,14.80621,8.87101,10.32356,2017_PNAS_Li___STAT5B_IL2-CD8_peak_2389
4,9012167,9012313,147,9012241,12.00,10.77069,6.85401,6.48965,2017_PNAS_Li___STAT5B_IL2-CD8_peak_2390
4,9009736,9010086,351,9009928,30.19,46.22063,22.18435,39.84012,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_1662
4,9012104,9012384,281,9012225,18.01,21.70935,11.97329,16.80362,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_1663
4,9015770,9015962,193,9015863,12.69,15.04665,9.73355,10.44371,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_1664
4,9009756,9010080,325,9009905,40.07,65.74582,29.21144,60.05287,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4_peak_4748
