chr,start,end,length,abs_summit,pileup,-log10pval,fold_enrichment,-log10qval,name
4,8916384,8916837,454,8916458,10.49,5.74369,4.25793,3.10911,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36524a
4,8916384,8916837,454,8916635,14.23,9.35622,5.64625,6.27944,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36524b
4,8917244,8917581,338,8917435,12.36,6.68330,4.45371,3.92788,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP_peak_36525
4,8915674,8915831,158,8915753,17.11,6.60524,3.62157,3.77093,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40355
4,8915923,8916893,971,8916033,17.68,8.44714,4.66953,5.37870,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40356a
4,8915923,8916893,971,8916156,18.82,9.29006,4.97443,6.12307,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40356b
4,8915923,8916893,971,8916537,22.24,12.94913,5.94287,9.33768,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40356c
4,8915923,8916893,971,8916738,18.25,9.25272,4.81209,6.08949,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40356d
4,8917119,8917273,155,8917195,18.82,8.72868,4.68083,5.63241,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory_peak_40357
4,8913427,8917675,4249,8913941,53.65,28.70912,6.83185,25.47494,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279a
4,8913427,8917675,4249,8914289,45.87,24.49225,6.69517,21.45009,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279b
4,8913427,8917675,4249,8914786,58.85,43.22477,10.76969,39.29448,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279c
4,8913427,8917675,4249,8915153,57.98,32.34082,7.37272,28.94592,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279d
4,8913427,8917675,4249,8915426,35.48,23.34830,8.05684,20.36127,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279e
4,8913427,8917675,4249,8915694,37.21,22.59063,7.26053,19.63372,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279f
4,8913427,8917675,4249,8916148,33.75,15.75169,5.39689,13.10024,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279g
4,8913427,8917675,4249,8916520,37.21,22.59063,7.26053,19.63372,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279h
4,8913427,8917675,4249,8917177,38.94,25.81883,8.54395,22.71746,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279i
4,8913427,8917675,4249,8917457,28.56,9.36460,3.69477,6.98933,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE_peak_56279j
4,8913797,8917017,3221,8913873,12.92,7.29799,5.03671,4.46665,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782a
4,8913797,8917017,3221,8914097,13.39,7.38252,4.70613,4.54897,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782b
4,8913797,8917017,3221,8914282,12.45,4.79185,3.36290,2.28761,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782c
4,8913797,8917017,3221,8914639,15.51,10.64037,6.30713,7.38689,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782d
4,8913797,8917017,3221,8914836,16.45,11.08216,6.31169,7.77400,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782e
4,8913797,8917017,3221,8915153,18.09,9.25272,4.77251,6.16962,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782f
4,8913797,8917017,3221,8916232,16.45,15.83939,9.26966,11.93577,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782g
4,8913797,8917017,3221,8916546,12.92,10.85811,7.39717,7.58604,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782h
4,8913797,8917017,3221,8916802,13.16,7.53305,4.71880,4.65109,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39782i
4,8917206,8917593,388,8917278,11.51,5.86499,4.17062,3.20071,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39783a
4,8917206,8917593,388,8917492,9.63,7.25749,5.52015,4.43717,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN_peak_39783b
4,8915415,8915727,313,8915564,10.12,11.39100,7.56133,8.43516,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19593
4,8915835,8917353,1519,8915947,7.71,7.51155,5.98275,4.67495,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19594a
4,8915835,8917353,1519,8916124,11.08,12.95864,8.29966,9.97372,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19594b
4,8915835,8917353,1519,8916598,11.08,9.08008,6.04091,6.18889,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19594c
4,8915835,8917353,1519,8916905,11.08,13.12365,8.38433,10.13187,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19594d
4,8915835,8917353,1519,8917149,9.64,10.28919,7.38124,7.36292,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4_peak_19594e
4,8909149,8917573,8425,8909342,24.85,33.91391,17.75758,29.99756,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846a
4,8909149,8917573,8425,8909742,26.97,36.04497,18.46882,31.97794,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846b
4,8909149,8917573,8425,8910119,26.52,36.04497,18.16868,31.97794,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846c
4,8909149,8917573,8425,8910382,22.43,29.26467,15.46738,25.60774,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846d
4,8909149,8917573,8425,8911154,36.06,32.84577,12.35413,28.98269,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846e
4,8909149,8917573,8425,8911633,38.49,51.83553,22.75893,46.26739,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846f
4,8909149,8917573,8425,8912368,31.82,45.67782,22.09936,40.84793,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846g
4,8909149,8917573,8425,8912791,35.76,52.62503,24.50950,46.85707,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846h
4,8909149,8917573,8425,8913161,33.49,38.89188,17.24325,34.60879,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846i
4,8909149,8917573,8425,8913648,29.24,32.84373,15.12193,28.98269,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846j
4,8909149,8917573,8425,8913942,35.46,37.75315,15.69363,33.58674,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846k
4,8909149,8917573,8425,8914689,26.52,20.74566,9.17215,17.48364,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846l
4,8909149,8917573,8425,8915166,20.15,20.12248,10.57626,16.87273,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846m
4,8909149,8917573,8425,8915520,17.12,21.89535,12.32458,18.57137,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846n
4,8909149,8917573,8425,8916172,21.36,28.74905,15.36353,25.11122,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846o
4,8909149,8917573,8425,8916609,22.58,22.82834,11.78844,19.47050,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846p
4,8909149,8917573,8425,8917199,13.64,15.90344,10.05498,12.83935,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4_peak_25846q
4,8915813,8916020,208,8915913,9.89,10.15257,7.47871,7.28868,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20874
4,8916713,8916942,230,8916816,9.89,6.95301,5.44338,4.15121,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4_peak_20875
4,8903349,8917460,14112,8903474,17.11,22.38778,12.56731,19.13334,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469a
4,8903349,8917460,14112,8903667,15.21,17.25069,10.20683,14.12012,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469b
4,8903349,8917460,14112,8903816,14.83,15.81498,9.96740,12.72275,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469c
4,8903349,8917460,14112,8904080,11.41,9.08008,6.20317,6.22377,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469d
4,8903349,8917460,14112,8904429,8.36,7.04947,5.39749,4.27639,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469e
4,8903349,8917460,14112,8904799,10.65,12.06849,8.28285,9.09322,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469f
4,8903349,8917460,14112,8905171,9.13,6.95301,5.06253,4.18281,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469g
4,8903349,8917460,14112,8905392,10.65,7.99793,5.82295,5.17470,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469h
4,8903349,8917460,14112,8905634,12.17,14.59424,9.13723,11.53544,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469i
4,8903349,8917460,14112,8905921,16.73,21.37209,12.60950,18.13454,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469j
4,8903349,8917460,14112,8906146,16.73,14.96062,8.86464,11.89325,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469k
4,8903349,8917460,14112,8906343,21.67,29.05624,15.73354,25.66609,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469l
4,8903349,8917460,14112,8906537,22.81,30.77388,16.52510,27.35754,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469m
4,8903349,8917460,14112,8907051,15.97,13.72868,8.48443,10.68966,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469n
4,8903349,8917460,14112,8907411,22.81,31.45081,16.86927,28.02353,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469o
4,8903349,8917460,14112,8907774,23.95,33.21685,17.67731,29.76354,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469p
4,8903349,8917460,14112,8908297,21.29,29.05624,15.46969,25.66609,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469q
4,8903349,8917460,14112,8908644,18.25,17.49717,9.62506,14.35573,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469r
4,8903349,8917460,14112,8908945,12.17,13.02916,8.29141,10.02876,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469s
4,8903349,8917460,14112,8909395,22.81,29.84019,16.03438,26.43756,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469t
4,8903349,8917460,14112,8909667,22.05,29.84019,15.52235,26.43756,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469u
4,8903349,8917460,14112,8910076,21.29,27.61391,14.71893,24.25139,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469v
4,8903349,8917460,14112,8910378,18.25,22.78091,12.71055,19.52153,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469w
4,8903349,8917460,14112,8910910,28.52,35.13264,17.01200,31.65298,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469x
4,8903349,8917460,14112,8911304,59.31,96.00867,37.98043,91.94617,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469y
4,8903349,8917460,14112,8911621,104.56,182.38998,60.84037,176.64612,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469z
4,8903349,8917460,14112,8912223,31.94,45.67782,22.17879,42.07285,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469ba
4,8903349,8917460,14112,8912628,29.28,41.66978,20.18686,38.10635,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bb
4,8903349,8917460,14112,8912776,29.28,41.66978,20.18686,38.10635,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bc
4,8903349,8917460,14112,8913145,37.64,45.14154,19.32045,41.53872,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bd
4,8903349,8917460,14112,8913534,42.58,40.68527,14.52788,37.13000,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469be
4,8903349,8917460,14112,8913947,30.80,30.70293,13.68795,27.28979,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bf
4,8903349,8917460,14112,8914607,45.25,44.74292,15.41504,41.14783,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bg
4,8903349,8917460,14112,8915192,16.35,14.96062,8.67454,11.89325,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bh
4,8903349,8917460,14112,8915537,19.39,25.13124,13.86749,21.81687,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bi
4,8903349,8917460,14112,8915677,17.11,21.89535,12.31603,18.64640,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bj
4,8903349,8917460,14112,8916114,25.47,35.67048,18.18653,32.18348,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bk
4,8903349,8917460,14112,8916536,14.83,12.52288,7.91412,9.53161,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bl
4,8903349,8917460,14112,8916786,16.35,14.96062,8.67454,11.89325,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bm
4,8903349,8917460,14112,8916891,15.59,13.72868,8.29433,10.68966,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bn
4,8903349,8917460,14112,8917150,17.11,22.38778,12.56731,19.13334,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4_peak_22469bo
