,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Slc39a10,ENSMUSG00000025986,Gene Expression,62,True,0.05791948,0.5855756,0.35703215
Stat1,ENSMUSG00000026104,Gene Expression,746,True,1.0502839,1.5093063,2.5722394
Mfsd6,ENSMUSG00000041439,Gene Expression,74,True,0.08757149,0.855769,1.0560573
Ankrd44,ENSMUSG00000052331,Gene Expression,860,True,0.99000835,0.6861903,0.23455192
Maip1,ENSMUSG00000025971,Gene Expression,262,True,0.2322834,0.61382884,0.430127
Kctd18,ENSMUSG00000054770,Gene Expression,122,True,0.12230774,0.75088465,0.7847081
Cflar,ENSMUSG00000026031,Gene Expression,469,True,0.47674865,0.6341949,0.42933947
Stradb,ENSMUSG00000026027,Gene Expression,66,True,0.07207518,1.1803601,1.8958164
G730003C15Rik,ENSMUSG00000097573,Gene Expression,13,True,0.016771482,0.6996534,0.6521662
Als2,ENSMUSG00000026024,Gene Expression,15,True,0.019223608,1.0203187,1.4817688
Wdr12,ENSMUSG00000026019,Gene Expression,211,True,0.2186898,0.5678188,0.31109312
Carf,ENSMUSG00000026017,Gene Expression,41,True,0.05181953,0.70299447,0.66081
Nbeal1,ENSMUSG00000073664,Gene Expression,70,True,0.095724866,1.0926517,1.6689036
Cyp20a1,ENSMUSG00000049439,Gene Expression,151,True,0.10584036,0.7905975,0.88745034
Cd28,ENSMUSG00000026012,Gene Expression,731,True,0.8909967,1.1298065,1.4944425
Gm11579,ENSMUSG00000086795,Gene Expression,11,True,0.01371109,0.8715699,1.0969363
Icos,ENSMUSG00000026009,Gene Expression,360,True,0.3417437,0.68930215,0.6157158
Gm4208,ENSMUSG00000100426,Gene Expression,28,True,0.036884956,1.0879505,1.6567408
Gm20342,ENSMUSG00000101599,Gene Expression,81,True,0.07795557,0.64657426,0.5148436
Klf7,ENSMUSG00000025959,Gene Expression,331,True,0.3681907,0.7150508,0.7027995
Plekhm3,ENSMUSG00000051344,Gene Expression,29,True,0.03325843,0.5737961,0.3265571
Kansl1l,ENSMUSG00000026004,Gene Expression,46,True,0.052629333,0.63200355,0.47714728
Lancl1,ENSMUSG00000026000,Gene Expression,137,True,0.13208511,0.55424905,0.27598637
Ikzf2,ENSMUSG00000025997,Gene Expression,199,True,0.4895323,2.4483576,6.5649576
Rpl37a,ENSMUSG00000046330,Gene Expression,1289,True,4.3138576,2.3815293,0.35508797
Rufy4,ENSMUSG00000061815,Gene Expression,3,True,0.012545719,2.238269,4.6327634
Cxcr2,ENSMUSG00000026180,Gene Expression,20,True,0.024676634,1.2361265,2.0400915
Retreg2,ENSMUSG00000049339,Gene Expression,303,True,0.27657744,0.5790547,0.24285167
Ankzf1,ENSMUSG00000026199,Gene Expression,65,True,0.0721177,0.57937914,0.34100118
Tuba4a,ENSMUSG00000026202,Gene Expression,587,True,0.6516636,0.60910815,0.28414032
Dnajb2,ENSMUSG00000026203,Gene Expression,38,True,0.055145174,0.58849066,0.36457387
Stk11ip,ENSMUSG00000026213,Gene Expression,48,True,0.04715337,0.5455725,0.2535391
Mogat1,ENSMUSG00000012187,Gene Expression,11,True,0.014028505,0.6717643,0.5800135
Acsl3,ENSMUSG00000032883,Gene Expression,28,True,0.043392822,1.025278,1.494599
Agfg1,ENSMUSG00000026159,Gene Expression,346,True,0.34287947,0.5893608,0.27770746
Trip12,ENSMUSG00000026219,Gene Expression,460,True,0.43944997,0.7236971,0.7320419
C130026I21Rik,ENSMUSG00000052477,Gene Expression,95,True,0.1423029,0.7630903,0.81628567
A530032D15Rik,ENSMUSG00000089844,Gene Expression,9,True,0.015320539,0.74178904,0.7611765
Sp110,ENSMUSG00000070034,Gene Expression,870,True,1.014041,0.7119153,0.30761212
Itm2c,ENSMUSG00000026223,Gene Expression,472,True,0.4879478,0.7741542,0.902691
Armc9,ENSMUSG00000062590,Gene Expression,17,True,0.020783003,0.61747843,0.43956894
Ptma,ENSMUSG00000026238,Gene Expression,1271,True,3.072186,2.370818,0.32534656
Pde6d,ENSMUSG00000026239,Gene Expression,159,True,0.17725642,0.53258806,0.21994662
Dis3l2,ENSMUSG00000053333,Gene Expression,85,True,0.0763281,0.5338091,0.22310567
Gigyf2,ENSMUSG00000048000,Gene Expression,278,True,0.2687137,0.5687274,0.20792393
Dgkd,ENSMUSG00000070738,Gene Expression,239,True,0.247885,0.58640665,0.35918224
Usp40,ENSMUSG00000005501,Gene Expression,78,True,0.08405259,0.5378335,0.23351727
Arl4c,ENSMUSG00000049866,Gene Expression,1059,True,1.49266,1.0590973,0.4283844
Ramp1,ENSMUSG00000034353,Gene Expression,397,True,0.69134724,1.263295,2.804754
Dusp28,ENSMUSG00000047067,Gene Expression,97,True,0.09550797,0.5591561,0.2886816
Sept2,ENSMUSG00000026276,Gene Expression,29,True,0.029493887,1.1862357,1.9110173
St8sia4,ENSMUSG00000040710,Gene Expression,216,True,0.21979769,0.6980468,0.6480097
Gin1,ENSMUSG00000026333,Gene Expression,224,True,0.1990324,0.5956752,0.3831611
Pam,ENSMUSG00000026335,Gene Expression,21,True,0.030223224,0.67870706,0.5979753
Gm7967,ENSMUSG00000100009,Gene Expression,24,True,0.045391724,1.384128,2.4229903
Gm7160,ENSMUSG00000099843,Gene Expression,44,True,0.049910158,0.62639904,0.4626477
Bcl2,ENSMUSG00000057329,Gene Expression,623,True,0.9688606,1.5498555,2.6874008
Kdsr,ENSMUSG00000009905,Gene Expression,181,True,0.17401724,0.70537513,0.66696906
2900060B14Rik,ENSMUSG00000107722,Gene Expression,73,True,0.073330075,0.57563186,0.33130646
Tmem37,ENSMUSG00000050777,Gene Expression,52,True,0.04857254,0.52700275,0.2054967
Mgat5,ENSMUSG00000036155,Gene Expression,79,True,0.09438958,0.71661097,0.6960376
Mcm6,ENSMUSG00000026355,Gene Expression,509,True,0.62466925,0.7968785,1.0076286
Cd55,ENSMUSG00000026399,Gene Expression,138,True,0.1538021,0.6758045,0.590466
Rassf5,ENSMUSG00000026430,Gene Expression,579,True,0.59405947,0.6159742,0.3105955
Ikbke,ENSMUSG00000042349,Gene Expression,188,True,0.22731277,0.86515445,1.0803387
Ctse,ENSMUSG00000004552,Gene Expression,48,True,0.054164555,0.6490902,0.5213526
Nucks1,ENSMUSG00000026434,Gene Expression,764,True,1.0023917,0.79544693,0.54484576
Elk4,ENSMUSG00000026436,Gene Expression,348,True,0.3730605,0.6967171,0.6407936
Mfsd4a,ENSMUSG00000059149,Gene Expression,115,True,0.13233286,0.86518675,1.0804223
Nuak2,ENSMUSG00000009772,Gene Expression,12,True,0.018450588,0.7005171,0.65440077
Dstyk,ENSMUSG00000042046,Gene Expression,21,True,0.033017393,0.7756026,0.84865654
Ppp1r15b,ENSMUSG00000046062,Gene Expression,283,True,0.2479826,0.5490076,0.26242605
Sox13,ENSMUSG00000070643,Gene Expression,7,True,0.015131997,1.3900928,2.4384222
Zc3h11a,ENSMUSG00000102976,Gene Expression,25,True,0.028200107,0.60584176,0.40946338
Btg2,ENSMUSG00000020423,Gene Expression,761,True,0.92361957,1.045672,1.2554966
Klhl12,ENSMUSG00000026455,Gene Expression,113,True,0.112706356,0.5529088,0.27251893
Kdm5b,ENSMUSG00000042207,Gene Expression,137,True,0.19465102,0.79862833,0.9082271
Ppp1r12b,ENSMUSG00000073557,Gene Expression,34,True,0.039425608,0.544992,0.2520373
Ptpn7,ENSMUSG00000031506,Gene Expression,461,True,0.45953557,0.61416185,0.36158633
Arl8a,ENSMUSG00000026426,Gene Expression,173,True,0.1569788,0.5561706,0.28095764
Tmem9,ENSMUSG00000026411,Gene Expression,155,True,0.16488265,0.55816156,0.28610855
Camsap2,ENSMUSG00000041570,Gene Expression,27,True,0.025752505,0.5932695,0.3769374
Gm33994,ENSMUSG00000104509,Gene Expression,20,True,0.028702645,0.60149676,0.3982223
Zfp281,ENSMUSG00000041483,Gene Expression,186,True,0.2016189,0.5757355,0.33157462
Gm19705,ENSMUSG00000097113,Gene Expression,210,True,0.31979555,0.9417526,1.46952
Trove2,ENSMUSG00000018199,Gene Expression,14,True,0.015555059,0.6389087,0.49501178
Rgs2,ENSMUSG00000026360,Gene Expression,317,True,0.39687368,0.9857111,1.6181905
Rgs1,ENSMUSG00000026358,Gene Expression,240,True,0.2815478,1.2177149,2.4028428
Gm10138,ENSMUSG00000100954,Gene Expression,76,True,0.079513565,0.5685357,0.31294775
Trmt1l,ENSMUSG00000053286,Gene Expression,279,True,0.29064438,0.6502771,0.48373044
Rnf2,ENSMUSG00000026484,Gene Expression,161,True,0.1587272,0.7583014,0.80389607
Arpc5,ENSMUSG00000008475,Gene Expression,1088,True,1.7282008,0.9435906,0.21994305
Ncf2,ENSMUSG00000026480,Gene Expression,11,True,0.020747034,1.4408895,2.5698395
Rgs16,ENSMUSG00000026475,Gene Expression,35,True,0.024081495,0.5494404,0.26354575
Rnasel,ENSMUSG00000066800,Gene Expression,211,True,0.23192175,1.2104174,1.9735786
Glul,ENSMUSG00000026473,Gene Expression,245,True,0.22428967,0.5525415,0.27156872
Ier5,ENSMUSG00000056708,Gene Expression,685,True,0.80829936,1.0218757,1.187914
Mr1,ENSMUSG00000026471,Gene Expression,49,True,0.050309654,0.6640702,0.5601078
Soat1,ENSMUSG00000026600,Gene Expression,125,True,0.12357045,0.8185058,0.9596527
Abl2,ENSMUSG00000026596,Gene Expression,67,True,0.06533413,0.8680263,1.0877687
Ralgps2,ENSMUSG00000026594,Gene Expression,124,True,0.15050335,0.6403627,0.49877346
Cop1,ENSMUSG00000040782,Gene Expression,237,True,0.21314326,0.5522494,0.27081296
Rabgap1l,ENSMUSG00000026721,Gene Expression,452,True,0.5183276,0.71471524,0.70166457
Zbtb37,ENSMUSG00000043467,Gene Expression,56,True,0.06384373,0.5565449,0.28192604
Fasl,ENSMUSG00000000817,Gene Expression,136,True,0.104331255,0.5785623,0.33888796
Mettl13,ENSMUSG00000026694,Gene Expression,53,True,0.054585844,0.6844317,0.61278564
Gorab,ENSMUSG00000040124,Gene Expression,37,True,0.037186593,0.66176516,0.55414444
Mettl18,ENSMUSG00000041396,Gene Expression,55,True,0.06609726,0.87483376,1.1053804
Sell,ENSMUSG00000026581,Gene Expression,612,True,1.1079028,1.3847046,0.6934529
Ccdc181,ENSMUSG00000026578,Gene Expression,57,True,0.05412715,0.60946715,0.41884273
Atp1b1,ENSMUSG00000026576,Gene Expression,141,True,0.22460714,0.84725165,1.034022
Xcl1,ENSMUSG00000026573,Gene Expression,31,True,0.05505968,1.562256,2.8838303
Dcaf6,ENSMUSG00000026571,Gene Expression,44,True,0.060833525,0.69016236,0.62761164
Rcsd1,ENSMUSG00000040723,Gene Expression,519,True,0.5594296,0.7218538,0.71855474
Creg1,ENSMUSG00000040713,Gene Expression,190,True,0.19556604,0.8479213,1.0357544
Pou2f1,ENSMUSG00000026565,Gene Expression,137,True,0.15176171,1.6652278,3.1502316
Tada1,ENSMUSG00000026563,Gene Expression,220,True,0.19422719,0.5596731,0.29001904
Sh2d1b1,ENSMUSG00000102418,Gene Expression,7,True,0.024511736,2.0079174,4.0368137
Fcgr2b,ENSMUSG00000026656,Gene Expression,24,True,0.024803426,0.97869796,1.3740904
Fcgr4,ENSMUSG00000059089,Gene Expression,4,True,0.029584624,2.4604702,5.207627
Fcgr3,ENSMUSG00000059498,Gene Expression,14,True,0.04323776,1.7517657,3.3741164
Fcer1g,ENSMUSG00000058715,Gene Expression,55,True,0.3821837,3.4875793,10.079675
Gm20045,ENSMUSG00000103983,Gene Expression,17,True,0.015380528,0.565859,0.30602288
B930036N10Rik,ENSMUSG00000091993,Gene Expression,181,True,0.16144511,0.61878175,0.4429408
Cd244,ENSMUSG00000004709,Gene Expression,46,True,0.04603325,1.1467093,1.8087575
Cd48,ENSMUSG00000015355,Gene Expression,963,True,1.4805948,1.3712106,0.9421311
Slamf1,ENSMUSG00000015316,Gene Expression,141,True,0.10849085,0.6977451,0.64722914
Cd84,ENSMUSG00000038147,Gene Expression,503,True,0.54487157,0.86836654,1.2830755
Slamf6,ENSMUSG00000015314,Gene Expression,537,True,0.6473885,1.0299278,1.905579
Vangl2,ENSMUSG00000026556,Gene Expression,14,True,0.020887561,0.9013222,1.1739093
Tagln2,ENSMUSG00000026547,Gene Expression,1116,True,1.8519661,1.1999564,0.525104
Dusp23,ENSMUSG00000026544,Gene Expression,35,True,0.05150279,1.3151782,2.2446082
Aim2,ENSMUSG00000037860,Gene Expression,116,True,0.13393988,0.5729295,0.32431513
Ifi206,ENSMUSG00000037849,Gene Expression,600,True,0.72412866,0.78125054,0.94741327
Ifi214,ENSMUSG00000070501,Gene Expression,198,True,0.21440919,0.5516071,0.26915124
Ifi213,ENSMUSG00000073491,Gene Expression,217,True,0.27388933,0.69917583,0.64910924
Ifi208,ENSMUSG00000066677,Gene Expression,277,True,0.34417868,0.7604261,0.85626173
Ifi204,ENSMUSG00000073489,Gene Expression,18,True,0.020169662,0.845268,1.02889
Ifi211,ENSMUSG00000026536,Gene Expression,41,True,0.028063247,0.5979755,0.38911232
Ifi203,ENSMUSG00000039997,Gene Expression,867,True,1.0443668,0.72844404,0.35455447
Zbtb18,ENSMUSG00000063659,Gene Expression,13,True,0.028204257,1.8127635,3.5319254
Efcab2,ENSMUSG00000026495,Gene Expression,58,True,0.055998854,0.5426295,0.24592505
Smyd3,ENSMUSG00000055067,Gene Expression,105,True,0.10952264,0.579651,0.3417045
Ahctf1,ENSMUSG00000026491,Gene Expression,211,True,0.18898183,0.5395415,0.237936
Coq8a,ENSMUSG00000026489,Gene Expression,15,True,0.028380554,1.6689297,3.159809
Itpkb,ENSMUSG00000038855,Gene Expression,569,True,0.6037167,0.65846056,0.47429752
Parp1,ENSMUSG00000026496,Gene Expression,353,True,0.3303956,0.6235944,0.39348787
Acbd3,ENSMUSG00000026499,Gene Expression,226,True,0.2214836,0.52869934,0.20988598
Sde2,ENSMUSG00000038806,Gene Expression,303,True,0.2925591,0.86352265,1.204941
Ephx1,ENSMUSG00000038776,Gene Expression,42,True,0.06046824,0.6703829,0.5764397
Wdr26,ENSMUSG00000038733,Gene Expression,434,True,0.43618697,0.6195256,0.37972695
Lbr,ENSMUSG00000004880,Gene Expression,685,True,0.7690677,0.61286306,0.29860818
Mia3,ENSMUSG00000056050,Gene Expression,330,True,0.30531496,0.60927236,0.34504977
Dusp10,ENSMUSG00000039384,Gene Expression,228,True,0.25246587,0.6148087,0.43266195
4930532G15Rik,ENSMUSG00000097261,Gene Expression,17,True,0.017146349,0.7007202,0.6549261
Cenpf,ENSMUSG00000026605,Gene Expression,226,True,0.34808785,1.4721863,3.2634819
Rps6kc1,ENSMUSG00000089872,Gene Expression,15,True,0.01627191,0.7103826,0.67992395
D730003I15Rik,ENSMUSG00000073478,Gene Expression,63,True,0.07772077,0.74754864,0.7760774
Nenf,ENSMUSG00000037499,Gene Expression,161,True,0.15080945,0.793544,0.8950733
Dtl,ENSMUSG00000037474,Gene Expression,273,True,0.230905,0.82379234,0.97332966
4930570N18Rik,ENSMUSG00000089683,Gene Expression,92,True,0.09258732,0.6361258,0.4878121
Lamb3,ENSMUSG00000026639,Gene Expression,377,True,0.3929675,0.79500043,0.9731944
Hsd11b1,ENSMUSG00000016194,Gene Expression,723,True,0.78563523,0.6151602,0.30745926
G0s2,ENSMUSG00000009633,Gene Expression,103,True,0.11428978,0.69575197,0.6420727
Dclre1c,ENSMUSG00000026648,Gene Expression,60,True,0.05142304,0.5793326,0.34088075
Frmd4a,ENSMUSG00000026657,Gene Expression,28,True,0.033116654,0.5273279,0.20633788
Camk1d,ENSMUSG00000039145,Gene Expression,171,True,0.16717,0.59573036,0.3833039
Usp6nl,ENSMUSG00000039046,Gene Expression,26,True,0.032521453,1.1696408,1.8680842
Gata3,ENSMUSG00000015619,Gene Expression,287,True,0.30178335,0.680839,0.5870929
Kin,ENSMUSG00000037262,Gene Expression,249,True,0.24015246,0.65483785,0.5362226
Itih5,ENSMUSG00000025780,Gene Expression,35,True,0.030029159,1.2375703,2.0438266
Il15ra,ENSMUSG00000023206,Gene Expression,104,True,0.09674438,0.70198125,0.65818864
Vim,ENSMUSG00000026728,Gene Expression,982,True,2.1728108,2.3026652,1.6344312
Arl5b,ENSMUSG00000017418,Gene Expression,74,True,0.073712096,0.6925186,0.6337075
Plxdc2,ENSMUSG00000026748,Gene Expression,16,True,0.03228067,1.412255,2.4957585
Mllt10,ENSMUSG00000026743,Gene Expression,398,True,0.38874492,0.6084516,0.34227392
Msrb2,ENSMUSG00000023094,Gene Expression,73,True,0.07722118,0.5992891,0.39251086
Otud1,ENSMUSG00000043415,Gene Expression,73,True,0.08703819,0.58091366,0.34497118
Arhgap21,ENSMUSG00000036591,Gene Expression,16,True,0.01580967,0.74724174,0.77528334
Thnsl1,ENSMUSG00000048550,Gene Expression,21,True,0.028638767,0.6671962,0.5681953
Psd4,ENSMUSG00000026979,Gene Expression,226,True,0.21885002,0.6049622,0.4071879
Pnpla7,ENSMUSG00000036833,Gene Expression,111,True,0.13380717,0.6172731,0.4390377
Tor4a,ENSMUSG00000059555,Gene Expression,65,True,0.06495837,0.5525766,0.27165955
Tubb4b,ENSMUSG00000036752,Gene Expression,734,True,1.2188593,1.7267541,1.0743395
Paxx,ENSMUSG00000047617,Gene Expression,358,True,0.36436182,0.6862015,0.60522926
Tmem141,ENSMUSG00000026939,Gene Expression,33,True,0.03480398,0.86026055,1.0676776
Bmyc,ENSMUSG00000049086,Gene Expression,67,True,0.07404085,0.62523925,0.4596472
Nacc2,ENSMUSG00000026932,Gene Expression,13,True,0.018154694,0.53992075,0.23891722
Tmem250-ps,ENSMUSG00000087679,Gene Expression,111,True,0.10857193,0.5311212,0.21615164
Fam69b,ENSMUSG00000036186,Gene Expression,18,True,0.013886791,0.73211235,0.7361417
Lcn4,ENSMUSG00000026919,Gene Expression,206,True,0.22589077,0.5295549,0.21209945
Med22,ENSMUSG00000015776,Gene Expression,66,True,0.06295173,0.7944774,0.8974881
Cacfd1,ENSMUSG00000015488,Gene Expression,123,True,0.12749852,0.7291799,0.7285551
Gtf3c4,ENSMUSG00000035666,Gene Expression,54,True,0.047765117,0.9264207,1.2388424
Ddx31,ENSMUSG00000026806,Gene Expression,83,True,0.07066294,0.79150265,0.8897921
Ttf1,ENSMUSG00000026803,Gene Expression,268,True,0.26355618,0.5967409,0.30266753
Setx,ENSMUSG00000043535,Gene Expression,373,True,0.3845902,0.67586684,0.5702767
Sptan1,ENSMUSG00000057738,Gene Expression,403,True,0.38252681,0.6387063,0.4445974
Zdhhc12,ENSMUSG00000015335,Gene Expression,141,True,0.13157262,0.5971494,0.38697505
Zer1,ENSMUSG00000039686,Gene Expression,138,True,0.16005872,0.71916634,0.7026487
Tbc1d13,ENSMUSG00000039678,Gene Expression,47,True,0.04014106,0.73955756,0.7554034
Usp20,ENSMUSG00000026854,Gene Expression,58,True,0.05906541,0.58881223,0.3654058
Gpr107,ENSMUSG00000000194,Gene Expression,169,True,0.14860073,0.6465023,0.5146575
Ass1,ENSMUSG00000076441,Gene Expression,277,True,0.30857927,0.6065962,0.3359987
Nup214,ENSMUSG00000001855,Gene Expression,204,True,0.17989416,0.6368504,0.4896868
Fam78a,ENSMUSG00000050592,Gene Expression,444,True,0.494896,0.6512407,0.4869895
Lcn2,ENSMUSG00000026822,Gene Expression,3,True,0.032402907,3.1815553,7.073167
Ptges2,ENSMUSG00000026820,Gene Expression,110,True,0.10212562,0.5317167,0.2176923
Fam102a,ENSMUSG00000039157,Gene Expression,250,True,0.29322255,0.7276596,0.74544317
Eng,ENSMUSG00000026814,Gene Expression,33,True,0.04731005,0.6590859,0.5472129
Fpgs,ENSMUSG00000009566,Gene Expression,50,True,0.048301503,0.54625887,0.25531474
Cdk9,ENSMUSG00000009555,Gene Expression,443,True,0.43858686,0.6380304,0.44231138
Rpl12,ENSMUSG00000038900,Gene Expression,1264,True,3.7017758,2.2924283,0.6235249
Ralgps1,ENSMUSG00000038831,Gene Expression,28,True,0.040685184,1.1890606,1.9183257
Mvb12b,ENSMUSG00000038740,Gene Expression,61,True,0.068694346,0.584517,0.3542935
Hspa5,ENSMUSG00000026864,Gene Expression,849,True,1.0089304,0.7569915,0.4356306
Traf1,ENSMUSG00000026875,Gene Expression,554,True,0.5924569,0.66227514,0.48899528
Gsn,ENSMUSG00000026879,Gene Expression,258,True,0.3138376,0.74256337,0.7958488
Rbm18,ENSMUSG00000026889,Gene Expression,180,True,0.16597593,0.5373754,0.23233205
Rc3h2,ENSMUSG00000075376,Gene Expression,194,True,0.19251339,0.5731212,0.32481104
Rabgap1,ENSMUSG00000035437,Gene Expression,160,True,0.16662967,0.57545054,0.33083737
Dennd1a,ENSMUSG00000035392,Gene Expression,114,True,0.10852211,0.52732974,0.20634267
Rpl35,ENSMUSG00000062997,Gene Expression,1235,True,3.441774,1.5876269,0.41952196
Golga1,ENSMUSG00000026754,Gene Expression,85,True,0.090551496,0.5874485,0.3618776
Arhgap15,ENSMUSG00000049744,Gene Expression,754,True,0.82729775,0.71063024,0.30396244
Gtdc1,ENSMUSG00000036890,Gene Expression,78,True,0.064925954,1.0196756,1.4801049
Zeb2,ENSMUSG00000026872,Gene Expression,278,True,0.36937654,1.4187819,3.0828645
Orc4,ENSMUSG00000026761,Gene Expression,199,True,0.17130987,0.5596965,0.29007962
Lypd6b,ENSMUSG00000026765,Gene Expression,39,True,0.063140474,1.1995425,1.9454439
Nr4a2,ENSMUSG00000026826,Gene Expression,196,True,0.20204268,1.3200446,2.2571983
Gpd2,ENSMUSG00000026827,Gene Expression,181,True,0.15538579,0.7890509,0.883449
Pkp4,ENSMUSG00000026991,Gene Expression,199,True,0.23692124,0.65447277,0.5352781
Dapl1,ENSMUSG00000026989,Gene Expression,434,True,1.4224893,2.350448,2.5539815
Tanc1,ENSMUSG00000035168,Gene Expression,160,True,0.19877312,1.152856,1.8246598
Baz2b,ENSMUSG00000026987,Gene Expression,238,True,0.26719505,0.78776896,0.9487371
Ly75,ENSMUSG00000026980,Gene Expression,156,True,0.15682353,0.57000035,0.31673703
Rbms1,ENSMUSG00000026970,Gene Expression,704,True,0.78475595,0.58777565,0.20194517
Tank,ENSMUSG00000064289,Gene Expression,260,True,0.24513061,0.55149794,0.2688689
Dpp4,ENSMUSG00000035000,Gene Expression,338,True,0.36185622,0.9858218,1.6185648
Spc25,ENSMUSG00000005233,Gene Expression,225,True,0.22794639,0.62823814,0.4674057
Ccdc173,ENSMUSG00000070883,Gene Expression,19,True,0.024452277,0.56044024,0.2920038
Mettl8,ENSMUSG00000041975,Gene Expression,89,True,0.10182536,0.54028845,0.2398685
Dcaf17,ENSMUSG00000041966,Gene Expression,208,True,0.21105368,0.52798676,0.20804246
Dync1i2,ENSMUSG00000027012,Gene Expression,645,True,0.682366,0.6746588,0.53671
Metap1d,ENSMUSG00000041921,Gene Expression,83,True,0.09277837,0.81892955,0.960749
Pdk1,ENSMUSG00000006494,Gene Expression,354,True,0.47391257,0.85417503,1.1733268
Rapgef4,ENSMUSG00000049044,Gene Expression,78,True,0.105434336,0.5576969,0.28490636
Cdca7,ENSMUSG00000055612,Gene Expression,153,True,0.13227025,0.546358,0.2555712
Cir1,ENSMUSG00000041777,Gene Expression,411,True,0.42863053,0.58693,0.26948634
Gpr155,ENSMUSG00000041762,Gene Expression,18,True,0.017103342,0.5430518,0.2470176
Lnpk,ENSMUSG00000009207,Gene Expression,216,True,0.17947619,0.55465436,0.27703497
Nfe2l2,ENSMUSG00000015839,Gene Expression,270,True,0.29700753,0.56861997,0.20756067
Rbm45,ENSMUSG00000042369,Gene Expression,70,True,0.068837464,0.9539703,1.3101169
Prkra,ENSMUSG00000002731,Gene Expression,32,True,0.032209963,0.55521375,0.2784822
Fkbp7,ENSMUSG00000002732,Gene Expression,14,True,0.015637025,0.5914452,0.37221766
Itga4,ENSMUSG00000027009,Gene Expression,759,True,1.0691336,1.0235089,0.29124612
Dnajc10,ENSMUSG00000027006,Gene Expression,239,True,0.21177356,0.5444992,0.2507623
Itgav,ENSMUSG00000027087,Gene Expression,92,True,0.07427166,0.5946811,0.38058928
Calcrl,ENSMUSG00000059588,Gene Expression,76,True,0.07433208,0.60443175,0.4058155
Tmx2,ENSMUSG00000050043,Gene Expression,199,True,0.18099518,0.54059184,0.24065341
Ube2l6,ENSMUSG00000027078,Gene Expression,52,True,0.05786559,0.9554555,1.3139592
Celf1,ENSMUSG00000005506,Gene Expression,497,True,0.49295607,0.5702105,0.21294002
Spi1,ENSMUSG00000002111,Gene Expression,7,True,0.045343667,2.5918653,5.547562
Madd,ENSMUSG00000040687,Gene Expression,375,True,0.36096507,0.5849036,0.262633
A330069E16Rik,ENSMUSG00000097868,Gene Expression,47,True,0.07856585,3.09002,6.8363523
Atg13,ENSMUSG00000027244,Gene Expression,103,True,0.10483369,0.60634613,0.41076824
Harbi1,ENSMUSG00000027243,Gene Expression,62,True,0.07247399,1.0771154,1.6287091
Ambra1,ENSMUSG00000040506,Gene Expression,91,True,0.09548645,0.9862656,1.3936689
Phf21a,ENSMUSG00000058318,Gene Expression,194,True,0.21349773,0.8316366,0.9936238
Cry2,ENSMUSG00000068742,Gene Expression,27,True,0.027534872,0.5333048,0.22180094
