,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0111,4.0558467,-3.217951774597168,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.1477,0.44509062,0.19682365655899048,True
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0437,0.3398956,-1.2308838367462158,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.0515,0.5479549,-0.8256961107254028,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0198,5.9267373,-3.1131176948547363,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,-0.0226,0.25806782,-1.5679681301116943,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.0816,0.033771567,-0.9149954319000244,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,0.0146,0.7562717,-0.5534924268722534,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1966,0.9023174,-0.42430222034454346,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0326,0.3896327,-0.7290323972702026,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.047,1.0186863,-0.634122371673584,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.0363,0.96346104,-0.7961636781692505,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0449,4.3954854,-2.4576311111450195,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,-0.0297,0.52496475,-0.2545280456542969,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0789,1.4352957,-0.9173789024353027,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0549,0.61347836,-0.7178406715393066,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1166,0.26596195,0.22490334510803223,True
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.1336,0.15229145,-0.4463319778442383,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,0.0107,0.66961485,-0.40567898750305176,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0629,0.63754004,0.6764369010925293,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1681,0.61863303,0.43164676427841187,True
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,-0.0056,3.52639,-0.1808784008026123,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0735,0.22299828,-0.5672959089279175,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0841,2.5600123,-3.5772409439086914,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0989,2.0036714,-1.0767107009887695,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0398,1.024291,-0.8958680629730225,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,-0.0703,0.7630421,-0.7051225900650024,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0294,9.2988205,-5.699455738067627,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0388,0.83337265,-2.4720346927642822,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.0453,0.11526103,-1.0035452842712402,False
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0118,1.1869107,-0.34969043731689453,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.1617,0.056052875,-0.23536038398742676,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0349,0.30302355,0.2560539245605469,True
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.0182,0.20300946,-0.5432308912277222,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0974,0.77463573,0.0657341480255127,True
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.136,0.17510109,-1.454298734664917,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.1506,0.029939704,-4.362303733825684,False
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.1264,0.41316715,-0.7926506996154785,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.108,0.12421382,0.15101975202560425,True
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0484,1.6043111,-0.8155620098114014,False
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,0.0048,0.10192949,-0.28997302055358887,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.1678,2.017193,0.6905939280986786,True
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,0.0098,0.96876675,-0.5036122798919678,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.0815,0.09654632,-2.792635679244995,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0116,1.8401315,-1.348405361175537,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3449,0.011624573,-1.3349623680114746,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0603,0.60558325,-0.46476995944976807,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,-0.0634,0.2331538,-0.6189944744110107,False
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2374,0.10593274,-0.8924456834793091,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.1472,7.894014,0.6779655814170837,True
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.2142,0.19173855,0.46825212240219116,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.0592,0.55762774,-0.9378503561019897,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1023,0.29319608,0.1858808398246765,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0272,0.82182145,-0.26111578941345215,False
Ikbke,ENSMUSG00000042349,1,131279606,131254343,-,-0.0965,0.52359545,-0.018016815185546875,False
Srgap2,ENSMUSG00000026425,1,131527352,131285251,-,-0.0002,5.2317195,-0.7871326208114624,False
Snrpe,ENSMUSG00000090553,1,133610291,133603871,-,0.2839,0.05083633,-0.5136241912841797,False
Lax1,ENSMUSG00000051998,1,133690108,133679091,-,-0.0507,0.84334207,0.2479526400566101,True
Atp2b4,ENSMUSG00000026463,1,133801041,133699457,-,-0.0137,1.9225923,0.6020065248012543,True
Btg2,ENSMUSG00000020423,1,134079120,134075170,-,-0.1868,0.025234535,-0.17677628993988037,False
Tmem183a,ENSMUSG00000042305,1,134361979,134346097,-,0.039,0.45587242,-0.5449753999710083,False
Rnpep,ENSMUSG00000041926,1,135284084,135262712,-,0.082,0.23125167,-0.49879932403564453,False
Timm17a,ENSMUSG00000062580,1,135313778,135295213,-,0.0846,0.11625046,-1.2264609336853027,False
Ipo9,ENSMUSG00000041879,1,135430499,135382312,-,0.0302,1.7708731,-0.7397298812866211,False
Ptprc,ENSMUSG00000026395,1,138175708,138062861,-,-0.225,0.83896405,0.27909672260284424,True
Nek7,ENSMUSG00000026393,1,138620141,138482875,-,0.0189,1.4092166,-0.6855207681655884,False
Cdc73,ENSMUSG00000026361,1,143702893,143598800,-,0.0058,1.3278054,-1.0797781944274902,False
Rgs2,ENSMUSG00000026360,1,144004161,143999338,-,-0.0466,0.18650922,0.009659945964813232,False
Rgs1,ENSMUSG00000026358,1,144249242,144242296,-,-0.0152,0.08287956,0.08519840240478516,True
Swt1,ENSMUSG00000052748,1,151428455,151367699,-,-0.0351,0.54753,-0.5491491556167603,False
1700025G04Rik,ENSMUSG00000032666,1,152090125,151852403,-,0.0238,8.159792,-0.010247111320495605,False
Smg7,ENSMUSG00000042772,1,152902646,152836995,-,0.0186,1.8870959,-1.4856212139129639,False
Lamc1,ENSMUSG00000026478,1,153332786,153218922,-,0.0635,2.0421398,0.3245944380760193,True
Dhx9,ENSMUSG00000042699,1,153487660,153455758,-,0.0469,0.30534765,-0.13750779628753662,False
Xpr1,ENSMUSG00000026469,1,155417415,155275701,-,-0.0426,3.06633,-2.6889219284057617,False
Qsox1,ENSMUSG00000033684,1,155812889,155776029,-,-0.036,0.309355,-0.3238217830657959,False
Cep350,ENSMUSG00000033671,1,155973255,155844964,-,-0.0327,1.5032517,-0.6499758958816528,False
Tor1aip1,ENSMUSG00000026466,1,156036480,156004599,-,0.0221,0.77760625,-0.4045391082763672,False
Soat1,ENSMUSG00000026600,1,156474331,156424525,-,-0.0617,0.48730496,-0.2855846881866455,False
Ralgps2,ENSMUSG00000026594,1,156939626,156804166,-,-0.0465,1.9168164,-0.5204477310180664,False
Cacybp,ENSMUSG00000014226,1,160212875,160202367,-,0.106,0.03479413,-1.2845220565795898,False
Rabgap1l,ENSMUSG00000026721,1,160793211,160219174,-,-0.0056,5.4463687,-0.8714673519134521,False
Prdx6,ENSMUSG00000026701,1,161251219,161240112,-,0.0021,0.053961944,-2.3121097087860107,False
Fasl,ENSMUSG00000000817,1,161788495,161780689,-,0.0144,0.4111002,0.4693199396133423,True
Suco,ENSMUSG00000040297,1,161876682,161816114,-,-0.0434,2.1566494,-0.5865796804428101,False
Prrc2c,ENSMUSG00000040225,1,162740556,162670725,-,-0.0865,0.5256951,-0.8314443826675415,False
Tiprl,ENSMUSG00000040843,1,165236996,165212286,-,0.043,0.580339,-2.179586410522461,False
Dcaf6,ENSMUSG00000026571,1,165460475,165328698,-,-0.0213,2.7160566,-1.825340747833252,False
Rcsd1,ENSMUSG00000040723,1,165709757,165646516,-,-0.0416,0.564805,-0.007424473762512207,False
Pou2f1,ENSMUSG00000026565,1,166002678,165865154,-,-0.0102,4.3554173,-1.6178925037384033,False
Uck2,ENSMUSG00000026558,1,167285320,167222883,-,0.152,0.7118401,-0.6115248203277588,False
Uap1,ENSMUSG00000026670,1,170174957,170141938,-,0.0259,0.46551964,-0.32848060131073,False
Uhmk1,ENSMUSG00000026667,1,170215397,170193420,-,-0.0421,0.5283216,-1.2372777462005615,False
Atf6,ENSMUSG00000026663,1,170867771,170704674,-,0.0586,4.920315,0.4685032367706299,True
Sdhc,ENSMUSG00000058076,1,171150603,171127165,-,0.0899,0.34963438,-4.056244850158691,False
Fcer1g,ENSMUSG00000058715,1,171234365,171229572,-,-0.0315,0.019732963,0.8733264356851578,True
Ndufs2,ENSMUSG00000013593,1,171251388,171234853,-,0.0827,0.053144276,-2.2133145332336426,False
Ufc1,ENSMUSG00000062963,1,171295024,171288563,-,0.1585,0.14058624,-0.7045331001281738,False
Slamf7,ENSMUSG00000038179,1,171653035,171632403,-,-0.0108,0.733107,0.6342787742614746,True
Ncstn,ENSMUSG00000003458,1,172082795,172066013,-,-0.0429,0.62574345,-0.4626309871673584,False
Pea15a,ENSMUSG00000013698,1,172206804,172196728,-,-0.025,0.44388583,-0.43652403354644775,False
Ifi206,ENSMUSG00000037849,1,173491041,173468485,-,-0.0171,0.26102757,-0.5116466283798218,False
Ifi214,ENSMUSG00000070501,1,173535957,173519717,-,-0.0313,0.34651494,-0.34203553199768066,False
Ifi213,ENSMUSG00000073491,1,173599274,173566283,-,-0.089,0.8960806,-0.20581316947937012,False
Mndal,ENSMUSG00000090272,1,173942491,173849126,-,-0.0421,1.1263279,-0.009515166282653809,False
Ifi203,ENSMUSG00000039997,1,173942672,173920407,-,-0.0633,0.17749265,-0.6549603939056396,False
Adss,ENSMUSG00000015961,1,177796511,177762962,-,0.0913,0.42380774,-0.46369075775146484,False
Hnrnpu,ENSMUSG00000039630,1,178337797,178321108,-,0.0374,0.6667195,0.10749232769012451,True
Smyd3,ENSMUSG00000055067,1,179518041,178951960,-,-0.0494,6.553871,-0.4149665832519531,False
Tfb2m,ENSMUSG00000026492,1,179546267,179528055,-,-0.0253,0.6338999,-0.6152421236038208,False
Ahctf1,ENSMUSG00000026491,1,179803680,179744894,-,-0.0363,1.0013465,-1.3348493576049805,False
Psen2,ENSMUSG00000010609,1,180263438,180227004,-,-0.0396,0.22435665,-0.19616222381591797,False
H3f3a,ENSMUSG00000060743,1,180813943,180800832,-,0.2073,0.07722019,-1.2006175518035889,False
Nvl,ENSMUSG00000026516,1,181144204,181087138,-,-0.0015,0.6182083,-0.48732495307922363,False
Wdr26,ENSMUSG00000038733,1,181211552,181173228,-,-0.0397,0.61844426,-0.37087535858154297,False
Lbr,ENSMUSG00000004880,1,181843046,181815335,-,-0.0662,0.07758185,-0.07056069374084473,False
Fbxo28,ENSMUSG00000047539,1,182341629,182313102,-,-0.0143,0.74146694,-0.9182610511779785,False
Capn2,ENSMUSG00000026509,1,182517608,182467260,-,0.1166,0.31559306,-0.0302351713180542,False
Brox,ENSMUSG00000046836,1,183297269,183276352,-,-0.035,0.4162843,-0.46945488452911377,False
Mia3,ENSMUSG00000056050,1,183369553,183326725,-,-0.1035,0.85973185,-0.5347514152526855,False
Marc2,ENSMUSG00000073481,1,184846451,184813068,-,-0.0462,0.0925128,-1.2659342288970947,False
Iars2,ENSMUSG00000026618,1,185329396,185284726,-,-0.0118,0.8736408,-0.609286904335022,False
Cenpf,ENSMUSG00000026605,1,189688086,189640606,-,0.2166,0.09049725,0.815476804971695,True
Ppp2r5a,ENSMUSG00000026626,1,191403272,191351975,-,0.0041,0.6041059,-0.49020659923553467,False
Dtl,ENSMUSG00000037474,1,191575544,191537356,-,0.0141,0.27659708,0.5550819337368011,True
Traf5,ENSMUSG00000026637,1,192092559,191997205,-,-0.0072,3.3262494,-6.1090874671936035,False
Traf3ip3,ENSMUSG00000037318,1,193201703,193175453,-,-0.0851,1.1192676,-1.2449207305908203,False
Hsd11b1,ENSMUSG00000016194,1,193264075,193221634,-,-0.1158,0.59675735,-0.5767267942428589,False
Cr1l,ENSMUSG00000016481,1,195131586,195097382,-,-0.1201,0.33242857,-0.7390865087509155,False
Tcea1,ENSMUSG00000033813,1,4897909,4857814,+,0.0878,0.40229708,-0.40768730640411377,False
Atp6v1h,ENSMUSG00000033793,1,5162529,5070018,+,0.0176,0.59867084,-0.6408531665802002,False
Rb1cc1,ENSMUSG00000025907,1,6276648,6206197,+,-0.0866,0.7366369,-0.9560198783874512,False
Pcmtd1,ENSMUSG00000051285,1,7173628,7088920,+,-0.0397,1.4575344,-0.544762134552002,False
Sgk3,ENSMUSG00000025915,1,9900845,9798107,+,-0.0395,0.7491628,-0.33401918411254883,False
Cspp1,ENSMUSG00000056763,1,10136768,10037987,+,-0.0096,1.4791838,-0.891122579574585,False
Terf1,ENSMUSG00000025925,1,15844052,15805646,+,0.0262,1.0707349,-0.6718997955322266,False
Lmbrd1,ENSMUSG00000073725,1,24766301,24678630,+,-0.0818,0.57925457,-0.44579005241394043,False
Ptpn18,ENSMUSG00000026126,1,34475733,34459762,+,-0.0367,0.041737888,-2.148963689804077,False
Plekhb2,ENSMUSG00000026123,1,34879580,34849976,+,-0.0282,2.5787358,-0.29972708225250244,False
Cox5b,ENSMUSG00000061518,1,36693681,36691449,+,0.4828,0.021869712,-1.089109182357788,False
Zap70,ENSMUSG00000026117,1,36782818,36761798,+,0.03,0.22431745,-0.8389520645141602,False
Inpp4a,ENSMUSG00000026113,1,37410736,37299865,+,0.0001,1.2449969,-0.2235877513885498,False
Mrpl30,ENSMUSG00000026087,1,37898535,37890477,+,0.0158,0.0316618,-1.399247169494629,False
Eif5b,ENSMUSG00000026083,1,38055579,37998010,+,-0.0764,0.22195272,-1.5593314170837402,False
Rpl31,ENSMUSG00000073702,1,39371911,39367842,+,-0.0072,0.0048476923,-2.7064027786254883,False
Cnot11,ENSMUSG00000003135,1,39546889,39534992,+,0.0231,1.6864538,-0.6469883918762207,False
Map4k4,ENSMUSG00000026074,1,40026310,39900913,+,-0.0875,1.6727463,-0.3572462797164917,False
Il18r1,ENSMUSG00000026070,1,40500854,40465552,+,-0.0608,5.1416183,0.6783305108547211,True
Il18rap,ENSMUSG00000026068,1,40551705,40515362,+,0.0271,1.3045325,0.8296273052692413,True
Mrps9,ENSMUSG00000060679,1,42905683,42851233,+,0.0591,0.24590954,-0.7056961059570312,False
Nck2,ENSMUSG00000066877,1,43570515,43444579,+,-0.0036,4.2533855,-3.5628929138183594,False
Tpp2,ENSMUSG00000041763,1,44003000,43933647,+,0.0819,0.76397914,-1.045191764831543,False
Wdr75,ENSMUSG00000025995,1,45823619,45795166,+,-0.0084,0.47239894,-0.25608253479003906,False
Stat4,ENSMUSG00000062939,1,52107189,51987148,+,0.045,2.4632616,-1.3042125701904297,False
Stat1,ENSMUSG00000026104,1,52161865,52119440,+,-0.1284,0.6326594,0.29226744174957275,True
Nemp2,ENSMUSG00000043015,1,52651919,52630703,+,-0.0169,0.9306912,-0.6057575941085815,False
Hibch,ENSMUSG00000041426,1,52920986,52844929,+,0.0063,0.66783977,-0.36317121982574463,False
Coq10b,ENSMUSG00000025981,1,55072702,55052770,+,0.0951,0.83971864,-0.6262797117233276,False
Hspe1,ENSMUSG00000073676,1,55091307,55088132,+,0.0284,0.01590438,-4.608600616455078,False
Mob4,ENSMUSG00000025979,1,55154899,55131231,+,0.0348,0.69408697,-0.5636852979660034,False
Sgo2a,ENSMUSG00000026039,1,58025899,57995971,+,0.1746,0.08083267,0.37418419122695923,True
Bzw1,ENSMUSG00000051223,1,58407353,58392898,+,0.1225,0.2909012,-0.3765181303024292,False
Ndufb3,ENSMUSG00000026032,1,58595964,58586384,+,0.0991,0.036652837,-1.2726519107818604,False
Cflar,ENSMUSG00000026031,1,58758884,58711508,+,-0.063,1.37077,-0.5111904144287109,False
Casp8,ENSMUSG00000026029,1,58847503,58795374,+,0.0102,0.4415086,-0.23752081394195557,False
Nop58,ENSMUSG00000026020,1,59719044,59684971,+,0.0725,0.5290817,0.19097191095352173,True
Fam117b,ENSMUSG00000041040,1,59985346,59913006,+,0.0342,4.019341,-0.8955391645431519,False
Nbeal1,ENSMUSG00000073664,1,60338328,60180599,+,-0.0678,0.9248937,-0.4584081172943115,False
Cyp20a1,ENSMUSG00000049439,1,60388060,60343323,+,-0.0004,0.26447123,-0.52308189868927,False
Cd28,ENSMUSG00000026012,1,60773359,60716800,+,-0.1639,0.27721208,0.49900519847869873,True
Ctla4,ENSMUSG00000026011,1,60915832,60887000,+,-0.0513,4.4135885,0.5309964418411255,True
Icos,ENSMUSG00000026009,1,61000320,60977927,+,-0.0378,0.71547,0.6589235961437225,True
Eef1b2,ENSMUSG00000025967,1,63180486,63176825,+,-0.0456,0.019209662,-1.3762085437774658,False
Creb1,ENSMUSG00000025958,1,64604548,64532645,+,-0.0328,0.83594644,-0.7661269903182983,False
Rpe,ENSMUSG00000026005,1,66719805,66700831,+,0.0845,0.28125665,-0.7086907625198364,False
Xrcc5,ENSMUSG00000026187,1,72394952,72307421,+,-0.0417,0.60791206,-0.34018075466156006,False
Rpl37a,ENSMUSG00000046330,1,72713813,72711290,+,-0.1578,0.006337975,-1.6430068016052246,False
Arpc2,ENSMUSG00000006304,1,74268209,74236084,+,0.3953,0.11592981,-0.3038318157196045,False
Cnot9,ENSMUSG00000026174,1,74530842,74506058,+,-0.0042,0.63953435,-0.35148823261260986,False
Stk16,ENSMUSG00000026201,1,75215606,75210838,+,0.0741,0.5532922,-1.4666666984558105,False
Mff,ENSMUSG00000026150,1,82752394,82724890,+,0.0633,0.20971428,-0.9397975206375122,False
Agfg1,ENSMUSG00000026159,1,82901182,82839483,+,-0.0408,0.82782876,-0.44820845127105713,False
Sp140,ENSMUSG00000070031,1,85645037,85600378,+,0.049,0.39267957,-0.6194324493408203,False
Sp100,ENSMUSG00000026222,1,85709998,85649988,+,-0.0046,1.2402487,-0.6617363691329956,False
Cab39,ENSMUSG00000036707,1,85851576,85793441,+,0.0296,0.93193555,-0.6725162267684937,False
Psmd1,ENSMUSG00000026229,1,86139151,86064387,+,0.1362,0.50950646,-0.4484621286392212,False
Ptma,ENSMUSG00000026238,1,86530712,86526726,+,0.596,0.0077386536,-0.009397029876708984,False
Dis3l2,ENSMUSG00000053333,1,87050095,86703808,+,0.0385,4.620371,-1.9203376770019531,False
Eif4e2,ENSMUSG00000026254,1,87240488,87213914,+,0.1428,0.20009214,-0.8250272274017334,False
Gigyf2,ENSMUSG00000048000,1,87450796,87326998,+,-0.0365,1.8263564,-1.297081470489502,False
Inpp5d,ENSMUSG00000026288,1,87720507,87620312,+,-0.0308,4.115603,-0.7762001752853394,False
Atg16l1,ENSMUSG00000026289,1,87792428,87755870,+,-0.0177,2.1428719,-1.8912107944488525,False
Dgkd,ENSMUSG00000070738,1,87945180,87853287,+,-0.0241,5.0391483,-1.7684173583984375,False
Cops8,ENSMUSG00000034432,1,90613341,90602981,+,-0.0388,0.82566935,-0.6831806898117065,False
Lrrfip1,ENSMUSG00000026305,1,91128944,90998737,+,0.0082,2.2354925,-1.5930695533752441,False
Ramp1,ENSMUSG00000034353,1,91225196,91179822,+,-0.1866,0.019894367,0.209825336933136,True
Ube2f,ENSMUSG00000034343,1,91290337,91250304,+,0.0209,0.4029034,-0.6134769916534424,False
Ppp1r7,ENSMUSG00000026275,1,93373489,93342854,+,0.0763,0.40689802,-1.1205284595489502,False
Atg4b,ENSMUSG00000026280,1,93790610,93751500,+,-0.0418,0.55667347,-0.7802891731262207,False
2310035C23Rik,ENSMUSG00000026319,1,105755191,105663861,+,-0.0174,1.648343,-2.5082015991210938,False
Nifk,ENSMUSG00000026377,1,118333822,118321839,+,0.0118,0.13774078,-0.2136077880859375,False
Clasp1,ENSMUSG00000064302,1,118612678,118389058,+,-0.0092,3.2538543,-0.969889760017395,False
Mgat5,ENSMUSG00000036155,1,127488336,127205015,+,-0.0439,3.6196864,-1.1828763484954834,False
Ccnt2,ENSMUSG00000026349,1,127808061,127774164,+,-0.0887,0.60674113,-0.5826311111450195,False
Rab3gap1,ENSMUSG00000036104,1,127943868,127868773,+,-0.0209,1.4800484,-1.3289070129394531,False
R3hdm1,ENSMUSG00000056211,1,128237736,128103301,+,-0.021,1.7083983,-2.0682408809661865,False
Ubxn4,ENSMUSG00000026353,1,128279378,128243964,+,-0.0217,0.51797366,-0.6623221635818481,False
Eif2d,ENSMUSG00000026427,1,131187658,131153181,+,0.0993,1.6369362,-0.8313149213790894,False
Ctse,ENSMUSG00000004552,1,131675505,131638306,+,-0.0463,5.380788,-3.178253173828125,False
Nucks1,ENSMUSG00000026434,1,131936321,131910534,+,0.2614,0.04588506,-0.3127555847167969,False
Elk4,ENSMUSG00000026436,1,132032612,132007607,+,-0.1027,0.42670554,-0.2739497423171997,False
Chit1,ENSMUSG00000026450,1,134151540,134111242,+,-0.0192,0.7943366,0.011431276798248291,True
Adipor1,ENSMUSG00000026457,1,134433351,134415378,+,0.072,0.19676898,-0.5449749231338501,False
Klhl12,ENSMUSG00000026455,1,134491018,134455531,+,-0.0089,1.331585,-2.1315932273864746,False
Rabif,ENSMUSG00000042229,1,134508774,134494648,+,0.0124,1.1532003,-1.0501508712768555,False
Kdm5b,ENSMUSG00000042207,1,134635285,134560171,+,-0.068,1.2607179,-0.0251847505569458,False
Ptpn7,ENSMUSG00000031506,1,135145317,135132700,+,0.0765,0.15334526,-0.7732772827148438,False
Arl8a,ENSMUSG00000026426,1,135156269,135146824,+,-0.0147,0.20881641,-0.2916501760482788,False
Csrp1,ENSMUSG00000026421,1,135752232,135720061,+,0.1853,0.20171891,-0.1707162857055664,False
Kif21b,ENSMUSG00000041642,1,136177998,136131389,+,-0.0732,0.37246388,-0.4006444215774536,False
Kif14,ENSMUSG00000041498,1,136531511,136466343,+,0.0559,0.8534076,0.6537037789821625,True
Gm19705,ENSMUSG00000097113,1,136690804,136670769,+,-0.0957,0.24305506,0.45110058784484863,True
Dennd1b,ENSMUSG00000056268,1,139178960,138963435,+,-0.018,4.88816,-1.2959403991699219,False
Glrx2,ENSMUSG00000018196,1,143749676,143716338,+,0.0578,0.13740817,-1.4455251693725586,False
Uchl5,ENSMUSG00000018189,1,143807466,143777272,+,0.0911,0.48389205,-0.6075117588043213,False
Tpr,ENSMUSG00000006005,1,150449935,150392838,+,-0.03,0.2533219,-0.692558765411377,False
Trmt1l,ENSMUSG00000053286,1,151458161,151428542,+,-0.0355,0.87534636,-0.2419605255126953,False
Fam129a,ENSMUSG00000026483,1,151721939,151571186,+,0.0706,0.7476786,0.3679804801940918,True
Arpc5,ENSMUSG00000008475,1,152775597,152766542,+,0.3529,0.0281717,-1.0293428897857666,False
Rnasel,ENSMUSG00000066800,1,153764221,153749426,+,-0.0475,0.15831186,-0.5682718753814697,False
Glul,ENSMUSG00000026473,1,153909723,153899944,+,-0.0299,0.25242773,-0.4309793710708618,False
Acbd6,ENSMUSG00000033701,1,155691330,155558120,+,0.0611,0.5194332,-0.738724946975708,False
Tor1aip2,ENSMUSG00000050565,1,156068861,156035403,+,-0.093,3.0008101,-2.6076440811157227,False
Abl2,ENSMUSG00000026596,1,156649568,156558786,+,-0.0595,1.7251108,-1.9435532093048096,False
Cop1,ENSMUSG00000040782,1,159347640,159232320,+,-0.0332,0.90025544,-1.5808558464050293,False
